##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	39
chr1	6	8	49
chr1	6	9	77
chr1	6	10	69
chr1	6	11	81
chr1	6	12	80
chr1	6	13	106
chr1	6	14	126
chr1	6	15	172
chr1	6	16	216
chr1	6	17	269
chr1	6	18	451
chr1	6	19	478
chr1	6	20	836
chr1	6	21	1267
chr1	6	22	2945
chr1	6	23	3906
chr1	6	24	6828
chr1	6	25	2866
chr1	6	26	2723
chr1	6	27	2203
chr1	6	28	3346
chr1	6	29	3263
chr1	6	30	3334
chr1	6	31	2777
chr1	6	32	2775
chr1	6	33	2408
chr1	6	34	1590
chr1	6	35	1128
chr1	6	36	662
chr1	6	37	409
chr1	6	38	282
chr1	6	39	167
chr1	6	40	113
chr1	6	41	59
chr1	6	42	39
chr1	6	43	27
chr1	6	44	19
chr1	6	45	13
chr1	6	46	8
chr1	6	47	5
chr1	6	49	3
chr1	6	50	3
chr1	6	52	3
chr1	6	53	2
chr1	6	54	5
chr1	6	55	2
chr1	6	56	2
chr1	6	57	4
chr1	6	58	2
chr1	6	59	1
chr1	6	60	3
chr1	6	61	1
chr2	6	7	43
chr2	6	8	64
chr2	6	9	57
chr2	6	10	62
chr2	6	11	69
chr2	6	12	89
chr2	6	13	113
chr2	6	14	122
chr2	6	15	174
chr2	6	16	212
chr2	6	17	289
chr2	6	18	470
chr2	6	19	471
chr2	6	20	884
chr2	6	21	1287
chr2	6	22	3124
chr2	6	23	4176
chr2	6	24	7424
chr2	6	25	3100
chr2	6	26	2714
chr2	6	27	2402
chr2	6	28	3592
chr2	6	29	3458
chr2	6	30	3473
chr2	6	31	2950
chr2	6	32	2727
chr2	6	33	2566
chr2	6	34	1692
chr2	6	35	1179
chr2	6	36	642
chr2	6	37	487
chr2	6	38	288
chr2	6	39	201
chr2	6	40	96
chr2	6	41	67
chr2	6	42	45
chr2	6	43	22
chr2	6	44	15
chr2	6	45	9
chr2	6	46	1
chr2	6	47	3
chr2	6	48	4
chr2	6	49	2
chr2	6	51	2
chr2	6	52	1
chr2	6	53	2
chr2	6	54	1
chr2	6	55	3
chr2	6	56	1
chr2	6	57	2
chr2	6	58	2
chr2	6	59	2
chr2	6	61	1
chr2	6	63	1
chr3	6	7	31
chr3	6	8	43
chr3	6	9	37
chr3	6	10	57
chr3	6	11	58
chr3	6	12	51
chr3	6	13	90
chr3	6	14	104
chr3	6	15	151
chr3	6	16	194
chr3	6	17	251
chr3	6	18	372
chr3	6	19	399
chr3	6	20	747
chr3	6	21	1092
chr3	6	22	2619
chr3	6	23	3439
chr3	6	24	6082
chr3	6	25	2529
chr3	6	26	2325
chr3	6	27	1878
chr3	6	28	2990
chr3	6	29	2882
chr3	6	30	2925
chr3	6	31	2356
chr3	6	32	2227
chr3	6	33	1999
chr3	6	34	1321
chr3	6	35	953
chr3	6	36	562
chr3	6	37	346
chr3	6	38	213
chr3	6	39	119
chr3	6	40	99
chr3	6	41	56
chr3	6	42	38
chr3	6	43	17
chr3	6	44	11
chr3	6	45	7
chr3	6	46	4
chr3	6	47	4
chr3	6	48	2
chr3	6	50	1
chr3	6	51	2
chr3	6	52	1
chr3	6	54	2
chr3	6	55	2
chr3	6	57	2
chr3	6	58	1
chr3	6	59	2
chr3	6	60	2
chr4	6	7	32
chr4	6	8	30
chr4	6	9	42
chr4	6	10	62
chr4	6	11	63
chr4	6	12	64
chr4	6	13	77
chr4	6	14	105
chr4	6	15	146
chr4	6	16	201
chr4	6	17	222
chr4	6	18	348
chr4	6	19	360
chr4	6	20	675
chr4	6	21	1003
chr4	6	22	2375
chr4	6	23	3105
chr4	6	24	5484
chr4	6	25	2300
chr4	6	26	2099
chr4	6	27	1711
chr4	6	28	2669
chr4	6	29	2498
chr4	6	30	2685
chr4	6	31	2169
chr4	6	32	2087
chr4	6	33	1979
chr4	6	34	1131
chr4	6	35	853
chr4	6	36	525
chr4	6	37	336
chr4	6	38	202
chr4	6	39	112
chr4	6	40	74
chr4	6	41	42
chr4	6	42	34
chr4	6	43	19
chr4	6	44	15
chr4	6	45	4
chr4	6	46	5
chr4	6	47	3
chr4	6	48	2
chr4	6	51	1
chr4	6	52	1
chr4	6	53	2
chr4	6	55	1
chr4	6	57	2
chr4	6	58	4
chr4	6	59	1
chr4	6	61	1
chr5	6	7	42
chr5	6	8	31
chr5	6	9	46
chr5	6	10	50
chr5	6	11	63
chr5	6	12	69
chr5	6	13	90
chr5	6	14	103
chr5	6	15	102
chr5	6	16	155
chr5	6	17	216
chr5	6	18	330
chr5	6	19	368
chr5	6	20	655
chr5	6	21	1013
chr5	6	22	2222
chr5	6	23	3046
chr5	6	24	5456
chr5	6	25	2220
chr5	6	26	2033
chr5	6	27	1693
chr5	6	28	2627
chr5	6	29	2500
chr5	6	30	2630
chr5	6	31	2117
chr5	6	32	2090
chr5	6	33	1830
chr5	6	34	1157
chr5	6	35	855
chr5	6	36	535
chr5	6	37	329
chr5	6	38	219
chr5	6	39	128
chr5	6	40	78
chr5	6	41	58
chr5	6	42	30
chr5	6	43	13
chr5	6	44	7
chr5	6	45	10
chr5	6	46	5
chr5	6	47	2
chr5	6	48	3
chr5	6	49	1
chr5	6	50	2
chr5	6	51	3
chr5	6	52	4
chr5	6	53	1
chr5	6	54	5
chr5	6	55	1
chr5	6	56	1
chr5	6	57	2
chr5	6	58	3
chr5	6	59	1
chr5	6	60	1
chr5	6	62	1
chr6	6	7	30
chr6	6	8	44
chr6	6	9	38
chr6	6	10	54
chr6	6	11	52
chr6	6	12	63
chr6	6	13	66
chr6	6	14	75
chr6	6	15	116
chr6	6	16	195
chr6	6	17	206
chr6	6	18	347
chr6	6	19	335
chr6	6	20	626
chr6	6	21	902
chr6	6	22	2113
chr6	6	23	2894
chr6	6	24	5145
chr6	6	25	2210
chr6	6	26	1950
chr6	6	27	1597
chr6	6	28	2562
chr6	6	29	2394
chr6	6	30	2435
chr6	6	31	2091
chr6	6	32	1974
chr6	6	33	1732
chr6	6	34	1098
chr6	6	35	792
chr6	6	36	501
chr6	6	37	306
chr6	6	38	199
chr6	6	39	97
chr6	6	40	73
chr6	6	41	48
chr6	6	42	40
chr6	6	43	14
chr6	6	44	10
chr6	6	45	2
chr6	6	46	1
chr6	6	47	6
chr6	6	48	1
chr6	6	49	4
chr6	6	50	2
chr6	6	51	4
chr6	6	52	1
chr6	6	53	2
chr6	6	54	1
chr6	6	57	1
chr6	6	58	4
chr6	6	59	2
chr6	6	60	1
chr6	6	64	1
chr7	6	7	25
chr7	6	8	39
chr7	6	9	45
chr7	6	10	48
chr7	6	11	57
chr7	6	12	51
chr7	6	13	61
chr7	6	14	89
chr7	6	15	116
chr7	6	16	162
chr7	6	17	191
chr7	6	18	291
chr7	6	19	298
chr7	6	20	529
chr7	6	21	798
chr7	6	22	1985
chr7	6	23	2395
chr7	6	24	4543
chr7	6	25	1890
chr7	6	26	1695
chr7	6	27	1338
chr7	6	28	2188
chr7	6	29	2075
chr7	6	30	2170
chr7	6	31	1820
chr7	6	32	1738
chr7	6	33	1570
chr7	6	34	965
chr7	6	35	698
chr7	6	36	432
chr7	6	37	280
chr7	6	38	164
chr7	6	39	99
chr7	6	40	66
chr7	6	41	49
chr7	6	42	32
chr7	6	43	14
chr7	6	44	10
chr7	6	45	3
chr7	6	46	5
chr7	6	47	1
chr7	6	48	1
chr7	6	49	1
chr7	6	51	1
chr7	6	52	1
chr7	6	54	1
chr7	6	55	1
chr7	6	56	3
chr7	6	58	1
chr7	6	59	3
chr8	6	7	25
chr8	6	8	31
chr8	6	9	41
chr8	6	10	37
chr8	6	11	58
chr8	6	12	54
chr8	6	13	57
chr8	6	14	71
chr8	6	15	94
chr8	6	16	136
chr8	6	17	162
chr8	6	18	293
chr8	6	19	313
chr8	6	20	570
chr8	6	21	744
chr8	6	22	1914
chr8	6	23	2438
chr8	6	24	4456
chr8	6	25	1793
chr8	6	26	1660
chr8	6	27	1378
chr8	6	28	2131
chr8	6	29	2046
chr8	6	30	2135
chr8	6	31	1852
chr8	6	32	1713
chr8	6	33	1557
chr8	6	34	972
chr8	6	35	711
chr8	6	36	400
chr8	6	37	286
chr8	6	38	170
chr8	6	39	114
chr8	6	40	68
chr8	6	41	27
chr8	6	42	19
chr8	6	43	20
chr8	6	44	12
chr8	6	45	4
chr8	6	46	1
chr8	6	47	1
chr8	6	48	2
chr8	6	49	2
chr8	6	53	2
chr8	6	55	3
chr8	6	56	2
chr8	6	57	1
chr8	6	58	1
chr8	6	60	1
chr8	6	61	1
chr8	6	62	1
chr9	6	7	33
chr9	6	8	30
chr9	6	9	28
chr9	6	10	33
chr9	6	11	37
chr9	6	12	46
chr9	6	13	32
chr9	6	14	67
chr9	6	15	81
chr9	6	16	134
chr9	6	17	151
chr9	6	18	226
chr9	6	19	237
chr9	6	20	393
chr9	6	21	556
chr9	6	22	1458
chr9	6	23	1978
chr9	6	24	3432
chr9	6	25	1437
chr9	6	26	1331
chr9	6	27	1059
chr9	6	28	1651
chr9	6	29	1532
chr9	6	30	1701
chr9	6	31	1417
chr9	6	32	1315
chr9	6	33	1209
chr9	6	34	775
chr9	6	35	584
chr9	6	36	315
chr9	6	37	249
chr9	6	38	122
chr9	6	39	88
chr9	6	40	48
chr9	6	41	26
chr9	6	42	21
chr9	6	43	5
chr9	6	44	6
chr9	6	45	2
chr9	6	46	5
chr9	6	47	4
chr9	6	48	1
chr9	6	53	1
chr9	6	54	1
chr9	6	55	2
chr9	6	57	3
chr9	6	59	1
chr9	6	60	2
chr9	6	61	1
chr10	6	7	23
chr10	6	8	30
chr10	6	9	44
chr10	6	10	43
chr10	6	11	43
chr10	6	12	57
chr10	6	13	71
chr10	6	14	57
chr10	6	15	92
chr10	6	16	136
chr10	6	17	162
chr10	6	18	249
chr10	6	19	261
chr10	6	20	458
chr10	6	21	739
chr10	6	22	1763
chr10	6	23	2337
chr10	6	24	4160
chr10	6	25	1676
chr10	6	26	1531
chr10	6	27	1284
chr10	6	28	1960
chr10	6	29	1963
chr10	6	30	2045
chr10	6	31	1632
chr10	6	32	1625
chr10	6	33	1412
chr10	6	34	976
chr10	6	35	701
chr10	6	36	425
chr10	6	37	277
chr10	6	38	148
chr10	6	39	92
chr10	6	40	73
chr10	6	41	39
chr10	6	42	36
chr10	6	43	18
chr10	6	44	6
chr10	6	45	3
chr10	6	46	6
chr10	6	48	1
chr10	6	49	2
chr10	6	50	5
chr10	6	51	1
chr10	6	52	1
chr10	6	54	2
chr10	6	55	3
chr10	6	56	1
chr10	6	57	3
chr10	6	58	1
chr10	6	59	1
chr10	6	60	1
chr10	6	61	1
chr10	6	63	1
chr10	6	65	1
chr11	6	7	26
chr11	6	8	28
chr11	6	9	37
chr11	6	10	41
chr11	6	11	45
chr11	6	12	47
chr11	6	13	48
chr11	6	14	59
chr11	6	15	104
chr11	6	16	120
chr11	6	17	174
chr11	6	18	256
chr11	6	19	297
chr11	6	20	529
chr11	6	21	703
chr11	6	22	1688
chr11	6	23	2278
chr11	6	24	4181
chr11	6	25	1609
chr11	6	26	1569
chr11	6	27	1255
chr11	6	28	1959
chr11	6	29	1814
chr11	6	30	1972
chr11	6	31	1548
chr11	6	32	1534
chr11	6	33	1398
chr11	6	34	933
chr11	6	35	654
chr11	6	36	365
chr11	6	37	277
chr11	6	38	150
chr11	6	39	99
chr11	6	40	54
chr11	6	41	40
chr11	6	42	22
chr11	6	43	18
chr11	6	44	13
chr11	6	45	4
chr11	6	46	2
chr11	6	47	1
chr11	6	48	1
chr11	6	50	1
chr11	6	51	3
chr11	6	52	3
chr11	6	53	1
chr11	6	55	2
chr11	6	56	1
chr11	6	57	2
chr11	6	58	1
chr11	6	59	3
chr11	6	63	1
chr12	6	7	22
chr12	6	8	34
chr12	6	9	44
chr12	6	10	42
chr12	6	11	39
chr12	6	12	51
chr12	6	13	45
chr12	6	14	75
chr12	6	15	91
chr12	6	16	116
chr12	6	17	115
chr12	6	18	253
chr12	6	19	276
chr12	6	20	500
chr12	6	21	785
chr12	6	22	1708
chr12	6	23	2223
chr12	6	24	3912
chr12	6	25	1622
chr12	6	26	1566
chr12	6	27	1210
chr12	6	28	1921
chr12	6	29	1902
chr12	6	30	1899
chr12	6	31	1612
chr12	6	32	1542
chr12	6	33	1386
chr12	6	34	866
chr12	6	35	638
chr12	6	36	393
chr12	6	37	245
chr12	6	38	165
chr12	6	39	85
chr12	6	40	60
chr12	6	41	42
chr12	6	42	27
chr12	6	43	6
chr12	6	44	8
chr12	6	45	9
chr12	6	47	3
chr12	6	48	3
chr12	6	49	1
chr12	6	51	1
chr12	6	52	2
chr12	6	55	3
chr12	6	56	2
chr12	6	57	1
chr12	6	58	1
chr12	6	59	1
chr12	6	60	1
chr13	6	7	11
chr13	6	8	21
chr13	6	9	26
chr13	6	10	29
chr13	6	11	39
chr13	6	12	38
chr13	6	13	40
chr13	6	14	50
chr13	6	15	71
chr13	6	16	89
chr13	6	17	122
chr13	6	18	172
chr13	6	19	205
chr13	6	20	351
chr13	6	21	530
chr13	6	22	1293
chr13	6	23	1623
chr13	6	24	2780
chr13	6	25	1202
chr13	6	26	1064
chr13	6	27	883
chr13	6	28	1461
chr13	6	29	1321
chr13	6	30	1447
chr13	6	31	1132
chr13	6	32	1125
chr13	6	33	983
chr13	6	34	661
chr13	6	35	438
chr13	6	36	286
chr13	6	37	161
chr13	6	38	115
chr13	6	39	51
chr13	6	40	29
chr13	6	41	21
chr13	6	42	16
chr13	6	43	14
chr13	6	44	6
chr13	6	45	6
chr13	6	46	1
chr13	6	47	3
chr13	6	48	2
chr13	6	49	1
chr13	6	50	1
chr13	6	51	1
chr13	6	53	1
chr13	6	56	2
chr13	6	57	2
chr13	6	60	1
chr13	6	61	1
chr13	6	62	1
chr14	6	7	18
chr14	6	8	21
chr14	6	9	19
chr14	6	10	19
chr14	6	11	32
chr14	6	12	43
chr14	6	13	39
chr14	6	14	59
chr14	6	15	82
chr14	6	16	88
chr14	6	17	105
chr14	6	18	188
chr14	6	19	191
chr14	6	20	357
chr14	6	21	494
chr14	6	22	1146
chr14	6	23	1576
chr14	6	24	2828
chr14	6	25	1085
chr14	6	26	1085
chr14	6	27	818
chr14	6	28	1344
chr14	6	29	1317
chr14	6	30	1291
chr14	6	31	1137
chr14	6	32	1057
chr14	6	33	945
chr14	6	34	593
chr14	6	35	453
chr14	6	36	269
chr14	6	37	179
chr14	6	38	104
chr14	6	39	68
chr14	6	40	40
chr14	6	41	30
chr14	6	42	17
chr14	6	43	7
chr14	6	44	2
chr14	6	45	2
chr14	6	46	2
chr14	6	48	1
chr14	6	50	1
chr14	6	52	1
chr14	6	54	1
chr14	6	56	2
chr14	6	57	1
chr15	6	7	22
chr15	6	8	15
chr15	6	9	20
chr15	6	10	27
chr15	6	11	35
chr15	6	12	29
chr15	6	13	31
chr15	6	14	48
chr15	6	15	71
chr15	6	16	81
chr15	6	17	87
chr15	6	18	157
chr15	6	19	187
chr15	6	20	294
chr15	6	21	457
chr15	6	22	1005
chr15	6	23	1388
chr15	6	24	2494
chr15	6	25	1019
chr15	6	26	917
chr15	6	27	742
chr15	6	28	1257
chr15	6	29	1173
chr15	6	30	1200
chr15	6	31	971
chr15	6	32	1009
chr15	6	33	880
chr15	6	34	567
chr15	6	35	368
chr15	6	36	259
chr15	6	37	148
chr15	6	38	103
chr15	6	39	54
chr15	6	40	43
chr15	6	41	23
chr15	6	42	18
chr15	6	43	7
chr15	6	44	5
chr15	6	45	3
chr15	6	46	1
chr15	6	47	2
chr15	6	48	1
chr15	6	50	1
chr15	6	53	2
chr15	6	54	1
chr15	6	55	2
chr15	6	56	1
chr15	6	57	1
chr15	6	59	1
chr15	6	63	1
chr16	6	7	9
chr16	6	8	18
chr16	6	9	15
chr16	6	10	19
chr16	6	11	33
chr16	6	12	38
chr16	6	13	43
chr16	6	14	44
chr16	6	15	60
chr16	6	16	81
chr16	6	17	112
chr16	6	18	146
chr16	6	19	171
chr16	6	20	288
chr16	6	21	426
chr16	6	22	1028
chr16	6	23	1326
chr16	6	24	2325
chr16	6	25	983
chr16	6	26	914
chr16	6	27	726
chr16	6	28	1150
chr16	6	29	1115
chr16	6	30	1205
chr16	6	31	1039
chr16	6	32	981
chr16	6	33	846
chr16	6	34	556
chr16	6	35	382
chr16	6	36	240
chr16	6	37	151
chr16	6	38	93
chr16	6	39	61
chr16	6	40	34
chr16	6	41	13
chr16	6	42	15
chr16	6	43	9
chr16	6	44	1
chr16	6	45	3
chr16	6	46	3
chr16	6	47	3
chr16	6	52	1
chr16	6	53	2
chr16	6	54	2
chr16	6	55	1
chr16	6	58	1
chr16	6	61	2
chr17	6	7	16
chr17	6	8	18
chr17	6	9	22
chr17	6	10	21
chr17	6	11	31
chr17	6	12	35
chr17	6	13	35
chr17	6	14	51
chr17	6	15	64
chr17	6	16	90
chr17	6	17	96
chr17	6	18	148
chr17	6	19	153
chr17	6	20	283
chr17	6	21	427
chr17	6	22	994
chr17	6	23	1430
chr17	6	24	2390
chr17	6	25	958
chr17	6	26	922
chr17	6	27	767
chr17	6	28	1208
chr17	6	29	1130
chr17	6	30	1118
chr17	6	31	1018
chr17	6	32	953
chr17	6	33	833
chr17	6	34	580
chr17	6	35	380
chr17	6	36	197
chr17	6	37	124
chr17	6	38	92
chr17	6	39	51
chr17	6	40	28
chr17	6	41	34
chr17	6	42	9
chr17	6	43	7
chr17	6	44	5
chr17	6	45	1
chr17	6	47	1
chr17	6	51	1
chr17	6	53	2
chr17	6	54	1
chr17	6	55	1
chr17	6	57	1
chr17	6	64	1
chr18	6	7	11
chr18	6	8	17
chr18	6	9	12
chr18	6	10	21
chr18	6	11	24
chr18	6	12	25
chr18	6	13	35
chr18	6	14	47
chr18	6	15	65
chr18	6	16	81
chr18	6	17	100
chr18	6	18	135
chr18	6	19	172
chr18	6	20	297
chr18	6	21	452
chr18	6	22	1062
chr18	6	23	1331
chr18	6	24	2353
chr18	6	25	1011
chr18	6	26	944
chr18	6	27	715
chr18	6	28	1128
chr18	6	29	1108
chr18	6	30	1188
chr18	6	31	892
chr18	6	32	907
chr18	6	33	865
chr18	6	34	493
chr18	6	35	385
chr18	6	36	233
chr18	6	37	135
chr18	6	38	95
chr18	6	39	40
chr18	6	40	37
chr18	6	41	20
chr18	6	42	13
chr18	6	43	7
chr18	6	44	11
chr18	6	45	1
chr18	6	46	3
chr18	6	47	1
chr18	6	48	2
chr18	6	52	1
chr18	6	53	3
chr18	6	56	1
chr18	6	59	2
chr18	6	60	1
chr19	6	7	8
chr19	6	8	13
chr19	6	9	18
chr19	6	10	10
chr19	6	11	21
chr19	6	12	23
chr19	6	13	30
chr19	6	14	43
chr19	6	15	50
chr19	6	16	59
chr19	6	17	78
chr19	6	18	100
chr19	6	19	119
chr19	6	20	187
chr19	6	21	278
chr19	6	22	705
chr19	6	23	869
chr19	6	24	1521
chr19	6	25	712
chr19	6	26	581
chr19	6	27	490
chr19	6	28	749
chr19	6	29	715
chr19	6	30	745
chr19	6	31	673
chr19	6	32	592
chr19	6	33	558
chr19	6	34	384
chr19	6	35	247
chr19	6	36	158
chr19	6	37	94
chr19	6	38	53
chr19	6	39	35
chr19	6	40	18
chr19	6	41	11
chr19	6	42	3
chr19	6	43	2
chr19	6	44	4
chr19	6	45	2
chr19	6	46	1
chr19	6	47	1
chr19	6	48	3
chr19	6	51	2
chr19	6	52	1
chr19	6	53	1
chr19	6	58	1
chr20	6	7	11
chr20	6	8	10
chr20	6	9	16
chr20	6	10	17
chr20	6	11	21
chr20	6	12	22
chr20	6	13	33
chr20	6	14	41
chr20	6	15	55
chr20	6	16	70
chr20	6	17	84
chr20	6	18	136
chr20	6	19	110
chr20	6	20	241
chr20	6	21	356
chr20	6	22	825
chr20	6	23	1122
chr20	6	24	1975
chr20	6	25	841
chr20	6	26	735
chr20	6	27	587
chr20	6	28	1021
chr20	6	29	929
chr20	6	30	1005
chr20	6	31	853
chr20	6	32	744
chr20	6	33	734
