chr1	296890	0.880861606017001	0.0861631135156721	0.436761403912096
chr2	304556	0.869506627876767	0.0883879322303851	0.423235302933197
chr3	248292	0.938565985242531	0.072059051436671	0.417416921484567
chr4	227304	0.885864608909155	0.0659679354460114	0.40508591520499
chr5	221260	0.9181103342393	0.0642138519198276	0.416203909327702
chr6	213399	0.936679468890596	0.0619324405036576	0.416195665380583
chr7	191983	0.882315363757526	0.0557171107887746	0.426622444301631
chr8	181378	0.888667865419572	0.0526393384864616	0.418629221464336
chr9	143939	0.811573202223751	0.0417738300257076	0.432168692920191
chr10	172585	0.81428375961915	0.0500874429792255	0.430207829958744
chr11	171723	0.904648014202705	0.0498372742168876	0.435657900270927
chr12	167959	0.933224800946788	0.0487448899692774	0.427260939587857
chr13	117706	0.943913392141139	0.0341605154753468	0.406820353899933
chr14	114540	0.924626847598828	0.0332416821788712	0.429366401617432
chr15	104809	0.875282897538896	0.0304175612666782	0.441955680276004
chr16	105790	0.807064388159902	0.0307022660878539	0.459066958330351
chr17	106658	0.859590586718246	0.0309541761640828	0.471577046544163
chr18	97261	0.847243394862235	0.0282269883918212	0.418730363563395
chr19	76675	0.86789441514047	0.0222525404318575	0.492894671590645
chr20	85071	0.932857424830581	0.0246892190033068	0.458637180951886
chr21	46831	0.825448584622977	0.0135912451381065	0.430557904571047
chr22	49065	0.869484316852738	0.014239594343516	0.496009697683652
chrX	173891	0.86110657178653	0.0504664689694962	0.414185290796935
chrY	2545	0.174902068586351	0.000738607308758751	0.449385881050357
AllGC	238547282	555804976	0.429192418745096
