##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	471
chr1	6	8	612
chr1	6	9	735
chr1	6	10	783
chr1	6	11	860
chr1	6	12	949
chr1	6	13	1095
chr1	6	14	1264
chr1	6	15	1351
chr1	6	16	1510
chr1	6	17	1609
chr1	6	18	1957
chr1	6	19	2064
chr1	6	20	2488
chr1	6	21	2687
chr1	6	22	3188
chr1	6	23	3668
chr1	6	24	5379
chr1	6	25	5033
chr1	6	26	8796
chr1	6	27	10472
chr1	6	28	16244
chr1	6	29	18982
chr1	6	30	24332
chr1	6	31	30305
chr1	6	32	44122
chr1	6	33	60768
chr1	6	34	54928
chr1	6	35	49273
chr1	6	36	34226
chr1	6	37	25449
chr1	6	38	17910
chr1	6	39	12353
chr1	6	40	9040
chr1	6	41	6189
chr1	6	42	4523
chr1	6	43	3074
chr1	6	44	2244
chr1	6	45	1546
chr1	6	46	1201
chr1	6	47	938
chr1	6	48	814
chr1	6	49	755
chr1	6	50	772
chr1	6	51	838
chr1	6	52	917
chr1	6	53	1191
chr1	6	54	1348
chr1	6	55	1549
chr1	6	56	1733
chr1	6	57	1687
chr1	6	58	1500
chr1	6	59	1231
chr1	6	60	940
chr1	6	61	647
chr1	6	62	359
chr1	6	63	213
chr1	6	64	94
chr1	6	65	42
chr1	6	66	16
chr1	6	67	6
chr1	6	68	2
chr1	6	69	1
chr1	6	70	1
chr2	6	7	477
chr2	6	8	639
chr2	6	9	781
chr2	6	10	816
chr2	6	11	928
chr2	6	12	1013
chr2	6	13	1135
chr2	6	14	1205
chr2	6	15	1350
chr2	6	16	1523
chr2	6	17	1646
chr2	6	18	2060
chr2	6	19	2209
chr2	6	20	2700
chr2	6	21	2858
chr2	6	22	3503
chr2	6	23	3845
chr2	6	24	5608
chr2	6	25	5144
chr2	6	26	9005
chr2	6	27	10729
chr2	6	28	16869
chr2	6	29	19704
chr2	6	30	25255
chr2	6	31	31546
chr2	6	32	46627
chr2	6	33	64255
chr2	6	34	58048
chr2	6	35	52347
chr2	6	36	36327
chr2	6	37	27132
chr2	6	38	19208
chr2	6	39	13273
chr2	6	40	9745
chr2	6	41	6727
chr2	6	42	4999
chr2	6	43	3436
chr2	6	44	2498
chr2	6	45	1690
chr2	6	46	1281
chr2	6	47	935
chr2	6	48	804
chr2	6	49	726
chr2	6	50	724
chr2	6	51	808
chr2	6	52	932
chr2	6	53	1092
chr2	6	54	1322
chr2	6	55	1554
chr2	6	56	1633
chr2	6	57	1579
chr2	6	58	1541
chr2	6	59	1219
chr2	6	60	975
chr2	6	61	601
chr2	6	62	407
chr2	6	63	206
chr2	6	64	96
chr2	6	65	33
chr2	6	66	12
chr2	6	67	4
chr2	6	68	1
chr2	6	70	1
chr3	6	7	419
chr3	6	8	489
chr3	6	9	556
chr3	6	10	664
chr3	6	11	718
chr3	6	12	795
chr3	6	13	870
chr3	6	14	1039
chr3	6	15	1099
chr3	6	16	1242
chr3	6	17	1356
chr3	6	18	1690
chr3	6	19	1716
chr3	6	20	2033
chr3	6	21	2318
chr3	6	22	2815
chr3	6	23	3006
chr3	6	24	4584
chr3	6	25	4259
chr3	6	26	7532
chr3	6	27	8861
chr3	6	28	14012
chr3	6	29	16007
chr3	6	30	20825
chr3	6	31	25681
chr3	6	32	38011
chr3	6	33	52213
chr3	6	34	47473
chr3	6	35	42477
chr3	6	36	29351
chr3	6	37	21825
chr3	6	38	15355
chr3	6	39	10583
chr3	6	40	8055
chr3	6	41	5479
chr3	6	42	4006
chr3	6	43	2736
chr3	6	44	1953
chr3	6	45	1371
chr3	6	46	991
chr3	6	47	728
chr3	6	48	728
chr3	6	49	603
chr3	6	50	652
chr3	6	51	626
chr3	6	52	759
chr3	6	53	931
chr3	6	54	1122
chr3	6	55	1271
chr3	6	56	1407
chr3	6	57	1359
chr3	6	58	1237
chr3	6	59	1024
chr3	6	60	778
chr3	6	61	522
chr3	6	62	336
chr3	6	63	170
chr3	6	64	82
chr3	6	65	45
chr3	6	66	17
chr3	6	67	5
chr3	6	68	1
chr3	6	69	1
chr4	6	7	374
chr4	6	8	443
chr4	6	9	537
chr4	6	10	615
chr4	6	11	654
chr4	6	12	734
chr4	6	13	861
chr4	6	14	931
chr4	6	15	1054
chr4	6	16	1084
chr4	6	17	1210
chr4	6	18	1493
chr4	6	19	1621
chr4	6	20	1937
chr4	6	21	2031
chr4	6	22	2470
chr4	6	23	2674
chr4	6	24	4125
chr4	6	25	3767
chr4	6	26	6733
chr4	6	27	7927
chr4	6	28	12524
chr4	6	29	14548
chr4	6	30	18781
chr4	6	31	23397
chr4	6	32	34691
chr4	6	33	48136
chr4	6	34	43362
chr4	6	35	38902
chr4	6	36	27036
chr4	6	37	20434
chr4	6	38	14279
chr4	6	39	10095
chr4	6	40	7534
chr4	6	41	5091
chr4	6	42	3714
chr4	6	43	2467
chr4	6	44	1850
chr4	6	45	1208
chr4	6	46	901
chr4	6	47	657
chr4	6	48	585
chr4	6	49	500
chr4	6	50	470
chr4	6	51	578
chr4	6	52	667
chr4	6	53	785
chr4	6	54	931
chr4	6	55	1089
chr4	6	56	1101
chr4	6	57	1073
chr4	6	58	979
chr4	6	59	868
chr4	6	60	648
chr4	6	61	442
chr4	6	62	256
chr4	6	63	136
chr4	6	64	66
chr4	6	65	39
chr4	6	66	12
chr4	6	67	7
chr4	6	68	2
chr5	6	7	368
chr5	6	8	446
chr5	6	9	568
chr5	6	10	577
chr5	6	11	690
chr5	6	12	737
chr5	6	13	803
chr5	6	14	964
chr5	6	15	1020
chr5	6	16	1130
chr5	6	17	1187
chr5	6	18	1444
chr5	6	19	1538
chr5	6	20	1876
chr5	6	21	1943
chr5	6	22	2507
chr5	6	23	2769
chr5	6	24	4094
chr5	6	25	3715
chr5	6	26	6690
chr5	6	27	7760
chr5	6	28	12383
chr5	6	29	14348
chr5	6	30	18417
chr5	6	31	22955
chr5	6	32	34291
chr5	6	33	46719
chr5	6	34	42477
chr5	6	35	38258
chr5	6	36	26406
chr5	6	37	20086
chr5	6	38	14055
chr5	6	39	9681
chr5	6	40	7231
chr5	6	41	4905
chr5	6	42	3638
chr5	6	43	2483
chr5	6	44	1791
chr5	6	45	1231
chr5	6	46	928
chr5	6	47	683
chr5	6	48	607
chr5	6	49	554
chr5	6	50	533
chr5	6	51	581
chr5	6	52	659
chr5	6	53	722
chr5	6	54	962
chr5	6	55	1117
chr5	6	56	1172
chr5	6	57	1127
chr5	6	58	1110
chr5	6	59	908
chr5	6	60	646
chr5	6	61	452
chr5	6	62	263
chr5	6	63	143
chr5	6	64	78
chr5	6	65	20
chr5	6	66	13
chr5	6	67	5
chr5	6	68	4
chr6	6	7	394
chr6	6	8	437
chr6	6	9	518
chr6	6	10	510
chr6	6	11	633
chr6	6	12	723
chr6	6	13	786
chr6	6	14	872
chr6	6	15	1006
chr6	6	16	1024
chr6	6	17	1133
chr6	6	18	1371
chr6	6	19	1487
chr6	6	20	1742
chr6	6	21	1890
chr6	6	22	2318
chr6	6	23	2565
chr6	6	24	3943
chr6	6	25	3579
chr6	6	26	6370
chr6	6	27	7393
chr6	6	28	11823
chr6	6	29	14095
chr6	6	30	17832
chr6	6	31	22117
chr6	6	32	32259
chr6	6	33	44738
chr6	6	34	40032
chr6	6	35	36117
chr6	6	36	25091
chr6	6	37	18634
chr6	6	38	13239
chr6	6	39	9154
chr6	6	40	6792
chr6	6	41	4645
chr6	6	42	3454
chr6	6	43	2279
chr6	6	44	1711
chr6	6	45	1137
chr6	6	46	853
chr6	6	47	707
chr6	6	48	568
chr6	6	49	549
chr6	6	50	498
chr6	6	51	596
chr6	6	52	649
chr6	6	53	814
chr6	6	54	959
chr6	6	55	1106
chr6	6	56	1092
chr6	6	57	1138
chr6	6	58	1030
chr6	6	59	878
chr6	6	60	634
chr6	6	61	453
chr6	6	62	252
chr6	6	63	157
chr6	6	64	71
chr6	6	65	27
chr6	6	66	18
chr6	6	67	5
chr6	6	68	2
chr7	6	7	336
chr7	6	8	405
chr7	6	9	405
chr7	6	10	452
chr7	6	11	557
chr7	6	12	667
chr7	6	13	724
chr7	6	14	785
chr7	6	15	872
chr7	6	16	1010
chr7	6	17	1052
chr7	6	18	1263
chr7	6	19	1341
chr7	6	20	1582
chr7	6	21	1723
chr7	6	22	2147
chr7	6	23	2303
chr7	6	24	3418
chr7	6	25	3166
chr7	6	26	5584
chr7	6	27	6568
chr7	6	28	10458
chr7	6	29	11936
chr7	6	30	15204
chr7	6	31	19298
chr7	6	32	28340
chr7	6	33	38914
chr7	6	34	35119
chr7	6	35	31861
chr7	6	36	21929
chr7	6	37	16451
chr7	6	38	11506
chr7	6	39	8085
chr7	6	40	5894
chr7	6	41	4070
chr7	6	42	3044
chr7	6	43	1989
chr7	6	44	1472
chr7	6	45	1081
chr7	6	46	768
chr7	6	47	633
chr7	6	48	479
chr7	6	49	425
chr7	6	50	444
chr7	6	51	465
chr7	6	52	601
chr7	6	53	698
chr7	6	54	845
chr7	6	55	946
chr7	6	56	1039
chr7	6	57	986
chr7	6	58	908
chr7	6	59	736
chr7	6	60	590
chr7	6	61	377
chr7	6	62	229
chr7	6	63	146
chr7	6	64	57
chr7	6	65	28
chr7	6	66	12
chr7	6	67	2
chr7	6	68	1
chr8	6	7	328
chr8	6	8	389
chr8	6	9	438
chr8	6	10	533
chr8	6	11	529
chr8	6	12	671
chr8	6	13	633
chr8	6	14	785
chr8	6	15	880
chr8	6	16	936
chr8	6	17	1002
chr8	6	18	1213
chr8	6	19	1364
chr8	6	20	1606
chr8	6	21	1698
chr8	6	22	2005
chr8	6	23	2222
chr8	6	24	3330
chr8	6	25	3201
chr8	6	26	5454
chr8	6	27	6460
chr8	6	28	10421
chr8	6	29	11648
chr8	6	30	15353
chr8	6	31	18944
chr8	6	32	28329
chr8	6	33	38900
chr8	6	34	34976
chr8	6	35	31767
chr8	6	36	22007
chr8	6	37	16655
