chr1	398662	0.879633021045246	0.0851694107774463	0.431503233341099
chr2	415390	0.863857087895519	0.0887431496928311	0.418082723773167
chr3	340604	0.934554514125162	0.0727660072654061	0.411689198535504
chr4	317043	0.892166601475111	0.0677324788946875	0.399108224430771
chr5	304537	0.913170851649505	0.0650607202340107	0.410650219833135
chr6	294456	0.930189066670879	0.0629070340787026	0.410436869788252
chr7	263410	0.876551960520054	0.0562744241811036	0.420621260464093
chr8	251795	0.883395139476057	0.0537930171089973	0.412353720344852
chr9	195422	0.794278909269744	0.0417495938738834	0.425893893046124
chr10	234763	0.793539140692867	0.0501543321970632	0.424557373167018
chr11	232758	0.891714523241247	0.0497259877132429	0.429309906906172
chr12	227616	0.929204190106059	0.0486274603637147	0.421749727717505
chr13	163851	0.939571876666533	0.035004823949349	0.400926275082817
chr14	154931	0.922378534134275	0.0330991716821782	0.423832778709021
chr15	140997	0.878858332502244	0.0301223377482368	0.436790545333368
chr16	139562	0.802883343113228	0.0298157670079465	0.453042821555231
chr17	137140	0.855803852802237	0.0292983354170174	0.465541804124233
chr18	134798	0.850058332019549	0.0287979948778118	0.412840601353018
chr19	94044	0.845316530790181	0.0200913858535656	0.485502016728764
chr20	113029	0.925943523744767	0.0241473060656997	0.453935116370362
chr21	63001	0.822134645248007	0.0134594168704062	0.424570345146079
chr22	63003	0.865949200065974	0.0134598441466993	0.491769268945841
chrX	239697	0.848731313159926	0.0512084228121104	0.409517891603464
chrY	2971	0.176142763976996	0.000634718933381644	0.443096593330771
AllGC	389253919	919942971	0.423128314765938
