##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	337
chr1	6	8	417
chr1	6	9	492
chr1	6	10	530
chr1	6	11	587
chr1	6	12	650
chr1	6	13	738
chr1	6	14	757
chr1	6	15	927
chr1	6	16	1041
chr1	6	17	1092
chr1	6	18	1228
chr1	6	19	1432
chr1	6	20	1492
chr1	6	21	1699
chr1	6	22	1989
chr1	6	23	2292
chr1	6	24	3251
chr1	6	25	3290
chr1	6	26	5860
chr1	6	27	7513
chr1	6	28	11621
chr1	6	29	13285
chr1	6	30	17553
chr1	6	31	22516
chr1	6	32	33657
chr1	6	33	45282
chr1	6	34	38561
chr1	6	35	32112
chr1	6	36	21167
chr1	6	37	15083
chr1	6	38	10255
chr1	6	39	7196
chr1	6	40	5217
chr1	6	41	3520
chr1	6	42	2642
chr1	6	43	1740
chr1	6	44	1395
chr1	6	45	992
chr1	6	46	741
chr1	6	47	612
chr1	6	48	516
chr1	6	49	461
chr1	6	50	579
chr1	6	51	538
chr1	6	52	630
chr1	6	53	841
chr1	6	54	931
chr1	6	55	1133
chr1	6	56	1249
chr1	6	57	1226
chr1	6	58	1155
chr1	6	59	945
chr1	6	60	648
chr1	6	61	473
chr1	6	62	282
chr1	6	63	146
chr1	6	64	67
chr1	6	65	28
chr1	6	66	17
chr1	6	67	3
chr1	6	68	4
chr1	6	69	1
chr2	6	7	374
chr2	6	8	438
chr2	6	9	500
chr2	6	10	556
chr2	6	11	677
chr2	6	12	737
chr2	6	13	683
chr2	6	14	846
chr2	6	15	932
chr2	6	16	1028
chr2	6	17	1170
chr2	6	18	1326
chr2	6	19	1403
chr2	6	20	1641
chr2	6	21	1738
chr2	6	22	2076
chr2	6	23	2389
chr2	6	24	3367
chr2	6	25	3396
chr2	6	26	6175
chr2	6	27	7782
chr2	6	28	12264
chr2	6	29	14202
chr2	6	30	18678
chr2	6	31	23905
chr2	6	32	35267
chr2	6	33	48667
chr2	6	34	41418
chr2	6	35	34460
chr2	6	36	22862
chr2	6	37	16472
chr2	6	38	10967
chr2	6	39	7658
chr2	6	40	5603
chr2	6	41	3733
chr2	6	42	2935
chr2	6	43	1975
chr2	6	44	1476
chr2	6	45	964
chr2	6	46	805
chr2	6	47	598
chr2	6	48	534
chr2	6	49	512
chr2	6	50	492
chr2	6	51	549
chr2	6	52	662
chr2	6	53	777
chr2	6	54	926
chr2	6	55	1108
chr2	6	56	1239
chr2	6	57	1202
chr2	6	58	1109
chr2	6	59	865
chr2	6	60	599
chr2	6	61	444
chr2	6	62	300
chr2	6	63	127
chr2	6	64	78
chr2	6	65	20
chr2	6	66	13
chr2	6	67	5
chr2	6	68	4
chr2	6	70	1
chr3	6	7	306
chr3	6	8	350
chr3	6	9	401
chr3	6	10	422
chr3	6	11	551
chr3	6	12	560
chr3	6	13	568
chr3	6	14	629
chr3	6	15	754
chr3	6	16	788
chr3	6	17	946
chr3	6	18	1000
chr3	6	19	1194
chr3	6	20	1312
chr3	6	21	1435
chr3	6	22	1732
chr3	6	23	1906
chr3	6	24	2778
chr3	6	25	2779
chr3	6	26	5076
chr3	6	27	6505
chr3	6	28	10027
chr3	6	29	11804
chr3	6	30	15579
chr3	6	31	19596
chr3	6	32	29268
chr3	6	33	40148
chr3	6	34	33622
chr3	6	35	28412
chr3	6	36	18588
chr3	6	37	13200
chr3	6	38	9034
chr3	6	39	6179
chr3	6	40	4557
chr3	6	41	3084
chr3	6	42	2368
chr3	6	43	1567
chr3	6	44	1147
chr3	6	45	826
chr3	6	46	630
chr3	6	47	476
chr3	6	48	445
chr3	6	49	380
chr3	6	50	438
chr3	6	51	454
chr3	6	52	549
chr3	6	53	679
chr3	6	54	781
chr3	6	55	913
chr3	6	56	1082
chr3	6	57	965
chr3	6	58	844
chr3	6	59	756
chr3	6	60	502
chr3	6	61	356
chr3	6	62	211
chr3	6	63	117
chr3	6	64	62
chr3	6	65	29
chr3	6	66	10
chr3	6	67	4
chr3	6	68	2
chr4	6	7	261
chr4	6	8	308
chr4	6	9	391
chr4	6	10	439
chr4	6	11	495
chr4	6	12	528
chr4	6	13	591
chr4	6	14	625
chr4	6	15	716
chr4	6	16	720
chr4	6	17	810
chr4	6	18	940
chr4	6	19	1000
chr4	6	20	1230
chr4	6	21	1345
chr4	6	22	1604
chr4	6	23	1774
chr4	6	24	2689
chr4	6	25	2559
chr4	6	26	4626
chr4	6	27	5824
chr4	6	28	9253
chr4	6	29	10544
chr4	6	30	13711
chr4	6	31	17823
chr4	6	32	26601
chr4	6	33	36936
chr4	6	34	30988
chr4	6	35	26317
chr4	6	36	17348
chr4	6	37	12091
chr4	6	38	8219
chr4	6	39	5797
chr4	6	40	4302
chr4	6	41	2891
chr4	6	42	2116
chr4	6	43	1446
chr4	6	44	1071
chr4	6	45	730
chr4	6	46	557
chr4	6	47	455
chr4	6	48	398
chr4	6	49	353
chr4	6	50	351
chr4	6	51	386
chr4	6	52	467
chr4	6	53	526
chr4	6	54	696
chr4	6	55	735
chr4	6	56	844
chr4	6	57	821
chr4	6	58	782
chr4	6	59	609
chr4	6	60	461
chr4	6	61	319
chr4	6	62	193
chr4	6	63	94
chr4	6	64	47
chr4	6	65	22
chr4	6	66	10
chr4	6	67	4
chr4	6	71	1
chr5	6	7	244
chr5	6	8	284
chr5	6	9	372
chr5	6	10	412
chr5	6	11	447
chr5	6	12	525
chr5	6	13	568
chr5	6	14	651
chr5	6	15	685
chr5	6	16	728
chr5	6	17	843
chr5	6	18	906
chr5	6	19	970
chr5	6	20	1173
chr5	6	21	1254
chr5	6	22	1535
chr5	6	23	1658
chr5	6	24	2431
chr5	6	25	2504
chr5	6	26	4397
chr5	6	27	5639
chr5	6	28	8942
chr5	6	29	10457
chr5	6	30	13549
chr5	6	31	17181
chr5	6	32	26145
chr5	6	33	35926
chr5	6	34	30638
chr5	6	35	25419
chr5	6	36	17055
chr5	6	37	11887
chr5	6	38	8171
chr5	6	39	5521
chr5	6	40	4161
chr5	6	41	2854
chr5	6	42	2005
chr5	6	43	1446
chr5	6	44	1084
chr5	6	45	730
chr5	6	46	558
chr5	6	47	423
chr5	6	48	356
chr5	6	49	372
chr5	6	50	364
chr5	6	51	454
chr5	6	52	479
chr5	6	53	575
chr5	6	54	667
chr5	6	55	744
chr5	6	56	920
chr5	6	57	901
chr5	6	58	775
chr5	6	59	658
chr5	6	60	466
chr5	6	61	316
chr5	6	62	203
chr5	6	63	107
chr5	6	64	56
chr5	6	65	26
chr5	6	66	7
chr5	6	67	2
chr5	6	68	1
chr5	6	69	1
chr6	6	7	251
chr6	6	8	305
chr6	6	9	369
chr6	6	10	373
chr6	6	11	421
chr6	6	12	480
chr6	6	13	526
chr6	6	14	588
chr6	6	15	683
chr6	6	16	675
chr6	6	17	746
chr6	6	18	846
chr6	6	19	1018
chr6	6	20	1133
chr6	6	21	1229
chr6	6	22	1481
chr6	6	23	1589
chr6	6	24	2365
chr6	6	25	2388
chr6	6	26	4452
chr6	6	27	5390
chr6	6	28	8531
chr6	6	29	9976
chr6	6	30	13105
chr6	6	31	16734
chr6	6	32	24643
chr6	6	33	33844
chr6	6	34	28710
chr6	6	35	23876
chr6	6	36	15636
chr6	6	37	11247
chr6	6	38	7650
chr6	6	39	5248
chr6	6	40	3962
chr6	6	41	2652
chr6	6	42	1963
chr6	6	43	1326
chr6	6	44	994
chr6	6	45	696
chr6	6	46	523
chr6	6	47	413
chr6	6	48	393
chr6	6	49	363
chr6	6	50	369
chr6	6	51	375
chr6	6	52	412
chr6	6	53	547
chr6	6	54	655
chr6	6	55	794
chr6	6	56	823
chr6	6	57	793
chr6	6	58	781
chr6	6	59	626
chr6	6	60	476
chr6	6	61	322
chr6	6	62	194
chr6	6	63	110
chr6	6	64	67
chr6	6	65	28
chr6	6	66	12
chr6	6	67	4
chr7	6	7	217
chr7	6	8	243
chr7	6	9	313
chr7	6	10	331
chr7	6	11	440
chr7	6	12	446
chr7	6	13	443
chr7	6	14	537
chr7	6	15	593
chr7	6	16	627
chr7	6	17	675
chr7	6	18	771
chr7	6	19	930
chr7	6	20	1002
chr7	6	21	1093
chr7	6	22	1264
chr7	6	23	1457
chr7	6	24	2076
chr7	6	25	2114
chr7	6	26	3832
chr7	6	27	4751
chr7	6	28	7472
chr7	6	29	8720
chr7	6	30	11343
chr7	6	31	14488
chr7	6	32	21794
chr7	6	33	29543
chr7	6	34	25601
chr7	6	35	21169
chr7	6	36	13808
chr7	6	37	9879
chr7	6	38	6774
chr7	6	39	4636
chr7	6	40	3345
chr7	6	41	2346
chr7	6	42	1699
chr7	6	43	1173
chr7	6	44	834
chr7	6	45	579
chr7	6	46	545
chr7	6	47	367
chr7	6	48	321
chr7	6	49	287
chr7	6	50	313
chr7	6	51	295
chr7	6	52	425
chr7	6	53	449
chr7	6	54	533
chr7	6	55	671
chr7	6	56	697
chr7	6	57	726
chr7	6	58	630
chr7	6	59	558
chr7	6	60	379
chr7	6	61	265
chr7	6	62	179
chr7	6	63	95
chr7	6	64	44
chr7	6	65	25
chr7	6	66	5
chr7	6	67	4
chr7	6	69	1
chr8	6	7	208
chr8	6	8	263
chr8	6	9	302
chr8	6	10	348
chr8	6	11	398
chr8	6	12	378
chr8	6	13	467
chr8	6	14	528
chr8	6	15	541
chr8	6	16	620
chr8	6	17	692
chr8	6	18	806
chr8	6	19	893
chr8	6	20	979
chr8	6	21	1036
chr8	6	22	1282
chr8	6	23	1406
chr8	6	24	2030
chr8	6	25	2111
chr8	6	26	3566
chr8	6	27	4682
chr8	6	28	7356
chr8	6	29	8577
chr8	6	30	11205
