##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	149
chr1	6	8	159
chr1	6	9	240
chr1	6	10	230
chr1	6	11	250
chr1	6	12	339
chr1	6	13	360
chr1	6	14	357
chr1	6	15	444
chr1	6	16	538
chr1	6	17	631
chr1	6	18	860
chr1	6	19	1065
chr1	6	20	1640
chr1	6	21	2199
chr1	6	22	3769
chr1	6	23	5573
chr1	6	24	11526
chr1	6	25	13419
chr1	6	26	31148
chr1	6	27	33968
chr1	6	28	32627
chr1	6	29	13222
chr1	6	30	4986
chr1	6	31	3757
chr1	6	32	4843
chr1	6	33	5340
chr1	6	34	3477
chr1	6	35	1937
chr1	6	36	794
chr1	6	37	296
chr1	6	38	132
chr1	6	39	37
chr1	6	40	20
chr1	6	41	5
chr1	6	42	3
chr1	6	43	4
chr1	6	44	2
chr1	6	47	1
chr1	6	51	1
chr1	6	55	1
chr1	6	59	1
chr2	6	7	158
chr2	6	8	219
chr2	6	9	245
chr2	6	10	263
chr2	6	11	278
chr2	6	12	319
chr2	6	13	373
chr2	6	14	384
chr2	6	15	450
chr2	6	16	502
chr2	6	17	605
chr2	6	18	899
chr2	6	19	1024
chr2	6	20	1640
chr2	6	21	2246
chr2	6	22	3965
chr2	6	23	5454
chr2	6	24	11845
chr2	6	25	13598
chr2	6	26	31670
chr2	6	27	34906
chr2	6	28	33295
chr2	6	29	13327
chr2	6	30	5027
chr2	6	31	3758
chr2	6	32	4921
chr2	6	33	5405
chr2	6	34	3617
chr2	6	35	1908
chr2	6	36	922
chr2	6	37	331
chr2	6	38	129
chr2	6	39	51
chr2	6	40	27
chr2	6	41	6
chr2	6	43	2
chr2	6	45	1
chr2	6	46	1
chr2	6	47	1
chr2	6	51	2
chr2	6	52	1
chr2	6	56	2
chr2	6	64	1
chr3	6	7	148
chr3	6	8	188
chr3	6	9	171
chr3	6	10	206
chr3	6	11	202
chr3	6	12	229
chr3	6	13	276
chr3	6	14	326
chr3	6	15	365
chr3	6	16	445
chr3	6	17	504
chr3	6	18	747
chr3	6	19	805
chr3	6	20	1308
chr3	6	21	1833
chr3	6	22	3044
chr3	6	23	4384
chr3	6	24	9670
chr3	6	25	11143
chr3	6	26	26016
chr3	6	27	28397
chr3	6	28	26973
chr3	6	29	10853
chr3	6	30	3995
chr3	6	31	3110
chr3	6	32	3954
chr3	6	33	4414
chr3	6	34	2885
chr3	6	35	1651
chr3	6	36	593
chr3	6	37	265
chr3	6	38	113
chr3	6	39	37
chr3	6	40	11
chr3	6	41	3
chr3	6	42	3
chr3	6	43	3
chr3	6	44	1
chr3	6	45	1
chr3	6	50	1
chr3	6	56	1
chr3	6	59	1
chr3	6	64	1
chr4	6	7	108
chr4	6	8	128
chr4	6	9	149
chr4	6	10	179
chr4	6	11	182
chr4	6	12	221
chr4	6	13	242
chr4	6	14	282
chr4	6	15	300
chr4	6	16	386
chr4	6	17	457
chr4	6	18	596
chr4	6	19	688
chr4	6	20	1159
chr4	6	21	1617
chr4	6	22	2754
chr4	6	23	3987
chr4	6	24	8476
chr4	6	25	9684
chr4	6	26	23117
chr4	6	27	24865
chr4	6	28	23917
chr4	6	29	9495
chr4	6	30	3542
chr4	6	31	2680
chr4	6	32	3500
chr4	6	33	4029
chr4	6	34	2579
chr4	6	35	1487
chr4	6	36	609
chr4	6	37	272
chr4	6	38	94
chr4	6	39	43
chr4	6	40	8
chr4	6	41	1
chr4	6	44	1
chr4	6	49	1
chr4	6	58	1
chr5	6	7	120
chr5	6	8	125
chr5	6	9	165
chr5	6	10	161
chr5	6	11	205
chr5	6	12	237
chr5	6	13	256
chr5	6	14	285
chr5	6	15	307
chr5	6	16	385
chr5	6	17	415
chr5	6	18	604
chr5	6	19	713
chr5	6	20	1152
chr5	6	21	1567
chr5	6	22	2673
chr5	6	23	3906
chr5	6	24	8604
chr5	6	25	9770
chr5	6	26	22848
chr5	6	27	25106
chr5	6	28	23851
chr5	6	29	9643
chr5	6	30	3531
chr5	6	31	2735
chr5	6	32	3460
chr5	6	33	4022
chr5	6	34	2625
chr5	6	35	1469
chr5	6	36	600
chr5	6	37	225
chr5	6	38	90
chr5	6	39	39
chr5	6	40	17
chr5	6	41	3
chr5	6	42	2
chr5	6	43	2
chr5	6	46	1
chr5	6	53	1
chr5	6	58	1
chr6	6	7	110
chr6	6	8	141
chr6	6	9	183
chr6	6	10	183
chr6	6	11	200
chr6	6	12	225
chr6	6	13	234
chr6	6	14	266
chr6	6	15	309
chr6	6	16	379
chr6	6	17	408
chr6	6	18	644
chr6	6	19	725
chr6	6	20	1100
chr6	6	21	1564
chr6	6	22	2610
chr6	6	23	3735
chr6	6	24	8257
chr6	6	25	9368
chr6	6	26	21960
chr6	6	27	24025
chr6	6	28	23027
chr6	6	29	9197
chr6	6	30	3511
chr6	6	31	2613
chr6	6	32	3408
chr6	6	33	3751
chr6	6	34	2466
chr6	6	35	1391
chr6	6	36	555
chr6	6	37	207
chr6	6	38	92
chr6	6	39	27
chr6	6	40	10
chr6	6	41	7
chr6	6	44	1
chr6	6	47	1
chr7	6	7	103
chr7	6	8	112
chr7	6	9	158
chr7	6	10	146
chr7	6	11	180
chr7	6	12	213
chr7	6	13	225
chr7	6	14	223
chr7	6	15	279
chr7	6	16	360
chr7	6	17	408
chr7	6	18	540
chr7	6	19	654
chr7	6	20	1050
chr7	6	21	1391
chr7	6	22	2353
chr7	6	23	3512
chr7	6	24	7362
chr7	6	25	8465
chr7	6	26	19561
chr7	6	27	21587
chr7	6	28	20466
chr7	6	29	8296
chr7	6	30	3083
chr7	6	31	2323
