35	0.000974245853118302
40	0.00121277035484907
45	0.00139020138747168
50	0.00155560870542939
55	0.00182987938589365
60	0.00205053079825767
65	0.00227053228009926
70	0.00251133153865852
75	0.00280737489162409
80	0.00305499842066883
85	0.00360158999003007
90	0.00449849411097954
95	0.0056680440860872
100	0.00757883982202303
105	0.0106595104983277
110	0.0141080418503262
115	0.0194572950151629
120	0.0238914460044221
125	0.0301051067640869
130	0.0344001726215468
135	0.0405663884530744
140	0.0431072918305033
145	0.0471560340199633
150	0.0481419786224853
155	0.0496267449009701
160	0.0496153711168276
165	0.0486109034944164
170	0.0476083856635726
175	0.0451373498173045
180	0.044019794283991
185	0.0400113477869216
190	0.0383744977661888
195	0.0345005868872617
200	0.0327214020821174
205	0.0288887617913645
210	0.0265444623969698
215	0.0234514430407389
220	0.0210463751424973
225	0.0185077465218968
230	0.0162992826066893
235	0.0143868620444474
240	0.0122021205933086
245	0.0107401018831087
250	0.00900121277035485
255	0.00793077719991733
260	0.00648273199594963
265	0.00569274144593943
270	0.00454398924754944
275	0.00378097081421996
280	0.00277942787915972
285	0.00200243593959806
290	0.00127418878921843
295	0.00078966558474899
300	0.000438053172115901
305	0.000216101898707028
310	0.000106588605678053
315	4.25704492189785e-05
320	1.52733672770381e-05
325	9.09902731398014e-06
330	1.94979156728146e-06
335	6.49930522427153e-07
345	3.24965261213576e-07
[125-140]	0.105071667838708
[135-150]	0.130829714303541
[130-140]	0.0749665610746211
PFetal	0.18042271751983
