35	0.000885045540785214
40	0.00111893001900133
45	0.00121705670436287
50	0.00136329404613955
55	0.00154097003468254
60	0.00169197080778745
65	0.00186821776693197
70	0.00203160346149028
75	0.00225643742018275
80	0.00265323124982435
85	0.00308765618695896
90	0.00413084764784143
95	0.00510068226626914
100	0.00809211714039785
105	0.0113279160416648
110	0.0198930419129559
115	0.0281656931006937
120	0.063021625501887
125	0.0697085304004569
130	0.170040684466974
135	0.185503258901543
140	0.181541036722721
145	0.0733797069251241
150	0.0289597571031097
155	0.0217593543073566
160	0.0283119304424704
165	0.0322393795725964
170	0.0223914616446128
175	0.0138358626359781
180	0.006218183255872
185	0.00309289596142002
190	0.00156859793638628
195	0.000817881159057164
200	0.000419181956884278
205	0.000247698429067982
210	0.000159098606362896
215	0.000105271832353892
220	5.23977446105347e-05
225	3.52493918289052e-05
230	2.42934997739752e-05
235	2.04827547113908e-05
240	1.52429802503374e-05
245	8.57417639081477e-06
250	9.05051952363781e-06
255	1.00032057892839e-05
260	6.19246072669956e-06
265	1.04795489221069e-05
270	6.6688038595226e-06
275	8.09783325799173e-06
280	9.52686265646086e-06
285	1.28612645862222e-05
290	8.09783325799173e-06
295	5.23977446105347e-06
300	5.23977446105347e-06
305	3.81074506258434e-06
310	1.90537253129217e-06
320	4.76343132823043e-07
[125-140]	0.425252473768975
[135-150]	0.440424002549388
[130-140]	0.355543943368518
PFetal	0.980006909357142
