##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	173
chr1	6	8	169
chr1	6	9	223
chr1	6	10	234
chr1	6	11	280
chr1	6	12	308
chr1	6	13	308
chr1	6	14	350
chr1	6	15	417
chr1	6	16	476
chr1	6	17	501
chr1	6	18	764
chr1	6	19	840
chr1	6	20	1301
chr1	6	21	1907
chr1	6	22	2999
chr1	6	23	4500
chr1	6	24	9754
chr1	6	25	11556
chr1	6	26	28786
chr1	6	27	33997
chr1	6	28	33232
chr1	6	29	13585
chr1	6	30	5108
chr1	6	31	3841
chr1	6	32	4955
chr1	6	33	5312
chr1	6	34	3411
chr1	6	35	1840
chr1	6	36	646
chr1	6	37	254
chr1	6	38	115
chr1	6	39	52
chr1	6	40	6
chr1	6	41	6
chr1	6	43	3
chr1	6	45	1
chr1	6	46	1
chr1	6	51	1
chr2	6	7	151
chr2	6	8	184
chr2	6	9	220
chr2	6	10	231
chr2	6	11	288
chr2	6	12	300
chr2	6	13	330
chr2	6	14	367
chr2	6	15	446
chr2	6	16	501
chr2	6	17	570
chr2	6	18	720
chr2	6	19	884
chr2	6	20	1410
chr2	6	21	1903
chr2	6	22	3176
chr2	6	23	4586
chr2	6	24	9856
chr2	6	25	11848
chr2	6	26	29702
chr2	6	27	35572
chr2	6	28	34135
chr2	6	29	14102
chr2	6	30	5184
chr2	6	31	3995
chr2	6	32	5290
chr2	6	33	5783
chr2	6	34	3493
chr2	6	35	1896
chr2	6	36	741
chr2	6	37	285
chr2	6	38	134
chr2	6	39	47
chr2	6	40	19
chr2	6	41	2
chr2	6	43	2
chr3	6	7	148
chr3	6	8	145
chr3	6	9	193
chr3	6	10	231
chr3	6	11	202
chr3	6	12	268
chr3	6	13	254
chr3	6	14	319
chr3	6	15	332
chr3	6	16	397
chr3	6	17	438
chr3	6	18	632
chr3	6	19	715
chr3	6	20	1128
chr3	6	21	1599
chr3	6	22	2626
chr3	6	23	3767
chr3	6	24	8378
chr3	6	25	9704
chr3	6	26	24549
chr3	6	27	28975
chr3	6	28	28352
chr3	6	29	11416
chr3	6	30	4331
chr3	6	31	3243
chr3	6	32	4151
chr3	6	33	4658
chr3	6	34	2871
chr3	6	35	1646
chr3	6	36	564
chr3	6	37	222
chr3	6	38	88
chr3	6	39	52
chr3	6	40	12
chr3	6	41	2
chr3	6	42	2
chr3	6	43	3
chr3	6	45	1
chr3	6	57	1
chr4	6	7	123
chr4	6	8	141
chr4	6	9	180
chr4	6	10	153
chr4	6	11	189
chr4	6	12	206
chr4	6	13	224
chr4	6	14	243
chr4	6	15	310
chr4	6	16	319
chr4	6	17	407
chr4	6	18	555
chr4	6	19	651
chr4	6	20	1033
chr4	6	21	1405
chr4	6	22	2388
chr4	6	23	3336
chr4	6	24	7227
chr4	6	25	8482
chr4	6	26	22312
chr4	6	27	25985
chr4	6	28	24908
chr4	6	29	10322
chr4	6	30	3892
chr4	6	31	2988
chr4	6	32	3703
chr4	6	33	4292
chr4	6	34	2626
chr4	6	35	1428
chr4	6	36	508
chr4	6	37	217
chr4	6	38	82
chr4	6	39	19
chr4	6	40	16
chr4	6	41	5
chr4	6	42	4
chr4	6	43	1
chr4	6	44	1
chr4	6	47	1
chr5	6	7	117
chr5	6	8	137
chr5	6	9	151
