##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	313
chr1	6	8	397
chr1	6	9	435
chr1	6	10	510
chr1	6	11	560
chr1	6	12	626
chr1	6	13	716
chr1	6	14	761
chr1	6	15	889
chr1	6	16	921
chr1	6	17	1089
chr1	6	18	1211
chr1	6	19	1345
chr1	6	20	1631
chr1	6	21	1806
chr1	6	22	2235
chr1	6	23	2531
chr1	6	24	3938
chr1	6	25	3680
chr1	6	26	6533
chr1	6	27	7888
chr1	6	28	12426
chr1	6	29	13860
chr1	6	30	17520
chr1	6	31	21450
chr1	6	32	30766
chr1	6	33	40518
chr1	6	34	34495
chr1	6	35	30010
chr1	6	36	20450
chr1	6	37	15330
chr1	6	38	10944
chr1	6	39	7438
chr1	6	40	5718
chr1	6	41	3854
chr1	6	42	2840
chr1	6	43	2008
chr1	6	44	1454
chr1	6	45	1030
chr1	6	46	797
chr1	6	47	647
chr1	6	48	534
chr1	6	49	476
chr1	6	50	468
chr1	6	51	517
chr1	6	52	580
chr1	6	53	725
chr1	6	54	858
chr1	6	55	1034
chr1	6	56	1043
chr1	6	57	1088
chr1	6	58	987
chr1	6	59	860
chr1	6	60	603
chr1	6	61	372
chr1	6	62	234
chr1	6	63	134
chr1	6	64	68
chr1	6	65	33
chr1	6	66	11
chr1	6	67	6
chr1	6	68	3
chr2	6	7	362
chr2	6	8	394
chr2	6	9	457
chr2	6	10	519
chr2	6	11	606
chr2	6	12	717
chr2	6	13	715
chr2	6	14	808
chr2	6	15	871
chr2	6	16	1018
chr2	6	17	1125
chr2	6	18	1296
chr2	6	19	1331
chr2	6	20	1717
chr2	6	21	1901
chr2	6	22	2300
chr2	6	23	2584
chr2	6	24	4039
chr2	6	25	3729
chr2	6	26	6969
chr2	6	27	8316
chr2	6	28	12834
chr2	6	29	14804
chr2	6	30	18252
chr2	6	31	22515
chr2	6	32	32859
chr2	6	33	43257
chr2	6	34	37197
chr2	6	35	31941
chr2	6	36	22235
chr2	6	37	16461
chr2	6	38	11587
chr2	6	39	8335
chr2	6	40	6217
chr2	6	41	4277
chr2	6	42	3197
chr2	6	43	2235
chr2	6	44	1537
chr2	6	45	1150
chr2	6	46	842
chr2	6	47	668
chr2	6	48	566
chr2	6	49	493
chr2	6	50	474
chr2	6	51	531
chr2	6	52	644
chr2	6	53	707
chr2	6	54	855
chr2	6	55	964
chr2	6	56	1043
chr2	6	57	1152
chr2	6	58	992
chr2	6	59	849
chr2	6	60	643
chr2	6	61	406
chr2	6	62	253
chr2	6	63	131
chr2	6	64	80
chr2	6	65	29
chr2	6	66	11
chr2	6	67	7
chr3	6	7	280
chr3	6	8	326
chr3	6	9	376
chr3	6	10	411
chr3	6	11	466
chr3	6	12	542
chr3	6	13	574
chr3	6	14	626
chr3	6	15	735
chr3	6	16	752
chr3	6	17	897
chr3	6	18	1083
chr3	6	19	1121
chr3	6	20	1411
chr3	6	21	1554
chr3	6	22	1948
chr3	6	23	2082
chr3	6	24	3284
chr3	6	25	3061
chr3	6	26	5645
chr3	6	27	6656
chr3	6	28	10732
chr3	6	29	11933
chr3	6	30	15110
chr3	6	31	18627
chr3	6	32	27072
chr3	6	33	35567
chr3	6	34	30674
chr3	6	35	26192
chr3	6	36	18253
chr3	6	37	13393
chr3	6	38	9652
chr3	6	39	6841
chr3	6	40	4973
chr3	6	41	3603
chr3	6	42	2617
chr3	6	43	1749
chr3	6	44	1349
chr3	6	45	917
chr3	6	46	666
chr3	6	47	554
chr3	6	48	446
chr3	6	49	420
chr3	6	50	392
chr3	6	51	414
chr3	6	52	558
chr3	6	53	555
chr3	6	54	704
chr3	6	55	819
chr3	6	56	881
chr3	6	57	876
chr3	6	58	799
chr3	6	59	661
chr3	6	60	483
chr3	6	61	333
chr3	6	62	219
chr3	6	63	100
chr3	6	64	61
chr3	6	65	23
chr3	6	66	5
chr3	6	67	8
chr3	6	69	1
chr4	6	7	264
chr4	6	8	276
chr4	6	9	364
chr4	6	10	417
chr4	6	11	449
chr4	6	12	501
chr4	6	13	528
chr4	6	14	583
chr4	6	15	636
chr4	6	16	753
chr4	6	17	810
chr4	6	18	951
chr4	6	19	1081
chr4	6	20	1245
chr4	6	21	1473
chr4	6	22	1755
chr4	6	23	1930
chr4	6	24	2931
chr4	6	25	2792
chr4	6	26	5222
chr4	6	27	6015
chr4	6	28	9854
chr4	6	29	10847
chr4	6	30	13685
chr4	6	31	16847
chr4	6	32	24531
chr4	6	33	32551
chr4	6	34	27937
chr4	6	35	24249
chr4	6	36	16821
chr4	6	37	12505
chr4	6	38	8952
chr4	6	39	6276
chr4	6	40	4575
chr4	6	41	3171
chr4	6	42	2367
chr4	6	43	1718
chr4	6	44	1235
chr4	6	45	821
chr4	6	46	664
chr4	6	47	504
chr4	6	48	377
chr4	6	49	329
chr4	6	50	313
chr4	6	51	361
chr4	6	52	401
chr4	6	53	509
chr4	6	54	592
chr4	6	55	708
chr4	6	56	765
chr4	6	57	726
chr4	6	58	709
chr4	6	59	551
chr4	6	60	385
chr4	6	61	299
