##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	27
chr1	6	8	30
chr1	6	9	33
chr1	6	10	48
chr1	6	11	43
chr1	6	12	35
chr1	6	13	64
chr1	6	14	87
chr1	6	15	62
chr1	6	16	59
chr1	6	17	118
chr1	6	18	152
chr1	6	19	178
chr1	6	20	334
chr1	6	21	480
chr1	6	22	1155
chr1	6	23	1474
chr1	6	24	2642
chr1	6	25	1187
chr1	6	26	986
chr1	6	27	792
chr1	6	28	1222
chr1	6	29	1308
chr1	6	30	1413
chr1	6	31	1649
chr1	6	32	2107
chr1	6	33	2706
chr1	6	34	2391
chr1	6	35	2058
chr1	6	36	1374
chr1	6	37	993
chr1	6	38	720
chr1	6	39	491
chr1	6	40	360
chr1	6	41	208
chr1	6	42	162
chr1	6	43	77
chr1	6	44	43
chr1	6	45	34
chr1	6	46	37
chr1	6	47	20
chr1	6	48	18
chr1	6	49	19
chr1	6	50	9
chr1	6	51	15
chr1	6	52	11
chr1	6	53	13
chr1	6	54	14
chr1	6	55	14
chr1	6	56	19
chr1	6	57	16
chr1	6	58	13
chr1	6	59	13
chr1	6	60	14
chr1	6	61	2
chr1	6	62	2
chr1	6	63	1
chr1	6	64	1
chr1	6	66	1
chr2	6	7	29
chr2	6	8	36
chr2	6	9	40
chr2	6	10	36
chr2	6	11	61
chr2	6	12	52
chr2	6	13	69
chr2	6	14	64
chr2	6	15	78
chr2	6	16	71
chr2	6	17	101
chr2	6	18	152
chr2	6	19	169
chr2	6	20	332
chr2	6	21	519
chr2	6	22	1205
chr2	6	23	1625
chr2	6	24	2628
chr2	6	25	1157
chr2	6	26	1012
chr2	6	27	835
chr2	6	28	1280
chr2	6	29	1311
chr2	6	30	1426
chr2	6	31	1578
chr2	6	32	2170
chr2	6	33	2826
chr2	6	34	2483
chr2	6	35	2153
chr2	6	36	1530
chr2	6	37	1090
chr2	6	38	795
chr2	6	39	479
chr2	6	40	353
chr2	6	41	243
chr2	6	42	146
chr2	6	43	95
chr2	6	44	74
chr2	6	45	39
chr2	6	46	20
chr2	6	47	10
chr2	6	48	12
chr2	6	49	15
chr2	6	50	13
chr2	6	51	12
chr2	6	52	14
chr2	6	53	14
chr2	6	54	12
chr2	6	55	16
chr2	6	56	17
chr2	6	57	23
chr2	6	58	16
chr2	6	59	15
chr2	6	60	9
chr2	6	61	6
chr2	6	62	7
chr2	6	63	3
chr2	6	64	1
chr2	6	65	2
chr3	6	7	19
chr3	6	8	26
chr3	6	9	32
chr3	6	10	38
chr3	6	11	30
chr3	6	12	29
chr3	6	13	40
chr3	6	14	50
chr3	6	15	56
chr3	6	16	76
chr3	6	17	75
chr3	6	18	121
chr3	6	19	154
chr3	6	20	273
chr3	6	21	445
chr3	6	22	959
chr3	6	23	1365
chr3	6	24	2133
chr3	6	25	990
chr3	6	26	831
chr3	6	27	733
chr3	6	28	1008
chr3	6	29	1060
chr3	6	30	1284
chr3	6	31	1355
chr3	6	32	1778
chr3	6	33	2248
chr3	6	34	1936
chr3	6	35	1725
chr3	6	36	1201
chr3	6	37	927
chr3	6	38	593
chr3	6	39	396
chr3	6	40	272
chr3	6	41	174
chr3	6	42	117
chr3	6	43	72
chr3	6	44	55
chr3	6	45	36
chr3	6	46	25
chr3	6	47	20
chr3	6	48	14
chr3	6	49	3
chr3	6	50	9
chr3	6	51	9
chr3	6	52	14
chr3	6	53	17
chr3	6	54	8
chr3	6	55	16
chr3	6	56	15
chr3	6	57	14
chr3	6	58	7
chr3	6	59	6
chr3	6	60	14
chr3	6	61	3
chr3	6	62	4
chr3	6	63	3
chr3	6	64	1
chr4	6	7	19
chr4	6	8	24
chr4	6	9	26
chr4	6	10	39
chr4	6	11	23
chr4	6	12	40
chr4	6	13	42
chr4	6	14	51
chr4	6	15	42
chr4	6	16	60
chr4	6	17	73
chr4	6	18	121
chr4	6	19	122
chr4	6	20	230
chr4	6	21	430
chr4	6	22	894
chr4	6	23	1193
chr4	6	24	1942
chr4	6	25	848
chr4	6	26	735
chr4	6	27	623
chr4	6	28	877
chr4	6	29	934
chr4	6	30	1099
chr4	6	31	1198
chr4	6	32	1615
chr4	6	33	2084
chr4	6	34	1841
chr4	6	35	1535
chr4	6	36	1096
chr4	6	37	826
chr4	6	38	560
chr4	6	39	380
chr4	6	40	282
chr4	6	41	167
chr4	6	42	129
chr4	6	43	80
chr4	6	44	40
chr4	6	45	26
chr4	6	46	26
chr4	6	47	13
chr4	6	48	13
chr4	6	49	13
chr4	6	50	10
chr4	6	51	3
chr4	6	52	11
chr4	6	53	13
chr4	6	54	12
chr4	6	55	10
chr4	6	56	13
chr4	6	57	15
chr4	6	58	10
chr4	6	59	4
chr4	6	60	5
chr4	6	61	6
chr4	6	62	3
chr4	6	63	2
chr5	6	7	17
chr5	6	8	21
chr5	6	9	31
chr5	6	10	37
chr5	6	11	29
chr5	6	12	42
chr5	6	13	36
chr5	6	14	69
chr5	6	15	57
chr5	6	16	64
chr5	6	17	83
chr5	6	18	92
chr5	6	19	119
chr5	6	20	247
chr5	6	21	411
chr5	6	22	906
chr5	6	23	1189
chr5	6	24	1951
chr5	6	25	848
chr5	6	26	760
chr5	6	27	641
chr5	6	28	916
chr5	6	29	946
chr5	6	30	1156
chr5	6	31	1143
chr5	6	32	1680
chr5	6	33	2068
chr5	6	34	1804
chr5	6	35	1496
chr5	6	36	1137
chr5	6	37	749
chr5	6	38	541
chr5	6	39	379
chr5	6	40	281
chr5	6	41	192
chr5	6	42	126
chr5	6	43	67
chr5	6	44	61
chr5	6	45	37
chr5	6	46	25
chr5	6	47	15
chr5	6	48	7
chr5	6	49	11
chr5	6	50	8
chr5	6	51	5
chr5	6	52	9
chr5	6	53	16
chr5	6	54	12
chr5	6	55	5
chr5	6	56	17
chr5	6	57	17
chr5	6	58	9
chr5	6	59	10
chr5	6	60	3
chr5	6	61	5
chr5	6	62	3
chr5	6	63	1
chr5	6	64	2
chr6	6	7	16
chr6	6	8	24
chr6	6	9	18
chr6	6	10	30
chr6	6	11	37
chr6	6	12	33
chr6	6	13	41
chr6	6	14	34
chr6	6	15	48
chr6	6	16	70
chr6	6	17	59
chr6	6	18	114
chr6	6	19	117
chr6	6	20	232
chr6	6	21	370
chr6	6	22	814
chr6	6	23	1148
chr6	6	24	1880
chr6	6	25	860
chr6	6	26	730
chr6	6	27	556
chr6	6	28	898
chr6	6	29	915
chr6	6	30	1059
chr6	6	31	1124
chr6	6	32	1499
chr6	6	33	1999
chr6	6	34	1675
chr6	6	35	1480
chr6	6	36	1020
chr6	6	37	772
chr6	6	38	510
chr6	6	39	361
chr6	6	40	251
chr6	6	41	154
chr6	6	42	112
chr6	6	43	78
chr6	6	44	47
chr6	6	45	27
chr6	6	46	28
chr6	6	47	9
chr6	6	48	12
chr6	6	49	21
chr6	6	50	10
chr6	6	51	7
