chr1	1	153	153	95	2002.78067104524
chr1	154	239	86	78	2026.18144213534
chr1	240	315	76	76	2012.64049915567
chr1	316	401	86	85	2013.82943931174
chr1	402	505	104	104	2008.96802078101
chr1	506	597	92	92	2003.61548085608
chr1	598	732	135	88	2025.28730467112
chr1	733	820	88	88	2016.7791031984
chr1	821	925	105	86	2024.74184463788
chr1	926	1005	80	80	2021.20899225886
chr1	1006	1100	95	92	2025.15001900319
chr1	1101	1186	86	84	2002.24096664584
chr1	1187	1289	103	97	2011.68267007961
chr1	1290	1395	106	106	2020.97329696857
chr1	1396	1510	115	106	2014.41245934019
chr1	1511	1592	82	82	2005.23562752995
chr1	1593	1693	101	101	2014.14404922417
chr1	1694	1766	73	73	2021.93494305197
chr1	1767	1866	100	99	2033.58314576788
chr1	1867	1947	81	80	2006.16427890391
chr1	1948	2047	100	100	2013.93802617718
chr1	2048	2130	83	83	2007.90429382164
chr1	2131	2222	92	92	2011.56053773453
chr1	2223	2324	102	102	2011.5261269838
chr1	2325	2421	97	87	2014.5857884236
chr1	2422	2504	83	83	2004.36985427992
chr1	2505	2598	94	94	2002.25582345754
chr1	2599	2695	97	97	2009.41087763533
chr1	2696	2780	85	85	2019.93451957217
chr1	2781	2861	81	81	2002.33533252647
chr1	2862	2935	74	74	2019.71367477619
chr1	2936	3016	81	81	2005.56244554163
chr1	3017	3097	81	81	2004.69451288606
chr1	3098	3188	91	91	2013.94965689162
chr1	3189	3271	83	83	2022.57783900145
chr1	3272	3360	89	89	2022.4321149255
chr1	3361	3449	89	89	2001.1859568243
chr1	3450	3538	89	89	2003.92599890368
chr1	3539	3626	88	88	2019.35686897952
chr1	3627	3719	93	90	2014.66163778295
chr1	3720	3810	91	90	2002.20730509921
chr1	3811	3894	84	84	2001.29083245431
chr1	3895	3987	93	93	2006.92019954183
chr1	3988	4080	93	93	2012.17142290785
chr1	4081	4165	85	85	2017.70217251752
chr1	4166	4266	101	83	2005.31119100243
chr1	4267	4355	89	88	2000.54782922244
chr1	4356	4440	85	85	2026.32493787429
chr1	4441	4537	97	95	2025.17183826564
chr1	4538	4625	88	88	2012.96069086316
chr1	4626	4724	99	99	2007.81455956659
chr1	4725	4809	85	85	2013.15642326003
chr1	4810	4898	89	89	2018.28530096428
chr1	4899	4984	86	86	2015.00316689756
chr1	4985	5077	93	93	2003.38664981133
chr1	5078	5168	91	91	2023.26063132451
chr1	5169	5288	120	101	2016.22800616161
chr1	5289	5383	95	95	2024.03179673494
chr1	5384	5484	101	89	2002.44492303434
chr1	5485	5571	87	85	2010.65587391441
chr1	5572	5659	88	87	2016.55646260116
chr1	5660	5757	98	98	2017.74123855264
chr1	5758	5842	85	85	2016.00968345633
chr1	5843	5930	88	85	2002.77992850887
chr1	5931	6022	92	92	2014.95470736668
chr1	6023	7365	1343	80	2023.28416932367
chr1	7366	7596	231	116	2018.36346691969
chr1	7597	7690	94	91	2012.3269151277
chr1	7691	7809	119	116	2009.89404204036
chr1	7810	7899	90	90	2012.28744928453
chr1	7900	7990	91	91	2009.09182520506
chr1	7991	8098	108	98	2017.25961962873
chr1	8099	8181	83	82	2000.2844265472
chr1	8182	8264	83	83	2028.78520313142
chr1	8265	8351	87	86	2004.03689201413
chr1	8352	8439	88	88	2010.8437111624
chr1	8440	8532	93	90	2019.67348038323
chr1	8533	8623	91	91	2013.26507686931
chr1	8624	8723	100	100	2019.55081407439
chr1	8724	8811	88	87	2013.6054099064
chr1	8812	8893	82	82	2026.86671113892
chr1	8894	8988	95	95	2001.81754458701
chr1	8989	9077	89	89	2004.39183766218
chr1	9078	9164	87	86	2013.68065631921
chr1	9165	9250	86	86	2014.45039908609
chr1	9251	9342	92	92	2012.90060131994
chr1	9343	9434	92	92	2009.70285357835
chr1	9435	9530	96	96	2004.02000422239
chr1	9531	9623	93	93	2007.7811635739
chr1	9624	9714	91	91	2020.86370535437
chr1	9715	9809	95	95	2001.86822861662
chr1	9810	9907	98	91	2009.54375085579
chr1	9908	9995	88	88	2004.04845713066
chr1	9996	10082	87	87	2015.57724508357
chr1	10083	10179	97	88	2009.15552442367
chr1	10180	10265	86	86	2003.35709374397
chr1	10266	10378	113	87	2017.59686115635
chr1	10379	10463	85	82	2006.50648160059
chr1	10464	10544	81	81	2016.41339184654
chr1	10545	10641	97	96	2018.58895538679
chr1	10642	10727	86	86	2020.05304847676
chr1	10728	10814	87	87	2014.64418476795
chr1	10815	10898	84	84	2010.5773365258
chr1	10899	10984	86	86	2023.96257429679
chr1	10985	11075	91	90	2024.88104492304
chr1	11076	11162	87	84	2013.637333017
chr1	11163	11264	102	91	2014.50126711381
chr1	11265	11362	98	98	2010.8206310649
chr1	11363	11458	96	92	2006.85753783548
chr1	11459	11542	84	84	2001.31861962642
chr1	11543	11626	84	84	2004.40258215522
chr1	11627	11707	81	81	2011.41421865927
chr1	11708	11806	99	93	2001.46253087428
chr1	11807	11897	91	91	2015.27512998046
chr1	11898	11983	86	86	2000.03153430695
chr1	11984	12072	89	89	2019.96896205629
chr1	12073	12188	116	93	2015.86536019306
chr1	12189	12280	92	92	2006.50205677247
chr1	12281	12463	183	159	3160.3681323046
chr2	1	88	88	87	2004.64178934074
chr2	89	167	79	79	2010.8600020866
chr2	168	264	97	88	2019.54465824216
chr2	265	346	82	80	2001.95556888574
chr2	347	423	77	77	2026.94200010804
chr2	424	512	89	89	2013.95223490079
chr2	513	599	87	87	2003.41034147065
chr2	600	683	84	80	2023.14017884415
chr2	684	770	87	87	2009.76212766524
chr2	771	855	85	81	2013.35260051313
chr2	856	937	82	82	2020.73130197875
chr2	938	1021	84	83	2012.02302151625
chr2	1022	1106	85	83	2019.22351404755
chr2	1107	1186	80	80	2010.49691554145
chr2	1187	1281	95	95	2014.12758956643
chr2	1282	1375	94	94	2019.94503871976
chr2	1376	1466	91	91	2001.43715129815
chr2	1467	1542	76	76	2003.59778847571
chr2	1543	1637	95	92	2005.72833720302
chr2	1638	1731	94	92	2017.09301193019
chr2	1732	1826	95	93	2013.9561537471
chr2	1827	1917	91	90	2021.55200389638
chr2	1918	2011	94	94	2016.67620399437
chr2	2012	2096	85	85	2007.97090642795
chr2	2097	2186	90	90	2010.63747741479
chr2	2187	2275	89	89	2026.97365957607
chr2	2276	2354	79	79	2005.59453172789
chr2	2355	2449	95	95	2000.03700312576
chr2	2450	2533	84	84	2011.15857086581
chr2	2534	2622	89	89	2021.10204245256
chr2	2623	2715	93	92	2011.59607437786
chr2	2716	2807	92	92	2002.18598677456
chr2	2808	2898	91	91	2013.79536067133
chr2	2899	2980	82	82	2016.82400950278
chr2	2981	3062	82	82	2014.50121065544
chr2	3063	3165	103	102	2003.97510042876
chr2	3166	3260	95	95	2010.80871373167
chr2	3261	3347	87	86	2024.36002275093
chr2	3348	3428	81	81	2005.7942371497
chr2	3429	3523	95	95	2001.28396615791
chr2	3524	3610	87	85	2004.32019208825
chr2	3611	3705	95	93	2019.49945563567
chr2	3706	3794	89	89	2013.84053737346
chr2	3795	3887	93	93	2020.41119672938
chr2	3888	3981	94	93	2020.06199143151
chr2	3982	4064	83	83	2005.98222506749
