chr1	1	501	501	434	10010.4973277972
chr1	502	1000	499	433	10017.3753772699
chr1	1001	1503	503	483	10011.7271043364
chr1	1504	1937	434	432	10009.8069332015
chr1	1938	2411	474	464	10000.2968811218
chr1	2412	2846	435	435	10015.5395000373
chr1	2847	3255	409	409	10022.2576155596
chr1	3256	3700	445	442	10013.15415881
chr1	3701	4146	446	445	10007.1670081949
chr1	4147	4602	456	435	10021.4439985541
chr1	4603	5050	448	448	10003.5842364815
chr1	5051	5546	496	463	10018.2435472913
chr1	5547	5990	444	440	10015.0033028182
chr1	5991	7867	1877	493	10006.6071195371
chr1	7868	8315	448	436	10011.8022958869
chr1	8316	8775	460	457	10011.2631769944
chr1	8776	9210	435	433	10002.2312801152
chr1	9211	9671	461	461	10001.8110943892
chr1	9672	10135	464	448	10011.8633424342
chr1	10136	10590	455	425	10001.4883425186
chr1	10591	11026	436	435	10010.08448091
chr1	11027	11495	469	451	10021.1323814148
chr1	11496	11931	436	430	10002.2052453435
chr1	11932	12463	532	485	10411.9962158338
chr2	1	421	421	409	10010.9919412315
chr2	422	850	429	421	10000.5864516447
chr2	851	1273	423	420	10015.6637032214
chr2	1274	1722	449	444	10009.9150677729
chr2	1723	2175	453	450	10019.677518501
chr2	2176	2607	432	432	10011.8641805156
chr2	2608	3044	437	436	10016.8418218674
chr2	3045	3500	456	454	10013.0301208062
chr2	3501	3961	461	456	10001.7266769013
chr2	3962	4846	885	448	10015.9467182669
chr2	4847	5306	460	431	10012.1826954418
chr2	5307	5855	549	438	10000.9916844366
chr2	5856	6277	422	422	10025.7003179831
chr2	6278	6797	520	434	10011.9578246299
chr2	6798	7236	439	439	10021.2002734607
chr2	7237	7676	440	432	10007.1147877208
chr2	7677	8132	456	452	10001.8150024153
chr2	8133	8567	435	435	10016.6717322513
chr2	8568	9009	442	440	10019.45306025
chr2	9010	9465	456	456	10015.790686445
chr2	9466	9926	461	459	10003.790440819
chr2	9927	10376	450	450	10024.8494850228
chr2	10377	10829	453	450	10017.2315611692
chr2	10830	11252	423	422	10016.9888847176
chr2	11253	11709	457	453	10011.7040787604
chr2	11710	12160	451	437	10611.2460583761
chr3	1	435	435	428	10016.4599704256
chr3	436	869	434	429	10012.6970464412
chr3	870	1309	440	439	10011.0026770492
chr3	1310	1758	449	445	10008.8425289582
chr3	1759	2195	437	437	10023.6183985109
chr3	2196	2678	483	482	10009.4835229669
chr3	2679	3097	419	417	10011.4115925674
chr3	3098	3514	417	411	10017.3338187526
chr3	3515	3972	458	430	10022.9313777738
chr3	3973	4957	985	464	10009.5330579874
chr3	4958	5408	451	451	10018.4168346182
chr3	5409	5851	443	443	10004.5001915203
chr3	5852	6313	462	442	10009.2231116951
chr3	6314	6749	436	426	10000.4364009076
chr3	6750	7198	449	449	10001.4969617744
chr3	7199	7654	456	454	10008.9748961321
chr3	7655	8103	449	448	10015.8603011201
chr3	8104	8572	469	462	10014.3048824882
chr3	8573	9025	453	453	10012.3129033228
chr3	9026	9902	877	851	18653.7549402415
chr4	1	495	495	427	10016.3498220147
chr4	496	917	422	421	10019.7266673714
chr4	918	1351	434	432	10016.3714581177
chr4	1352	1810	459	455	10007.7096220908
chr4	1811	2274	464	463	10001.8181940524
chr4	2275	2959	685	458	10015.0290652152
chr4	2960	3444	485	478	10015.6110799601
chr4	3445	3950	506	474	10016.3454231054
chr4	3951	4402	452	452	10018.7107205504
chr4	4403	4861	459	458	10001.1948311681
chr4	4862	5339	478	473	10011.7489666602
chr4	5340	5792	453	452	10005.8949996004
chr4	5793	6267	475	457	10012.422720234
chr4	6268	6757	490	474	10003.9717819049
chr4	6758	7214	457	457	10009.74094569
chr4	7215	7675	461	440	10005.8813703721
chr4	7676	8126	451	451	10010.4653332812
chr4	8127	8598	472	468	10003.9049415522
chr4	8599	9047	449	448	10014.2640775667
chr4	9048	9558	511	492	11579.7917578279
