chr1	599602	0.876629053811043	0.0868213179507399	0.438913688161324
chr2	608696	0.863648488356915	0.0881381132006624	0.425015926645077
chr3	494296	0.933137504389161	0.0715731938482176	0.419227640702682
chr4	446932	0.879598668789571	0.0647149697205148	0.406509204320809
chr5	438062	0.90944044111999	0.0634306092777159	0.417772243861341
chr6	429537	0.929335479599652	0.0621962042298174	0.417683834081928
chr7	382867	0.874261300841226	0.0554384700848996	0.428905166319609
chr8	364261	0.880542354198193	0.0527443539181899	0.420659226849859
chr9	289514	0.797365927819151	0.0419211194178647	0.433432983826604
chr10	351916	0.815233682747437	0.0509568195702359	0.432823036487096
chr11	347745	0.898048411380522	0.0503528660858037	0.437796186595323
chr12	336573	0.926988944646113	0.0487351800805107	0.429127200158887
chr13	232037	0.938717964277768	0.033598550627476	0.408174401461871
chr14	227819	0.918932545973047	0.0329877916254776	0.431407243259225
chr15	215533	0.859279193078978	0.0312088003740428	0.443664460012173
chr16	212109	0.799732302761806	0.0307130111794382	0.459731102116713
chr17	216608	0.850003139323162	0.0313644584885872	0.472054095249303
chr18	194094	0.852838048034589	0.0281044707761664	0.419044735673158
chr19	147822	0.852049109458758	0.0214043663331915	0.491555881916719
chr20	173811	0.926685575969546	0.0251675279507674	0.46060934284051
chr21	93212	0.823391192968508	0.0134969341143365	0.433597486938347
chr22	103115	0.865530700465858	0.014930871145344	0.497277217648222
chrX	325101	0.848225281262393	0.0470740546013914	0.415205413258761
chrY	5327	0.182132111597374	0.000771340256909736	0.440122061417144
AllGC	570583451	1324091460	0.4309245004873
