##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	321
chr1	6	8	422
chr1	6	9	486
chr1	6	10	585
chr1	6	11	642
chr1	6	12	715
chr1	6	13	780
chr1	6	14	901
chr1	6	15	969
chr1	6	16	1116
chr1	6	17	1168
chr1	6	18	1339
chr1	6	19	1666
chr1	6	20	1943
chr1	6	21	2709
chr1	6	22	3408
chr1	6	23	4712
chr1	6	24	5770
chr1	6	25	7111
chr1	6	26	8174
chr1	6	27	9585
chr1	6	28	10121
chr1	6	29	11251
chr1	6	30	11345
chr1	6	31	11815
chr1	6	32	11881
chr1	6	33	12064
chr1	6	34	11770
chr1	6	35	11274
chr1	6	36	11002
chr1	6	37	10242
chr1	6	38	9754
chr1	6	39	8907
chr1	6	40	8415
chr1	6	41	7518
chr1	6	42	6988
chr1	6	43	6253
chr1	6	44	5608
chr1	6	45	4938
chr1	6	46	4323
chr1	6	47	3844
chr1	6	48	3129
chr1	6	49	2854
chr1	6	50	2358
chr1	6	51	2080
chr1	6	52	1689
chr1	6	53	1451
chr1	6	54	1235
chr1	6	55	937
chr1	6	56	720
chr1	6	57	511
chr1	6	58	350
chr1	6	59	172
chr1	6	60	101
chr1	6	61	46
chr1	6	62	23
chr1	6	63	8
chr1	6	64	1
chr1	6	65	2
chr2	6	7	331
chr2	6	8	447
chr2	6	9	460
chr2	6	10	591
chr2	6	11	720
chr2	6	12	792
chr2	6	13	867
chr2	6	14	899
chr2	6	15	987
chr2	6	16	1101
chr2	6	17	1291
chr2	6	18	1420
chr2	6	19	1649
chr2	6	20	2227
chr2	6	21	2881
chr2	6	22	3630
chr2	6	23	4926
chr2	6	24	5960
chr2	6	25	7450
chr2	6	26	8573
chr2	6	27	10129
chr2	6	28	10931
chr2	6	29	11889
chr2	6	30	12270
chr2	6	31	12871
chr2	6	32	12863
chr2	6	33	12553
chr2	6	34	12795
chr2	6	35	11827
chr2	6	36	11624
chr2	6	37	11037
chr2	6	38	10649
chr2	6	39	9645
chr2	6	40	9078
chr2	6	41	8151
chr2	6	42	7424
chr2	6	43	6576
chr2	6	44	6045
chr2	6	45	5427
chr2	6	46	4694
chr2	6	47	4017
chr2	6	48	3484
chr2	6	49	3070
chr2	6	50	2467
chr2	6	51	2211
chr2	6	52	1833
chr2	6	53	1503
chr2	6	54	1311
chr2	6	55	986
chr2	6	56	753
chr2	6	57	509
chr2	6	58	330
chr2	6	59	212
chr2	6	60	104
chr2	6	61	51
chr2	6	62	26
chr2	6	63	14
chr2	6	64	3
chr2	6	65	1
chr3	6	7	292
chr3	6	8	375
chr3	6	9	392
chr3	6	10	453
chr3	6	11	566
chr3	6	12	608
chr3	6	13	636
chr3	6	14	797
chr3	6	15	843
chr3	6	16	945
chr3	6	17	980
chr3	6	18	1249
chr3	6	19	1395
chr3	6	20	1773
chr3	6	21	2347
chr3	6	22	3020
chr3	6	23	4112
chr3	6	24	5048
chr3	6	25	6356
chr3	6	26	7124
chr3	6	27	8376
chr3	6	28	8903
chr3	6	29	9753
chr3	6	30	10192
chr3	6	31	10566
chr3	6	32	10539
chr3	6	33	10366
chr3	6	34	10621
chr3	6	35	10105
chr3	6	36	9881
chr3	6	37	8828
chr3	6	38	8636
chr3	6	39	7902
chr3	6	40	7564
chr3	6	41	6729
chr3	6	42	6329
chr3	6	43	5451
chr3	6	44	5085
chr3	6	45	4579
chr3	6	46	3844
chr3	6	47	3511
chr3	6	48	2985
chr3	6	49	2488
chr3	6	50	2143
chr3	6	51	1792
chr3	6	52	1489
chr3	6	53	1265
chr3	6	54	1066
chr3	6	55	831
chr3	6	56	659
chr3	6	57	427
chr3	6	58	277
chr3	6	59	159
chr3	6	60	77
chr3	6	61	37
chr3	6	62	21
chr3	6	63	6
chr3	6	64	3
chr3	6	68	1
chr4	6	7	258
chr4	6	8	322
chr4	6	9	396
chr4	6	10	413
chr4	6	11	501
chr4	6	12	555
chr4	6	13	660
chr4	6	14	683
chr4	6	15	795
chr4	6	16	824
chr4	6	17	921
chr4	6	18	1110
chr4	6	19	1287
chr4	6	20	1695
chr4	6	21	2208
chr4	6	22	2788
chr4	6	23	3680
chr4	6	24	4596
chr4	6	25	5760
chr4	6	26	6654
chr4	6	27	7837
chr4	6	28	8218
chr4	6	29	9122
chr4	6	30	9266
chr4	6	31	9614
chr4	6	32	9958
chr4	6	33	9653
chr4	6	34	9622
chr4	6	35	9542
chr4	6	36	8993
chr4	6	37	8397
chr4	6	38	7999
chr4	6	39	7360
chr4	6	40	6972
chr4	6	41	6254
chr4	6	42	5692
chr4	6	43	5083
chr4	6	44	4604
chr4	6	45	4130
chr4	6	46	3554
chr4	6	47	3192
chr4	6	48	2647
chr4	6	49	2339
chr4	6	50	1918
chr4	6	51	1738
chr4	6	52	1380
chr4	6	53	1170
chr4	6	54	908
chr4	6	55	794
chr4	6	56	564
chr4	6	57	388
chr4	6	58	260
chr4	6	59	169
chr4	6	60	81
chr4	6	61	36
chr4	6	62	19
chr4	6	63	5
chr4	6	64	2
chr4	6	65	2
chr5	6	7	232
chr5	6	8	339
chr5	6	9	381
chr5	6	10	456
chr5	6	11	452
chr5	6	12	567
chr5	6	13	592
chr5	6	14	679
chr5	6	15	737
chr5	6	16	857
chr5	6	17	856
chr5	6	18	1072
chr5	6	19	1254
chr5	6	20	1625
chr5	6	21	2036
chr5	6	22	2759
chr5	6	23	3589
chr5	6	24	4445
chr5	6	25	5593
chr5	6	26	6292
chr5	6	27	7595
chr5	6	28	7886
chr5	6	29	8768
chr5	6	30	8936
chr5	6	31	9609
chr5	6	32	9551
chr5	6	33	9423
chr5	6	34	9247
chr5	6	35	8953
chr5	6	36	8728
chr5	6	37	8119
chr5	6	38	7783
chr5	6	39	7104
chr5	6	40	6622
chr5	6	41	6018
chr5	6	42	5662
chr5	6	43	4975
chr5	6	44	4614
chr5	6	45	4056
chr5	6	46	3505
chr5	6	47	3065
chr5	6	48	2544
chr5	6	49	2323
chr5	6	50	1907
chr5	6	51	1633
chr5	6	52	1298
chr5	6	53	1170
chr5	6	54	984
chr5	6	55	783
chr5	6	56	576
