##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	383
chr1	6	8	473
chr1	6	9	550
chr1	6	10	584
chr1	6	11	713
chr1	6	12	790
chr1	6	13	875
chr1	6	14	962
chr1	6	15	1089
chr1	6	16	1171
chr1	6	17	1278
chr1	6	18	1598
chr1	6	19	1837
chr1	6	20	2170
chr1	6	21	2298
chr1	6	22	2880
chr1	6	23	3244
chr1	6	24	4839
chr1	6	25	4661
chr1	6	26	7465
chr1	6	27	8509
chr1	6	28	12401
chr1	6	29	13894
chr1	6	30	16225
chr1	6	31	19603
chr1	6	32	26546
chr1	6	33	34540
chr1	6	34	30091
chr1	6	35	25525
chr1	6	36	17176
chr1	6	37	12553
chr1	6	38	8581
chr1	6	39	5981
chr1	6	40	4354
chr1	6	41	2980
chr1	6	42	2209
chr1	6	43	1416
chr1	6	44	1134
chr1	6	45	792
chr1	6	46	619
chr1	6	47	468
chr1	6	48	423
chr1	6	49	399
chr1	6	50	384
chr1	6	51	425
chr1	6	52	474
chr1	6	53	518
chr1	6	54	677
chr1	6	55	715
chr1	6	56	853
chr1	6	57	748
chr1	6	58	750
chr1	6	59	578
chr1	6	60	421
chr1	6	61	260
chr1	6	62	148
chr1	6	63	90
chr1	6	64	30
chr1	6	65	16
chr1	6	66	8
chr1	6	67	1
chr1	6	68	2
chr2	6	7	431
chr2	6	8	480
chr2	6	9	532
chr2	6	10	602
chr2	6	11	727
chr2	6	12	803
chr2	6	13	904
chr2	6	14	893
chr2	6	15	1029
chr2	6	16	1198
chr2	6	17	1345
chr2	6	18	1596
chr2	6	19	1742
chr2	6	20	2125
chr2	6	21	2329
chr2	6	22	2977
chr2	6	23	3388
chr2	6	24	5008
chr2	6	25	4844
chr2	6	26	7882
chr2	6	27	8906
chr2	6	28	12988
chr2	6	29	14238
chr2	6	30	16960
chr2	6	31	20116
chr2	6	32	27780
chr2	6	33	36447
chr2	6	34	31795
chr2	6	35	27047
chr2	6	36	18352
chr2	6	37	13359
chr2	6	38	9286
chr2	6	39	6327
chr2	6	40	4618
chr2	6	41	3209
chr2	6	42	2430
chr2	6	43	1575
chr2	6	44	1104
chr2	6	45	823
chr2	6	46	661
chr2	6	47	479
chr2	6	48	432
chr2	6	49	412
chr2	6	50	373
chr2	6	51	408
chr2	6	52	481
chr2	6	53	556
chr2	6	54	634
chr2	6	55	701
chr2	6	56	798
chr2	6	57	738
chr2	6	58	699
chr2	6	59	595
chr2	6	60	452
chr2	6	61	283
chr2	6	62	153
chr2	6	63	83
chr2	6	64	42
chr2	6	65	17
chr2	6	66	5
chr2	6	67	3
chr3	6	7	327
chr3	6	8	400
chr3	6	9	421
chr3	6	10	494
chr3	6	11	550
chr3	6	12	671
chr3	6	13	718
chr3	6	14	793
chr3	6	15	873
chr3	6	16	1021
chr3	6	17	1117
chr3	6	18	1270
chr3	6	19	1406
chr3	6	20	1754
chr3	6	21	1882
chr3	6	22	2434
chr3	6	23	2705
chr3	6	24	4029
chr3	6	25	3790
chr3	6	26	6479
chr3	6	27	7299
chr3	6	28	10505
chr3	6	29	11539
chr3	6	30	13756
chr3	6	31	16716
chr3	6	32	22835
chr3	6	33	29726
chr3	6	34	25988
chr3	6	35	21979
chr3	6	36	15121
chr3	6	37	10885
chr3	6	38	7531
chr3	6	39	5046
chr3	6	40	3812
chr3	6	41	2627
chr3	6	42	1881
chr3	6	43	1249
chr3	6	44	858
chr3	6	45	667
chr3	6	46	491
chr3	6	47	368
chr3	6	48	347
chr3	6	49	329
chr3	6	50	313
chr3	6	51	332
chr3	6	52	422
chr3	6	53	423
chr3	6	54	522
chr3	6	55	577
chr3	6	56	642
chr3	6	57	646
chr3	6	58	555
chr3	6	59	480
chr3	6	60	353
chr3	6	61	208
chr3	6	62	134
chr3	6	63	75
chr3	6	64	21
chr3	6	65	13
chr3	6	66	5
chr3	6	68	1
chr4	6	7	278
chr4	6	8	328
chr4	6	9	394
chr4	6	10	466
chr4	6	11	524
chr4	6	12	551
chr4	6	13	623
chr4	6	14	626
chr4	6	15	805
chr4	6	16	921
chr4	6	17	942
chr4	6	18	1094
chr4	6	19	1278
chr4	6	20	1420
chr4	6	21	1628
chr4	6	22	2149
chr4	6	23	2305
chr4	6	24	3462
chr4	6	25	3363
chr4	6	26	5787
chr4	6	27	6470
chr4	6	28	9462
chr4	6	29	10452
chr4	6	30	12338
chr4	6	31	14807
chr4	6	32	20549
chr4	6	33	27110
chr4	6	34	23490
chr4	6	35	20111
chr4	6	36	13712
chr4	6	37	10022
chr4	6	38	6950
chr4	6	39	4819
chr4	6	40	3601
chr4	6	41	2489
chr4	6	42	1679
chr4	6	43	1184
chr4	6	44	839
chr4	6	45	616
chr4	6	46	419
chr4	6	47	324
chr4	6	48	285
chr4	6	49	250
chr4	6	50	252
chr4	6	51	273
chr4	6	52	295
chr4	6	53	360
chr4	6	54	410
chr4	6	55	487
chr4	6	56	533
chr4	6	57	473
chr4	6	58	401
chr4	6	59	396
chr4	6	60	273
chr4	6	61	153
chr4	6	62	98
chr4	6	63	60
chr4	6	64	28
chr4	6	65	16
chr4	6	66	4
chr4	6	67	2
chr5	6	7	263
chr5	6	8	350
chr5	6	9	377
chr5	6	10	448
chr5	6	11	581
chr5	6	12	549
chr5	6	13	629
chr5	6	14	693
chr5	6	15	786
chr5	6	16	807
chr5	6	17	929
chr5	6	18	1128
chr5	6	19	1200
chr5	6	20	1538
chr5	6	21	1649
chr5	6	22	2148
chr5	6	23	2445
chr5	6	24	3608
chr5	6	25	3421
chr5	6	26	5649
chr5	6	27	6418
chr5	6	28	9344
chr5	6	29	10244
chr5	6	30	12164
chr5	6	31	14561
chr5	6	32	20530
chr5	6	33	26711
chr5	6	34	23124
chr5	6	35	20008
chr5	6	36	13290
chr5	6	37	9801
chr5	6	38	6750
chr5	6	39	4586
chr5	6	40	3403
chr5	6	41	2284
chr5	6	42	1651
chr5	6	43	1128
chr5	6	44	775
chr5	6	45	584
chr5	6	46	435
chr5	6	47	371
chr5	6	48	303
chr5	6	49	265
chr5	6	50	257
chr5	6	51	310
chr5	6	52	310
chr5	6	53	393
chr5	6	54	434
chr5	6	55	461
chr5	6	56	531
chr5	6	57	508
chr5	6	58	472
chr5	6	59	365
chr5	6	60	275
chr5	6	61	182
chr5	6	62	123
chr5	6	63	55
chr5	6	64	24
chr5	6	65	7
chr5	6	66	4
chr5	6	67	1
chr5	6	71	1
chr6	6	7	225
chr6	6	8	325
chr6	6	9	371
chr6	6	10	415
chr6	6	11	485
chr6	6	12	545
chr6	6	13	633
chr6	6	14	621
chr6	6	15	713
chr6	6	16	894
chr6	6	17	952
chr6	6	18	1141
chr6	6	19	1159
chr6	6	20	1471
chr6	6	21	1574
chr6	6	22	2061
chr6	6	23	2330
chr6	6	24	3395
chr6	6	25	3222
chr6	6	26	5433
chr6	6	27	6166
chr6	6	28	8909
chr6	6	29	9691
chr6	6	30	11589
chr6	6	31	14017
chr6	6	32	19318
chr6	6	33	25528
chr6	6	34	21790
chr6	6	35	18782
chr6	6	36	12786
chr6	6	37	9278
chr6	6	38	6289
chr6	6	39	4401
chr6	6	40	3148
chr6	6	41	2190
chr6	6	42	1614
chr6	6	43	1119
chr6	6	44	774
chr6	6	45	533
chr6	6	46	439
chr6	6	47	362
chr6	6	48	301
chr6	6	49	277
chr6	6	50	265
chr6	6	51	281
chr6	6	52	298
chr6	6	53	341
chr6	6	54	398
chr6	6	55	473
chr6	6	56	560
chr6	6	57	549
chr6	6	58	481
chr6	6	59	403
chr6	6	60	264
chr6	6	61	200
chr6	6	62	125
chr6	6	63	52
chr6	6	64	28
chr6	6	65	9
chr6	6	66	6
chr7	6	7	244
chr7	6	8	328
chr7	6	9	316
chr7	6	10	393
chr7	6	11	423
chr7	6	12	452
chr7	6	13	559
chr7	6	14	629
chr7	6	15	698
chr7	6	16	751
chr7	6	17	845
chr7	6	18	1024
chr7	6	19	1089
chr7	6	20	1350
chr7	6	21	1408
chr7	6	22	1807
chr7	6	23	2045
chr7	6	24	3006
chr7	6	25	2927
chr7	6	26	4922
chr7	6	27	5531
chr7	6	28	7777
chr7	6	29	8558
chr7	6	30	10247
chr7	6	31	12437
chr7	6	32	16976
chr7	6	33	22315
chr7	6	34	19164
chr7	6	35	16696
chr7	6	36	11217
chr7	6	37	8061
chr7	6	38	5576
chr7	6	39	3866
chr7	6	40	2790
chr7	6	41	2010
chr7	6	42	1410
chr7	6	43	931
chr7	6	44	727
chr7	6	45	493
