chr1	413614	0.873399385093587	0.0862287578183862	0.437644593484873
chr2	423070	0.860603299043729	0.0882001106592733	0.424200789401641
chr3	343414	0.931522084093973	0.0715937145199226	0.418140628475885
chr4	314072	0.874774393368836	0.0654765999834053	0.405686125514067
chr5	306227	0.909319555179428	0.0638411026233419	0.416541143155163
chr6	297113	0.927898188632105	0.0619410487113448	0.416575338327238
chr7	267950	0.870040977485112	0.0558612514504746	0.427890160475932
chr8	253715	0.875791341327866	0.0528935898927306	0.418535851920298
chr9	201127	0.806075009819088	0.0419302329556992	0.432400656767548
chr10	242046	0.797415809552675	0.0504608787780614	0.431094579786368
chr11	241147	0.896860669669256	0.050273458494225	0.436605002619372
chr12	233430	0.924533831846771	0.0486646461133953	0.428096783506202
chr13	163687	0.936049636873106	0.0341248765298519	0.40735116863907
chr14	157820	0.914691750850532	0.0329017454895088	0.430253034636478
chr15	146262	0.870773004381787	0.0304921752552689	0.443088540744319
chr16	149356	0.806074867233712	0.0311372012376827	0.459689650059011
chr17	148703	0.862316319311553	0.0310010661483109	0.472343266302002
chr18	134976	0.85209969445216	0.0281393106019006	0.418474415433729
chr19	104580	0.850485910624975	0.021802461939506	0.49047096926954
chr20	119742	0.923664357672905	0.0249633811202938	0.459437436843903
chr21	65055	0.815573051174686	0.0135624322191104	0.431495319023915
chr22	69600	0.864145414814631	0.0145099574583058	0.496715633946806
chrX	239991	0.85016667434207	0.050032459775521	0.414736089635322
chrY	3539	0.167812603727061	0.000737797980530806	0.442278549125997
AllGC	397984584	926020024	0.429779673965236
