##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	429
chr1	6	8	544
chr1	6	9	649
chr1	6	10	714
chr1	6	11	799
chr1	6	12	906
chr1	6	13	983
chr1	6	14	1068
chr1	6	15	1263
chr1	6	16	1347
chr1	6	17	1492
chr1	6	18	1706
chr1	6	19	1822
chr1	6	20	2189
chr1	6	21	2366
chr1	6	22	2913
chr1	6	23	3217
chr1	6	24	4860
chr1	6	25	4540
chr1	6	26	7856
chr1	6	27	9339
chr1	6	28	13570
chr1	6	29	15472
chr1	6	30	18436
chr1	6	31	23259
chr1	6	32	31983
chr1	6	33	42594
chr1	6	34	35630
chr1	6	35	30198
chr1	6	36	20614
chr1	6	37	15226
chr1	6	38	10224
chr1	6	39	6924
chr1	6	40	5269
chr1	6	41	3416
chr1	6	42	2466
chr1	6	43	1592
chr1	6	44	1146
chr1	6	45	865
chr1	6	46	673
chr1	6	47	529
chr1	6	48	460
chr1	6	49	469
chr1	6	50	434
chr1	6	51	462
chr1	6	52	511
chr1	6	53	613
chr1	6	54	738
chr1	6	55	815
chr1	6	56	870
chr1	6	57	832
chr1	6	58	776
chr1	6	59	580
chr1	6	60	453
chr1	6	61	289
chr1	6	62	173
chr1	6	63	89
chr1	6	64	35
chr1	6	65	13
chr1	6	66	13
chr1	6	67	3
chr2	6	7	439
chr2	6	8	537
chr2	6	9	637
chr2	6	10	742
chr2	6	11	827
chr2	6	12	889
chr2	6	13	1039
chr2	6	14	1134
chr2	6	15	1249
chr2	6	16	1310
chr2	6	17	1499
chr2	6	18	1724
chr2	6	19	1828
chr2	6	20	2263
chr2	6	21	2326
chr2	6	22	2930
chr2	6	23	3278
chr2	6	24	5129
chr2	6	25	4574
chr2	6	26	8006
chr2	6	27	9401
chr2	6	28	14024
chr2	6	29	15808
chr2	6	30	19229
chr2	6	31	24162
chr2	6	32	33895
chr2	6	33	45169
chr2	6	34	38043
chr2	6	35	32539
chr2	6	36	21908
chr2	6	37	15720
chr2	6	38	11123
chr2	6	39	7516
chr2	6	40	5689
chr2	6	41	3704
chr2	6	42	2720
chr2	6	43	1830
chr2	6	44	1274
chr2	6	45	864
chr2	6	46	659
chr2	6	47	524
chr2	6	48	481
chr2	6	49	413
chr2	6	50	415
chr2	6	51	404
chr2	6	52	487
chr2	6	53	610
chr2	6	54	692
chr2	6	55	786
chr2	6	56	798
chr2	6	57	792
chr2	6	58	731
chr2	6	59	613
chr2	6	60	443
chr2	6	61	316
chr2	6	62	162
chr2	6	63	102
chr2	6	64	39
chr2	6	65	24
chr2	6	66	8
chr2	6	67	1
chr2	6	68	1
chr2	6	69	1
chr2	6	70	1
chr3	6	7	379
chr3	6	8	443
chr3	6	9	491
chr3	6	10	574
chr3	6	11	632
chr3	6	12	770
chr3	6	13	787
chr3	6	14	859
chr3	6	15	1042
chr3	6	16	1095
chr3	6	17	1216
chr3	6	18	1410
chr3	6	19	1466
chr3	6	20	1698
chr3	6	21	1904
chr3	6	22	2383
chr3	6	23	2564
chr3	6	24	3952
chr3	6	25	3734
chr3	6	26	6471
chr3	6	27	7605
chr3	6	28	11759
chr3	6	29	13140
chr3	6	30	15677
chr3	6	31	19536
chr3	6	32	27422
chr3	6	33	36436
chr3	6	34	30818
chr3	6	35	26338
chr3	6	36	18092
chr3	6	37	13231
chr3	6	38	9142
chr3	6	39	5992
chr3	6	40	4510
chr3	6	41	2985
chr3	6	42	2145
chr3	6	43	1430
chr3	6	44	1045
chr3	6	45	737
chr3	6	46	588
chr3	6	47	421
chr3	6	48	394
chr3	6	49	313
chr3	6	50	327
chr3	6	51	302
chr3	6	52	408
chr3	6	53	456
chr3	6	54	539
chr3	6	55	627
chr3	6	56	738
chr3	6	57	713
chr3	6	58	554
chr3	6	59	492
chr3	6	60	312
chr3	6	61	230
chr3	6	62	150
chr3	6	63	69
chr3	6	64	37
chr3	6	65	19
chr3	6	66	5
chr3	6	67	3
chr4	6	7	305
chr4	6	8	391
chr4	6	9	472
chr4	6	10	479
chr4	6	11	535
chr4	6	12	612
chr4	6	13	773
chr4	6	14	782
chr4	6	15	884
chr4	6	16	981
chr4	6	17	1071
chr4	6	18	1222
chr4	6	19	1323
chr4	6	20	1540
chr4	6	21	1731
chr4	6	22	2132
chr4	6	23	2358
chr4	6	24	3654
chr4	6	25	3183
chr4	6	26	5795
chr4	6	27	6978
chr4	6	28	10332
chr4	6	29	11742
chr4	6	30	14143
chr4	6	31	17533
chr4	6	32	24853
chr4	6	33	33377
chr4	6	34	27939
chr4	6	35	23859
chr4	6	36	16308
chr4	6	37	12006
chr4	6	38	8136
chr4	6	39	5550
chr4	6	40	4076
chr4	6	41	2765
chr4	6	42	2002
chr4	6	43	1388
chr4	6	44	964
chr4	6	45	665
chr4	6	46	454
chr4	6	47	371
chr4	6	48	316
chr4	6	49	306
chr4	6	50	276
chr4	6	51	271
chr4	6	52	307
chr4	6	53	370
chr4	6	54	453
chr4	6	55	526
chr4	6	56	571
chr4	6	57	558
chr4	6	58	503
chr4	6	59	384
chr4	6	60	273
chr4	6	61	184
chr4	6	62	107
chr4	6	63	57
chr4	6	64	30
chr4	6	65	7
chr4	6	66	2
chr4	6	67	2
chr5	6	7	313
chr5	6	8	413
chr5	6	9	471
chr5	6	10	495
chr5	6	11	609
chr5	6	12	659
chr5	6	13	707
chr5	6	14	777
chr5	6	15	863
chr5	6	16	963
chr5	6	17	1051
chr5	6	18	1180
chr5	6	19	1308
chr5	6	20	1645
chr5	6	21	1756
chr5	6	22	2064
chr5	6	23	2381
chr5	6	24	3641
chr5	6	25	3321
chr5	6	26	5791
chr5	6	27	6749
chr5	6	28	10157
chr5	6	29	11471
chr5	6	30	13875
chr5	6	31	17581
chr5	6	32	24400
chr5	6	33	32551
chr5	6	34	27564
chr5	6	35	23786
chr5	6	36	16257
chr5	6	37	11658
chr5	6	38	8198
chr5	6	39	5531
chr5	6	40	4064
