##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	452
chr1	6	8	575
chr1	6	9	672
chr1	6	10	707
chr1	6	11	875
chr1	6	12	897
chr1	6	13	1041
chr1	6	14	1102
chr1	6	15	1273
chr1	6	16	1396
chr1	6	17	1599
chr1	6	18	2006
chr1	6	19	2125
chr1	6	20	2774
chr1	6	21	3143
chr1	6	22	3982
chr1	6	23	4186
chr1	6	24	6224
chr1	6	25	5678
chr1	6	26	9005
chr1	6	27	10568
chr1	6	28	15277
chr1	6	29	17135
chr1	6	30	20747
chr1	6	31	24538
chr1	6	32	35338
chr1	6	33	44586
chr1	6	34	40699
chr1	6	35	34449
chr1	6	36	24624
chr1	6	37	17849
chr1	6	38	13233
chr1	6	39	8874
chr1	6	40	6875
chr1	6	41	4617
chr1	6	42	3526
chr1	6	43	2287
chr1	6	44	1656
chr1	6	45	1192
chr1	6	46	896
chr1	6	47	697
chr1	6	48	563
chr1	6	49	463
chr1	6	50	489
chr1	6	51	524
chr1	6	52	583
chr1	6	53	704
chr1	6	54	897
chr1	6	55	1002
chr1	6	56	1089
chr1	6	57	1097
chr1	6	58	964
chr1	6	59	814
chr1	6	60	589
chr1	6	61	372
chr1	6	62	248
chr1	6	63	144
chr1	6	64	64
chr1	6	65	20
chr1	6	66	12
chr1	6	67	6
chr2	6	7	542
chr2	6	8	599
chr2	6	9	732
chr2	6	10	727
chr2	6	11	878
chr2	6	12	951
chr2	6	13	1050
chr2	6	14	1154
chr2	6	15	1280
chr2	6	16	1489
chr2	6	17	1678
chr2	6	18	2070
chr2	6	19	2318
chr2	6	20	2953
chr2	6	21	3191
chr2	6	22	4206
chr2	6	23	4523
chr2	6	24	6471
chr2	6	25	5946
chr2	6	26	9478
chr2	6	27	10871
chr2	6	28	15969
chr2	6	29	17746
chr2	6	30	21701
chr2	6	31	26088
chr2	6	32	36939
chr2	6	33	47621
chr2	6	34	43573
chr2	6	35	36999
chr2	6	36	26456
chr2	6	37	19314
chr2	6	38	13996
chr2	6	39	9643
chr2	6	40	7431
chr2	6	41	5047
chr2	6	42	3845
chr2	6	43	2472
chr2	6	44	1841
chr2	6	45	1372
chr2	6	46	877
chr2	6	47	732
chr2	6	48	561
chr2	6	49	535
chr2	6	50	504
chr2	6	51	514
chr2	6	52	598
chr2	6	53	729
chr2	6	54	895
chr2	6	55	983
chr2	6	56	1053
chr2	6	57	1094
chr2	6	58	934
chr2	6	59	803
chr2	6	60	631
chr2	6	61	404
chr2	6	62	240
chr2	6	63	145
chr2	6	64	58
chr2	6	65	28
chr2	6	66	15
chr2	6	67	8
chr2	6	69	1
chr3	6	7	454
chr3	6	8	490
chr3	6	9	535
chr3	6	10	586
chr3	6	11	731
chr3	6	12	735
chr3	6	13	856
chr3	6	14	950
chr3	6	15	1058
chr3	6	16	1194
chr3	6	17	1303
chr3	6	18	1800
chr3	6	19	1840
chr3	6	20	2392
chr3	6	21	2731
chr3	6	22	3390
chr3	6	23	3696
chr3	6	24	5413
chr3	6	25	4822
chr3	6	26	7784
chr3	6	27	8943
chr3	6	28	13356
chr3	6	29	14567
chr3	6	30	17683
chr3	6	31	21282
chr3	6	32	30170
chr3	6	33	39149
chr3	6	34	35469
chr3	6	35	30243
chr3	6	36	21616
chr3	6	37	15560
chr3	6	38	11319
chr3	6	39	7806
chr3	6	40	6017
chr3	6	41	4114
chr3	6	42	3104
chr3	6	43	2057
chr3	6	44	1496
chr3	6	45	1040
chr3	6	46	763
chr3	6	47	582
chr3	6	48	451
chr3	6	49	451
chr3	6	50	392
chr3	6	51	430
chr3	6	52	496
chr3	6	53	618
chr3	6	54	727
chr3	6	55	827
chr3	6	56	862
chr3	6	57	889
chr3	6	58	763
chr3	6	59	666
chr3	6	60	490
chr3	6	61	335
chr3	6	62	201
chr3	6	63	105
chr3	6	64	54
chr3	6	65	24
chr3	6	66	8
chr3	6	67	2
chr3	6	69	1
chr4	6	7	390
chr4	6	8	461
chr4	6	9	534
chr4	6	10	569
chr4	6	11	622
chr4	6	12	710
chr4	6	13	749
chr4	6	14	850
chr4	6	15	999
chr4	6	16	1122
chr4	6	17	1297
chr4	6	18	1584
chr4	6	19	1715
chr4	6	20	2215
chr4	6	21	2486
chr4	6	22	3117
chr4	6	23	3473
chr4	6	24	4900
chr4	6	25	4361
chr4	6	26	7001
chr4	6	27	8094
chr4	6	28	11958
chr4	6	29	13249
chr4	6	30	16071
chr4	6	31	19010
chr4	6	32	27699
chr4	6	33	35917
chr4	6	34	32174
chr4	6	35	27435
chr4	6	36	19805
chr4	6	37	14534
chr4	6	38	10578
chr4	6	39	7358
chr4	6	40	5702
chr4	6	41	3809
chr4	6	42	2968
chr4	6	43	1891
chr4	6	44	1412
chr4	6	45	1006
chr4	6	46	692
chr4	6	47	530
chr4	6	48	394
chr4	6	49	345
chr4	6	50	373
chr4	6	51	382
chr4	6	52	407
chr4	6	53	476
chr4	6	54	579
chr4	6	55	699
chr4	6	56	755
chr4	6	57	715
chr4	6	58	708
chr4	6	59	523
chr4	6	60	431
chr4	6	61	290
chr4	6	62	160
chr4	6	63	74
chr4	6	64	44
chr4	6	65	17
chr4	6	66	11
chr4	6	67	5
chr5	6	7	406
chr5	6	8	507
chr5	6	9	503
chr5	6	10	533
chr5	6	11	633
chr5	6	12	640
chr5	6	13	763
chr5	6	14	827
chr5	6	15	981
chr5	6	16	1011
chr5	6	17	1166
chr5	6	18	1620
chr5	6	19	1632
chr5	6	20	2086
chr5	6	21	2342
chr5	6	22	2989
chr5	6	23	3357
chr5	6	24	4771
chr5	6	25	4311
chr5	6	26	6936
chr5	6	27	7958
chr5	6	28	11645
chr5	6	29	12986
chr5	6	30	15755
chr5	6	31	18641
chr5	6	32	26956
chr5	6	33	34825
chr5	6	34	31670
chr5	6	35	27255
chr5	6	36	19556
chr5	6	37	14025
chr5	6	38	10503
chr5	6	39	6977
chr5	6	40	5409
chr5	6	41	3691
chr5	6	42	2771
chr5	6	43	1829
chr5	6	44	1427
chr5	6	45	919
chr5	6	46	680
chr5	6	47	500
chr5	6	48	406
chr5	6	49	394
chr5	6	50	328
chr5	6	51	379
chr5	6	52	415
chr5	6	53	528
chr5	6	54	622
chr5	6	55	672
chr5	6	56	748
chr5	6	57	747
chr5	6	58	677
chr5	6	59	553
chr5	6	60	446
chr5	6	61	298
chr5	6	62	160
chr5	6	63	95
chr5	6	64	49
chr5	6	65	22
chr5	6	66	8
chr5	6	67	2
chr5	6	68	1
chr6	6	7	370
chr6	6	8	458
chr6	6	9	502
chr6	6	10	572
chr6	6	11	614
chr6	6	12	637
chr6	6	13	729
chr6	6	14	835
chr6	6	15	901
chr6	6	16	1017
chr6	6	17	1191
chr6	6	18	1493
chr6	6	19	1632
chr6	6	20	2064
chr6	6	21	2263
chr6	6	22	2851
chr6	6	23	3313
chr6	6	24	4775
chr6	6	25	4047
chr6	6	26	6784
chr6	6	27	7620
chr6	6	28	11206
chr6	6	29	12560
chr6	6	30	15187
chr6	6	31	17864
chr6	6	32	25631
chr6	6	33	32939
chr6	6	34	29962
chr6	6	35	25718
chr6	6	36	18295
chr6	6	37	13238
chr6	6	38	9784
chr6	6	39	6566
chr6	6	40	5121
chr6	6	41	3465
chr6	6	42	2571
chr6	6	43	1780
chr6	6	44	1301
chr6	6	45	923
chr6	6	46	618
chr6	6	47	433
chr6	6	48	408
chr6	6	49	309
chr6	6	50	339
chr6	6	51	378
chr6	6	52	381
chr6	6	53	506
chr6	6	54	572
chr6	6	55	691
chr6	6	56	798
chr6	6	57	750
chr6	6	58	712
chr6	6	59	575
chr6	6	60	416
chr6	6	61	279
chr6	6	62	175
chr6	6	63	69
chr6	6	64	55
chr6	6	65	15
chr6	6	66	8
chr6	6	67	6
chr6	6	68	1
chr7	6	7	350
chr7	6	8	378
chr7	6	9	421
chr7	6	10	503
chr7	6	11	541
chr7	6	12	566
chr7	6	13	646
chr7	6	14	698
chr7	6	15	831
chr7	6	16	988
chr7	6	17	979
chr7	6	18	1336
chr7	6	19	1455
chr7	6	20	1764
chr7	6	21	1974
chr7	6	22	2584
chr7	6	23	2771
chr7	6	24	4022
chr7	6	25	3623
chr7	6	26	5887
