##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	586
chr1	6	8	678
chr1	6	9	730
chr1	6	10	790
chr1	6	11	901
chr1	6	12	1036
chr1	6	13	1115
chr1	6	14	1233
chr1	6	15	1432
chr1	6	16	1752
chr1	6	17	1845
chr1	6	18	2500
chr1	6	19	2708
chr1	6	20	3538
chr1	6	21	4050
chr1	6	22	5013
chr1	6	23	5620
chr1	6	24	7943
chr1	6	25	7499
chr1	6	26	12493
chr1	6	27	14700
chr1	6	28	21172
chr1	6	29	23214
chr1	6	30	27274
chr1	6	31	32361
chr1	6	32	44522
chr1	6	33	55286
chr1	6	34	45698
chr1	6	35	35467
chr1	6	36	23213
chr1	6	37	15896
chr1	6	38	10489
chr1	6	39	6770
chr1	6	40	4928
chr1	6	41	3282
chr1	6	42	2172
chr1	6	43	1428
chr1	6	44	959
chr1	6	45	634
chr1	6	46	440
chr1	6	47	340
chr1	6	48	273
chr1	6	49	250
chr1	6	50	232
chr1	6	51	262
chr1	6	52	295
chr1	6	53	376
chr1	6	54	431
chr1	6	55	521
chr1	6	56	534
chr1	6	57	549
chr1	6	58	461
chr1	6	59	371
chr1	6	60	288
chr1	6	61	194
chr1	6	62	114
chr1	6	63	47
chr1	6	64	18
chr1	6	65	15
chr1	6	66	8
chr2	6	7	614
chr2	6	8	748
chr2	6	9	861
chr2	6	10	824
chr2	6	11	1010
chr2	6	12	1095
chr2	6	13	1247
chr2	6	14	1311
chr2	6	15	1616
chr2	6	16	1689
chr2	6	17	1955
chr2	6	18	2587
chr2	6	19	2778
chr2	6	20	3687
chr2	6	21	4284
chr2	6	22	5490
chr2	6	23	6112
chr2	6	24	8701
chr2	6	25	7798
chr2	6	26	13047
chr2	6	27	15342
chr2	6	28	22436
chr2	6	29	24770
chr2	6	30	29127
chr2	6	31	34221
chr2	6	32	47715
chr2	6	33	59272
chr2	6	34	49621
chr2	6	35	38580
chr2	6	36	25222
chr2	6	37	17001
chr2	6	38	11477
chr2	6	39	7471
chr2	6	40	5419
chr2	6	41	3520
chr2	6	42	2428
chr2	6	43	1592
chr2	6	44	1083
chr2	6	45	678
chr2	6	46	509
chr2	6	47	378
chr2	6	48	301
chr2	6	49	242
chr2	6	50	270
chr2	6	51	274
chr2	6	52	350
chr2	6	53	373
chr2	6	54	457
chr2	6	55	493
chr2	6	56	514
chr2	6	57	558
chr2	6	58	494
chr2	6	59	403
chr2	6	60	262
chr2	6	61	176
chr2	6	62	101
chr2	6	63	49
chr2	6	64	29
chr2	6	65	12
chr2	6	66	3
chr3	6	7	532
chr3	6	8	574
chr3	6	9	659
chr3	6	10	725
chr3	6	11	828
chr3	6	12	923
chr3	6	13	1019
chr3	6	14	1122
chr3	6	15	1260
chr3	6	16	1452
chr3	6	17	1604
chr3	6	18	2183
chr3	6	19	2324
chr3	6	20	3127
chr3	6	21	3545
chr3	6	22	4432
chr3	6	23	4930
chr3	6	24	7021
chr3	6	25	6655
chr3	6	26	10522
chr3	6	27	13028
chr3	6	28	18458
chr3	6	29	20899
chr3	6	30	24119
chr3	6	31	28474
chr3	6	32	39218
chr3	6	33	49103
chr3	6	34	40468
chr3	6	35	31409
chr3	6	36	20963
chr3	6	37	13827
chr3	6	38	9249
chr3	6	39	6095
chr3	6	40	4321
chr3	6	41	2939
chr3	6	42	1985
chr3	6	43	1344
chr3	6	44	884
chr3	6	45	549
chr3	6	46	418
chr3	6	47	286
chr3	6	48	251
chr3	6	49	226
chr3	6	50	225
chr3	6	51	217
chr3	6	52	243
chr3	6	53	306
chr3	6	54	383
chr3	6	55	427
chr3	6	56	451
chr3	6	57	458
chr3	6	58	390
chr3	6	59	316
chr3	6	60	235
chr3	6	61	146
chr3	6	62	101
chr3	6	63	30
chr3	6	64	15
chr3	6	65	3
chr3	6	66	1
chr3	6	67	2
chr3	6	68	1
chr4	6	7	501
chr4	6	8	601
chr4	6	9	611
chr4	6	10	727
chr4	6	11	847
chr4	6	12	810
chr4	6	13	973
chr4	6	14	1031
chr4	6	15	1155
chr4	6	16	1348
chr4	6	17	1504
chr4	6	18	1963
chr4	6	19	2123
chr4	6	20	2875
chr4	6	21	3226
chr4	6	22	4060
chr4	6	23	4591
chr4	6	24	6555
chr4	6	25	6053
chr4	6	26	9846
chr4	6	27	11822
chr4	6	28	17060
chr4	6	29	18690
chr4	6	30	22007
chr4	6	31	25948
chr4	6	32	36240
chr4	6	33	45847
chr4	6	34	37488
chr4	6	35	29476
chr4	6	36	19489
chr4	6	37	13014
chr4	6	38	8902
chr4	6	39	5751
chr4	6	40	4232
chr4	6	41	2767
chr4	6	42	1959
chr4	6	43	1187
chr4	6	44	900
chr4	6	45	538
chr4	6	46	358
chr4	6	47	295
chr4	6	48	208
chr4	6	49	193
chr4	6	50	201
chr4	6	51	202
chr4	6	52	227
chr4	6	53	235
chr4	6	54	299
chr4	6	55	330
