##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	432
chr1	6	8	516
chr1	6	9	570
chr1	6	10	639
chr1	6	11	621
chr1	6	12	780
chr1	6	13	831
chr1	6	14	942
chr1	6	15	1071
chr1	6	16	1160
chr1	6	17	1326
chr1	6	18	1565
chr1	6	19	1667
chr1	6	20	2095
chr1	6	21	2399
chr1	6	22	3027
chr1	6	23	3357
chr1	6	24	4803
chr1	6	25	4602
chr1	6	26	7254
chr1	6	27	8511
chr1	6	28	12711
chr1	6	29	14270
chr1	6	30	17517
chr1	6	31	21464
chr1	6	32	30651
chr1	6	33	38884
chr1	6	34	36511
chr1	6	35	30992
chr1	6	36	22805
chr1	6	37	16494
chr1	6	38	12631
chr1	6	39	8366
chr1	6	40	6652
chr1	6	41	4448
chr1	6	42	3218
chr1	6	43	2211
chr1	6	44	1588
chr1	6	45	1134
chr1	6	46	782
chr1	6	47	606
chr1	6	48	498
chr1	6	49	432
chr1	6	50	418
chr1	6	51	475
chr1	6	52	494
chr1	6	53	569
chr1	6	54	671
chr1	6	55	803
chr1	6	56	840
chr1	6	57	858
chr1	6	58	817
chr1	6	59	675
chr1	6	60	473
chr1	6	61	356
chr1	6	62	194
chr1	6	63	103
chr1	6	64	45
chr1	6	65	15
chr1	6	66	14
chr1	6	67	6
chr2	6	7	442
chr2	6	8	515
chr2	6	9	612
chr2	6	10	611
chr2	6	11	789
chr2	6	12	823
chr2	6	13	902
chr2	6	14	938
chr2	6	15	1097
chr2	6	16	1216
chr2	6	17	1337
chr2	6	18	1666
chr2	6	19	1824
chr2	6	20	2323
chr2	6	21	2514
chr2	6	22	3299
chr2	6	23	3558
chr2	6	24	5109
chr2	6	25	4808
chr2	6	26	7680
chr2	6	27	8775
chr2	6	28	13471
chr2	6	29	15125
chr2	6	30	18747
chr2	6	31	22102
chr2	6	32	32323
chr2	6	33	41626
chr2	6	34	38970
chr2	6	35	33123
chr2	6	36	24460
chr2	6	37	17874
chr2	6	38	13423
chr2	6	39	9240
chr2	6	40	7225
chr2	6	41	4775
chr2	6	42	3630
chr2	6	43	2458
chr2	6	44	1721
chr2	6	45	1244
chr2	6	46	850
chr2	6	47	616
chr2	6	48	502
chr2	6	49	444
chr2	6	50	384
chr2	6	51	432
chr2	6	52	492
chr2	6	53	577
chr2	6	54	728
chr2	6	55	788
chr2	6	56	893
chr2	6	57	777
chr2	6	58	773
chr2	6	59	606
chr2	6	60	477
chr2	6	61	321
chr2	6	62	201
chr2	6	63	126
chr2	6	64	64
chr2	6	65	25
chr2	6	66	13
chr2	6	67	4
chr2	6	68	1
chr3	6	7	382
chr3	6	8	442
chr3	6	9	507
chr3	6	10	566
chr3	6	11	631
chr3	6	12	688
chr3	6	13	769
chr3	6	14	795
chr3	6	15	897
chr3	6	16	1046
chr3	6	17	1057
chr3	6	18	1381
chr3	6	19	1530
chr3	6	20	1971
chr3	6	21	2047
chr3	6	22	2640
chr3	6	23	3017
chr3	6	24	4220
chr3	6	25	3881
chr3	6	26	6339
chr3	6	27	7458
chr3	6	28	11106
chr3	6	29	12608
chr3	6	30	15344
chr3	6	31	18585
chr3	6	32	26574
chr3	6	33	34435
chr3	6	34	31905
chr3	6	35	27020
chr3	6	36	20337
chr3	6	37	14457
chr3	6	38	11163
chr3	6	39	7299
chr3	6	40	5960
chr3	6	41	3948
chr3	6	42	3027
chr3	6	43	1977
chr3	6	44	1395
chr3	6	45	1009
chr3	6	46	743
chr3	6	47	533
chr3	6	48	428
chr3	6	49	352
chr3	6	50	332
chr3	6	51	359
chr3	6	52	407
chr3	6	53	481
chr3	6	54	586
chr3	6	55	668
chr3	6	56	715
chr3	6	57	710
chr3	6	58	688
chr3	6	59	531
chr3	6	60	406
chr3	6	61	252
chr3	6	62	136
chr3	6	63	78
chr3	6	64	39
chr3	6	65	21
chr3	6	66	11
chr3	6	67	2
chr3	6	68	1
chr4	6	7	358
chr4	6	8	455
chr4	6	9	416
chr4	6	10	504
chr4	6	11	580
chr4	6	12	621
chr4	6	13	650
chr4	6	14	769
chr4	6	15	858
chr4	6	16	942
chr4	6	17	979
chr4	6	18	1200
chr4	6	19	1390
chr4	6	20	1748
chr4	6	21	1924
chr4	6	22	2350
chr4	6	23	2730
chr4	6	24	3895
chr4	6	25	3572
chr4	6	26	5699
chr4	6	27	6926
chr4	6	28	10035
chr4	6	29	11096
chr4	6	30	13997
chr4	6	31	16710
chr4	6	32	24567
chr4	6	33	31651
chr4	6	34	29683
chr4	6	35	24985
chr4	6	36	18845
chr4	6	37	13503
chr4	6	38	10313
chr4	6	39	7089
chr4	6	40	5683
chr4	6	41	3727
chr4	6	42	2804
chr4	6	43	1849
chr4	6	44	1332
chr4	6	45	896
chr4	6	46	652
chr4	6	47	504
chr4	6	48	395
chr4	6	49	319
chr4	6	50	302
chr4	6	51	355
chr4	6	52	376
chr4	6	53	397
chr4	6	54	514
chr4	6	55	533
chr4	6	56	611
chr4	6	57	557
chr4	6	58	559
chr4	6	59	451
chr4	6	60	348
chr4	6	61	231
chr4	6	62	123
chr4	6	63	75
chr4	6	64	55
chr4	6	65	16
chr4	6	66	10
chr4	6	67	3
chr4	6	68	1
chr5	6	7	348
chr5	6	8	404
chr5	6	9	463
chr5	6	10	485
chr5	6	11	556
chr5	6	12	598
chr5	6	13	673
chr5	6	14	753
chr5	6	15	799
chr5	6	16	867
chr5	6	17	974
chr5	6	18	1230
chr5	6	19	1338
chr5	6	20	1666
chr5	6	21	1884
chr5	6	22	2317
chr5	6	23	2596
chr5	6	24	3696
chr5	6	25	3576
chr5	6	26	5474
chr5	6	27	6481
chr5	6	28	9926
chr5	6	29	10907
chr5	6	30	13525
chr5	6	31	16499
chr5	6	32	23916
chr5	6	33	30618
chr5	6	34	28756
chr5	6	35	24294
chr5	6	36	18380
chr5	6	37	13186
chr5	6	38	9879
chr5	6	39	6737
chr5	6	40	5323
chr5	6	41	3589
chr5	6	42	2612
chr5	6	43	1748
chr5	6	44	1249
chr5	6	45	851
chr5	6	46	619
chr5	6	47	547
chr5	6	48	419
chr5	6	49	328
chr5	6	50	277
chr5	6	51	330
chr5	6	52	326
chr5	6	53	416
chr5	6	54	502
chr5	6	55	600
chr5	6	56	610
chr5	6	57	655
chr5	6	58	516
chr5	6	59	451
chr5	6	60	355
chr5	6	61	215
chr5	6	62	132
chr5	6	63	57
chr5	6	64	45
chr5	6	65	21
chr5	6	66	2
chr5	6	67	4
chr5	6	68	1
chr6	6	7	311
chr6	6	8	355
chr6	6	9	434
chr6	6	10	471
chr6	6	11	509
chr6	6	12	553
chr6	6	13	636
chr6	6	14	685
chr6	6	15	771
chr6	6	16	851
chr6	6	17	892
chr6	6	18	1244
chr6	6	19	1224
