##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	351
chr1	6	8	334
chr1	6	9	319
chr1	6	10	320
chr1	6	11	341
chr1	6	12	373
chr1	6	13	382
chr1	6	14	385
chr1	6	15	377
chr1	6	16	390
chr1	6	17	371
chr1	6	18	387
chr1	6	19	411
chr1	6	20	405
chr1	6	21	385
chr1	6	22	445
chr1	6	23	414
chr1	6	24	453
chr1	6	25	429
chr1	6	26	475
chr1	6	27	442
chr1	6	28	441
chr1	6	29	450
chr1	6	30	427
chr1	6	31	416
chr1	6	32	417
chr1	6	33	499
chr1	6	34	574
chr1	6	35	553
chr1	6	36	638
chr1	6	37	791
chr1	6	38	810
chr1	6	39	778
chr1	6	40	827
chr1	6	41	799
chr1	6	42	759
chr1	6	43	771
chr1	6	44	912
chr1	6	45	808
chr1	6	46	666
chr1	6	47	670
chr1	6	48	393
chr1	6	49	217
chr1	6	50	109
chr1	6	51	58
chr1	6	52	52
chr1	6	53	51
chr1	6	54	43
chr1	6	55	53
chr1	6	56	31
chr1	6	57	39
chr1	6	58	26
chr1	6	59	16
chr1	6	60	12
chr1	6	61	9
chr1	6	62	3
chr1	6	63	5
chr1	6	64	4
chr1	6	67	1
chr2	6	7	315
chr2	6	8	421
chr2	6	9	393
chr2	6	10	430
chr2	6	11	471
chr2	6	12	509
chr2	6	13	490
chr2	6	14	529
chr2	6	15	505
chr2	6	16	525
chr2	6	17	551
chr2	6	18	490
chr2	6	19	536
chr2	6	20	516
chr2	6	21	541
chr2	6	22	511
chr2	6	23	543
chr2	6	24	527
chr2	6	25	572
chr2	6	26	541
chr2	6	27	507
chr2	6	28	535
chr2	6	29	522
chr2	6	30	516
chr2	6	31	587
chr2	6	32	617
chr2	6	33	596
chr2	6	34	579
chr2	6	35	649
chr2	6	36	636
chr2	6	37	706
chr2	6	38	830
chr2	6	39	889
chr2	6	40	806
chr2	6	41	880
chr2	6	42	884
chr2	6	43	995
chr2	6	44	1045
chr2	6	45	982
chr2	6	46	896
chr2	6	47	824
chr2	6	48	504
chr2	6	49	279
chr2	6	50	165
chr2	6	51	75
chr2	6	52	45
chr2	6	53	43
chr2	6	54	47
chr2	6	55	36
chr2	6	56	36
chr2	6	57	34
chr2	6	58	25
chr2	6	59	20
chr2	6	60	14
chr2	6	61	9
chr2	6	62	6
chr2	6	63	1
chr2	6	67	1
chr3	6	7	217
chr3	6	8	320
chr3	6	9	310
chr3	6	10	299
chr3	6	11	368
chr3	6	12	319
