##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	265
chr1	6	8	376
chr1	6	9	374
chr1	6	10	406
chr1	6	11	417
chr1	6	12	508
chr1	6	13	551
chr1	6	14	603
chr1	6	15	700
chr1	6	16	802
chr1	6	17	883
chr1	6	18	1148
chr1	6	19	1363
chr1	6	20	1717
chr1	6	21	2253
chr1	6	22	3015
chr1	6	23	3685
chr1	6	24	4820
chr1	6	25	6023
chr1	6	26	7412
chr1	6	27	9066
chr1	6	28	10576
chr1	6	29	12008
chr1	6	30	13286
chr1	6	31	14339
chr1	6	32	15027
chr1	6	33	14974
chr1	6	34	15121
chr1	6	35	14433
chr1	6	36	13413
chr1	6	37	12293
chr1	6	38	11194
chr1	6	39	10040
chr1	6	40	8325
chr1	6	41	7376
chr1	6	42	6145
chr1	6	43	5137
chr1	6	44	4150
chr1	6	45	3361
chr1	6	46	2700
chr1	6	47	2181
chr1	6	48	1585
chr1	6	49	1323
chr1	6	50	1048
chr1	6	51	824
chr1	6	52	601
chr1	6	53	482
chr1	6	54	418
chr1	6	55	309
chr1	6	56	207
chr1	6	57	149
chr1	6	58	110
chr1	6	59	78
chr1	6	60	35
chr1	6	61	25
chr1	6	62	10
chr1	6	63	6
chr1	6	65	2
chr2	6	7	253
chr2	6	8	275
chr2	6	9	320
chr2	6	10	356
chr2	6	11	375
chr2	6	12	475
chr2	6	13	478
chr2	6	14	559
chr2	6	15	646
chr2	6	16	688
chr2	6	17	809
chr2	6	18	1071
chr2	6	19	1347
chr2	6	20	1551
chr2	6	21	2066
chr2	6	22	2590
chr2	6	23	3485
chr2	6	24	4332
chr2	6	25	5563
chr2	6	26	6811
chr2	6	27	8223
chr2	6	28	9842
chr2	6	29	11264
chr2	6	30	12171
chr2	6	31	13188
chr2	6	32	13933
chr2	6	33	14046
chr2	6	34	13578
chr2	6	35	13369
chr2	6	36	12377
chr2	6	37	11514
chr2	6	38	10154
chr2	6	39	9211
chr2	6	40	7839
chr2	6	41	6603
chr2	6	42	5576
chr2	6	43	4794
chr2	6	44	3732
chr2	6	45	3130
chr2	6	46	2395
chr2	6	47	1993
chr2	6	48	1533
chr2	6	49	1137
chr2	6	50	941
chr2	6	51	721
chr2	6	52	546
chr2	6	53	439
chr2	6	54	349
chr2	6	55	265
chr2	6	56	223
chr2	6	57	125
chr2	6	58	90
chr2	6	59	67
chr2	6	60	34
chr2	6	61	24
chr2	6	62	10
chr2	6	63	3
chr2	6	66	1
chr3	6	7	207
chr3	6	8	231
chr3	6	9	265
chr3	6	10	280
chr3	6	11	340
chr3	6	12	394
chr3	6	13	385
chr3	6	14	459
chr3	6	15	494
chr3	6	16	600
chr3	6	17	643
chr3	6	18	779
chr3	6	19	1034
chr3	6	20	1182
chr3	6	21	1590
chr3	6	22	2065
chr3	6	23	2732
chr3	6	24	3528
chr3	6	25	4344
chr3	6	26	5375
chr3	6	27	6563
chr3	6	28	7601
chr3	6	29	8675
chr3	6	30	9516
chr3	6	31	10424
chr3	6	32	10680
chr3	6	33	10919
chr3	6	34	10663
chr3	6	35	10218
chr3	6	36	9652
chr3	6	37	9068
chr3	6	38	8094
chr3	6	39	7027
chr3	6	40	6017
chr3	6	41	5216
chr3	6	42	4479
chr3	6	43	3640
chr3	6	44	3004
chr3	6	45	2338
chr3	6	46	1781
chr3	6	47	1495
chr3	6	48	1219
chr3	6	49	895
chr3	6	50	749
chr3	6	51	597
chr3	6	52	449
chr3	6	53	336
chr3	6	54	273
chr3	6	55	234
chr3	6	56	146
chr3	6	57	112
chr3	6	58	94
chr3	6	59	52
chr3	6	60	45
chr3	6	61	8
chr3	6	62	8
chr3	6	63	6
chr3	6	66	2
chr4	6	7	154
chr4	6	8	165
chr4	6	9	197
chr4	6	10	201
chr4	6	11	239
chr4	6	12	257
chr4	6	13	273
chr4	6	14	316
chr4	6	15	358
chr4	6	16	380
chr4	6	17	469
chr4	6	18	576
chr4	6	19	736
chr4	6	20	911
chr4	6	21	1158
chr4	6	22	1609
chr4	6	23	1945
chr4	6	24	2518
chr4	6	25	3372
chr4	6	26	3886
chr4	6	27	4721
chr4	6	28	5415
chr4	6	29	6411
chr4	6	30	7013
chr4	6	31	7570
chr4	6	32	7746
chr4	6	33	8030
chr4	6	34	7874
chr4	6	35	7552
chr4	6	36	7030
chr4	6	37	6356
chr4	6	38	5741
chr4	6	39	5045
chr4	6	40	4353
chr4	6	41	3750
chr4	6	42	3128
chr4	6	43	2674
chr4	6	44	2094
chr4	6	45	1723
chr4	6	46	1339
chr4	6	47	1021
chr4	6	48	827
chr4	6	49	617
chr4	6	50	499
chr4	6	51	396
chr4	6	52	301
chr4	6	53	240
chr4	6	54	188
chr4	6	55	154
chr4	6	56	117
chr4	6	57	69
chr4	6	58	56
chr4	6	59	35
chr4	6	60	19
chr4	6	61	16
chr4	6	62	5
chr4	6	63	6
chr4	6	64	1
chr5	6	7	161
chr5	6	8	200
chr5	6	9	200
chr5	6	10	225
chr5	6	11	281
chr5	6	12	312
chr5	6	13	343
chr5	6	14	401
chr5	6	15	457
chr5	6	16	504
chr5	6	17	592
chr5	6	18	678
chr5	6	19	915
chr5	6	20	1059
chr5	6	21	1438
chr5	6	22	1861
chr5	6	23	2415
chr5	6	24	3101
chr5	6	25	3811
chr5	6	26	4773
chr5	6	27	5606
chr5	6	28	6639
chr5	6	29	7485
chr5	6	30	8434
chr5	6	31	9030
chr5	6	32	9548
chr5	6	33	9766
chr5	6	34	9435
chr5	6	35	9043
chr5	6	36	8464
chr5	6	37	7747
chr5	6	38	7013
chr5	6	39	6245
chr5	6	40	5342
chr5	6	41	4750
chr5	6	42	3697
chr5	6	43	3164
chr5	6	44	2654
chr5	6	45	2085
chr5	6	46	1702
chr5	6	47	1288
chr5	6	48	953
chr5	6	49	833
chr5	6	50	623
chr5	6	51	476
chr5	6	52	406
chr5	6	53	315
chr5	6	54	233
chr5	6	55	186
chr5	6	56	159
chr5	6	57	94
chr5	6	58	59
chr5	6	59	42
chr5	6	60	19
chr5	6	61	8
chr5	6	62	5
chr5	6	64	1
chr6	6	7	182
chr6	6	8	206
chr6	6	9	237
chr6	6	10	255
chr6	6	11	250
chr6	6	12	280
chr6	6	13	372
chr6	6	14	378
chr6	6	15	442
chr6	6	16	426
chr6	6	17	569
chr6	6	18	690
chr6	6	19	888
chr6	6	20	1125
chr6	6	21	1402
chr6	6	22	1819
chr6	6	23	2258
chr6	6	24	2988
chr6	6	25	3731
chr6	6	26	4588
chr6	6	27	5488
chr6	6	28	6389
chr6	6	29	7389
chr6	6	30	8060
chr6	6	31	8850
chr6	6	32	9238
chr6	6	33	9194
chr6	6	34	9003
chr6	6	35	8737
chr6	6	36	8280
chr6	6	37	7318
chr6	6	38	6734
chr6	6	39	6010
chr6	6	40	5081
chr6	6	41	4271
chr6	6	42	3591
chr6	6	43	3115
chr6	6	44	2481
chr6	6	45	1990
chr6	6	46	1522
chr6	6	47	1281
chr6	6	48	1009
chr6	6	49	739
chr6	6	50	592
chr6	6	51	525
chr6	6	52	348
chr6	6	53	293
chr6	6	54	208
chr6	6	55	194
chr6	6	56	143
chr6	6	57	95
chr6	6	58	68
chr6	6	59	44
chr6	6	60	26
chr6	6	61	8
chr6	6	63	4
chr6	6	64	1
chr6	6	65	2
chr7	6	7	137
chr7	6	8	154
chr7	6	9	167
chr7	6	10	202
chr7	6	11	232
chr7	6	12	286
chr7	6	13	281
