##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	584
chr1	6	8	725
chr1	6	9	833
chr1	6	10	888
chr1	6	11	1058
chr1	6	12	1176
chr1	6	13	1251
chr1	6	14	1400
chr1	6	15	1607
chr1	6	16	1943
chr1	6	17	2228
chr1	6	18	3022
chr1	6	19	3328
chr1	6	20	4740
chr1	6	21	5285
chr1	6	22	6157
chr1	6	23	6955
chr1	6	24	10238
chr1	6	25	16152
chr1	6	26	18882
chr1	6	27	18834
chr1	6	28	25458
chr1	6	29	29163
chr1	6	30	24255
chr1	6	31	25402
chr1	6	32	34046
chr1	6	33	43077
chr1	6	34	39035
chr1	6	35	32014
chr1	6	36	23820
chr1	6	37	16481
chr1	6	38	12408
chr1	6	39	8343
chr1	6	40	6466
chr1	6	41	4324
chr1	6	42	3484
chr1	6	43	2316
chr1	6	44	1742
chr1	6	45	1282
chr1	6	46	1034
chr1	6	47	857
chr1	6	48	742
chr1	6	49	730
chr1	6	50	712
chr1	6	51	814
chr1	6	52	987
chr1	6	53	1208
chr1	6	54	1322
chr1	6	55	1551
chr1	6	56	1486
chr1	6	57	1413
chr1	6	58	1206
chr1	6	59	959
chr1	6	60	713
chr1	6	61	502
chr1	6	62	252
chr1	6	63	155
chr1	6	64	69
chr1	6	65	21
chr1	6	66	9
chr1	6	67	2
chr1	6	68	3
chr2	6	7	681
chr2	6	8	824
chr2	6	9	915
chr2	6	10	981
chr2	6	11	1137
chr2	6	12	1280
chr2	6	13	1368
chr2	6	14	1544
chr2	6	15	1767
chr2	6	16	2029
chr2	6	17	2490
chr2	6	18	3194
chr2	6	19	3546
chr2	6	20	5186
chr2	6	21	5909
chr2	6	22	6729
chr2	6	23	7508
chr2	6	24	11003
chr2	6	25	16926
chr2	6	26	20333
chr2	6	27	19891
chr2	6	28	26639
chr2	6	29	30969
chr2	6	30	26028
chr2	6	31	27071
chr2	6	32	36907
chr2	6	33	46917
chr2	6	34	42312
chr2	6	35	34819
chr2	6	36	25764
chr2	6	37	18214
chr2	6	38	13417
chr2	6	39	9090
chr2	6	40	7096
chr2	6	41	4800
chr2	6	42	3783
chr2	6	43	2533
chr2	6	44	2009
chr2	6	45	1454
chr2	6	46	1067
chr2	6	47	868
chr2	6	48	778
chr2	6	49	699
chr2	6	50	790
chr2	6	51	877
chr2	6	52	1025
chr2	6	53	1159
chr2	6	54	1330
chr2	6	55	1631
chr2	6	56	1469
chr2	6	57	1359
chr2	6	58	1190
chr2	6	59	930
chr2	6	60	687
chr2	6	61	447
chr2	6	62	256
chr2	6	63	153
chr2	6	64	65
chr2	6	65	28
chr2	6	66	14
chr2	6	67	5
chr2	6	69	2
chr3	6	7	569
chr3	6	8	641
chr3	6	9	770
chr3	6	10	789
chr3	6	11	963
chr3	6	12	1029
chr3	6	13	1157
chr3	6	14	1213
chr3	6	15	1429
chr3	6	16	1707
chr3	6	17	2116
chr3	6	18	2697
chr3	6	19	2803
chr3	6	20	4362
chr3	6	21	4921
chr3	6	22	5669
chr3	6	23	6314
chr3	6	24	9165
chr3	6	25	14532
chr3	6	26	17183
chr3	6	27	16727
chr3	6	28	22371
chr3	6	29	26323
chr3	6	30	21542
chr3	6	31	22024
chr3	6	32	30145
chr3	6	33	38330
chr3	6	34	34802
chr3	6	35	28546
chr3	6	36	20743
chr3	6	37	14748
chr3	6	38	10904
chr3	6	39	7626
chr3	6	40	5887
chr3	6	41	3972
chr3	6	42	3078
chr3	6	43	2088
chr3	6	44	1596
chr3	6	45	1109
chr3	6	46	935
chr3	6	47	738
chr3	6	48	620
chr3	6	49	602
chr3	6	50	622
chr3	6	51	810
chr3	6	52	849
chr3	6	53	1086
chr3	6	54	1149
chr3	6	55	1291
chr3	6	56	1210
chr3	6	57	1206
chr3	6	58	1062
chr3	6	59	815
chr3	6	60	552
chr3	6	61	363
chr3	6	62	257
chr3	6	63	120
chr3	6	64	65
chr3	6	65	23
chr3	6	66	11
chr3	6	67	4
chr3	6	68	2
chr4	6	7	521
chr4	6	8	610
chr4	6	9	754
chr4	6	10	718
chr4	6	11	824
chr4	6	12	910
chr4	6	13	1049
chr4	6	14	1220
chr4	6	15	1344
chr4	6	16	1607
chr4	6	17	1912
chr4	6	18	2535
chr4	6	19	2719
chr4	6	20	4094
chr4	6	21	4621
chr4	6	22	5175
chr4	6	23	5838
chr4	6	24	8802
chr4	6	25	14079
chr4	6	26	16384
chr4	6	27	15527
chr4	6	28	21036
chr4	6	29	24860
chr4	6	30	19919
chr4	6	31	20536
chr4	6	32	27741
chr4	6	33	35952
chr4	6	34	32112
chr4	6	35	26684
chr4	6	36	19243
chr4	6	37	13690
chr4	6	38	10331
chr4	6	39	6999
chr4	6	40	5531
chr4	6	41	3693
chr4	6	42	2970
chr4	6	43	1988
chr4	6	44	1500
chr4	6	45	1097
chr4	6	46	829
chr4	6	47	645
chr4	6	48	552
chr4	6	49	591
chr4	6	50	549
chr4	6	51	675
chr4	6	52	747
chr4	6	53	890
chr4	6	54	987
chr4	6	55	1130
chr4	6	56	1016
chr4	6	57	984
chr4	6	58	845
chr4	6	59	631
chr4	6	60	466
chr4	6	61	316
chr4	6	62	200
chr4	6	63	112
chr4	6	64	45
chr4	6	65	21
chr4	6	66	13
chr4	6	67	3
chr4	6	69	1
chr5	6	7	504
chr5	6	8	570
chr5	6	9	661
chr5	6	10	685
chr5	6	11	806
chr5	6	12	971
chr5	6	13	1007
chr5	6	14	1143
chr5	6	15	1335
chr5	6	16	1541
chr5	6	17	1785
chr5	6	18	2430
chr5	6	19	2495
chr5	6	20	3874
chr5	6	21	4397
chr5	6	22	4972
chr5	6	23	5612
chr5	6	24	8398
chr5	6	25	13347
chr5	6	26	15277
chr5	6	27	15209
chr5	6	28	20174
chr5	6	29	23657
chr5	6	30	19240
chr5	6	31	19715
chr5	6	32	26737
chr5	6	33	34658
chr5	6	34	31188
chr5	6	35	25651
chr5	6	36	18888
chr5	6	37	13247
chr5	6	38	10354
chr5	6	39	6851
chr5	6	40	5274
chr5	6	41	3604
chr5	6	42	2792
chr5	6	43	1955
chr5	6	44	1469
chr5	6	45	1089
chr5	6	46	772
chr5	6	47	642
chr5	6	48	517
chr5	6	49	519
chr5	6	50	575
chr5	6	51	647
chr5	6	52	751
chr5	6	53	859
chr5	6	54	993
