##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	560
chr1	6	8	651
chr1	6	9	757
chr1	6	10	764
chr1	6	11	940
chr1	6	12	1017
chr1	6	13	1138
chr1	6	14	1300
chr1	6	15	1586
chr1	6	16	1942
chr1	6	17	2153
chr1	6	18	2951
chr1	6	19	3083
chr1	6	20	4131
chr1	6	21	4532
chr1	6	22	5648
chr1	6	23	6302
chr1	6	24	9091
chr1	6	25	8314
chr1	6	26	13375
chr1	6	27	14570
chr1	6	28	19872
chr1	6	29	20830
chr1	6	30	24602
chr1	6	31	28349
chr1	6	32	38931
chr1	6	33	47884
chr1	6	34	42182
chr1	6	35	36452
chr1	6	36	26175
chr1	6	37	19210
chr1	6	38	14222
chr1	6	39	9745
chr1	6	40	7565
chr1	6	41	4880
chr1	6	42	3734
chr1	6	43	2557
chr1	6	44	1846
chr1	6	45	1286
chr1	6	46	991
chr1	6	47	665
chr1	6	48	557
chr1	6	49	520
chr1	6	50	465
chr1	6	51	538
chr1	6	52	546
chr1	6	53	684
chr1	6	54	781
chr1	6	55	910
chr1	6	56	1054
chr1	6	57	1051
chr1	6	58	952
chr1	6	59	766
chr1	6	60	600
chr1	6	61	372
chr1	6	62	217
chr1	6	63	120
chr1	6	64	61
chr1	6	65	23
chr1	6	66	13
chr1	6	67	4
chr1	6	68	1
chr2	6	7	565
chr2	6	8	677
chr2	6	9	784
chr2	6	10	858
chr2	6	11	961
chr2	6	12	1114
chr2	6	13	1218
chr2	6	14	1381
chr2	6	15	1701
chr2	6	16	1842
chr2	6	17	2181
chr2	6	18	3131
chr2	6	19	3342
chr2	6	20	4195
chr2	6	21	4710
chr2	6	22	6165
chr2	6	23	6583
chr2	6	24	9581
chr2	6	25	8764
chr2	6	26	14007
chr2	6	27	15254
chr2	6	28	20844
chr2	6	29	22041
chr2	6	30	26280
chr2	6	31	30032
chr2	6	32	41130
chr2	6	33	51617
chr2	6	34	45526
chr2	6	35	38883
chr2	6	36	28370
chr2	6	37	20680
chr2	6	38	15506
chr2	6	39	10645
chr2	6	40	8186
chr2	6	41	5413
chr2	6	42	4150
chr2	6	43	2615
chr2	6	44	2012
chr2	6	45	1376
chr2	6	46	1007
chr2	6	47	790
chr2	6	48	583
chr2	6	49	531
chr2	6	50	482
chr2	6	51	518
chr2	6	52	588
chr2	6	53	667
chr2	6	54	829
chr2	6	55	900
chr2	6	56	1013
chr2	6	57	984
chr2	6	58	897
chr2	6	59	770
chr2	6	60	569
chr2	6	61	381
chr2	6	62	232
chr2	6	63	119
chr2	6	64	59
chr2	6	65	15
chr2	6	66	8
chr2	6	67	4
chr2	6	68	1
chr3	6	7	504
chr3	6	8	606
chr3	6	9	650
chr3	6	10	746
chr3	6	11	818
chr3	6	12	944
chr3	6	13	1034
chr3	6	14	1074
chr3	6	15	1362
chr3	6	16	1534
chr3	6	17	1801
chr3	6	18	2580
chr3	6	19	2634
chr3	6	20	3572
chr3	6	21	3719
chr3	6	22	4978
chr3	6	23	5425
chr3	6	24	7969
chr3	6	25	7113
chr3	6	26	11584
chr3	6	27	12383
chr3	6	28	17247
chr3	6	29	17839
chr3	6	30	21485
chr3	6	31	24481
chr3	6	32	33299
chr3	6	33	42606
chr3	6	34	37577
chr3	6	35	32165
chr3	6	36	23337
chr3	6	37	17080
chr3	6	38	12591
chr3	6	39	8546
chr3	6	40	6684
chr3	6	41	4467
chr3	6	42	3349
chr3	6	43	2378
chr3	6	44	1598
chr3	6	45	1141
chr3	6	46	759
chr3	6	47	673
chr3	6	48	513
chr3	6	49	384
chr3	6	50	382
chr3	6	51	410
chr3	6	52	447
chr3	6	53	543
chr3	6	54	690
chr3	6	55	739
chr3	6	56	881
chr3	6	57	801
chr3	6	58	754
chr3	6	59	643
chr3	6	60	468
chr3	6	61	294
chr3	6	62	184
chr3	6	63	82
chr3	6	64	48
chr3	6	65	19
chr3	6	66	8
chr3	6	67	3
chr4	6	7	472
chr4	6	8	555
chr4	6	9	600
chr4	6	10	645
chr4	6	11	769
chr4	6	12	844
chr4	6	13	907
chr4	6	14	1066
chr4	6	15	1292
chr4	6	16	1515
chr4	6	17	1729
chr4	6	18	2360
chr4	6	19	2405
chr4	6	20	3221
chr4	6	21	3627
chr4	6	22	4520
chr4	6	23	4936
chr4	6	24	7152
chr4	6	25	6699
chr4	6	26	10517
chr4	6	27	11051
chr4	6	28	15623
chr4	6	29	16366
chr4	6	30	19472
chr4	6	31	22490
chr4	6	32	30871
chr4	6	33	39192
chr4	6	34	34719
chr4	6	35	29809
chr4	6	36	21567
chr4	6	37	16034
chr4	6	38	11865
chr4	6	39	8286
chr4	6	40	6325
chr4	6	41	4227
chr4	6	42	3145
chr4	6	43	2231
chr4	6	44	1521
chr4	6	45	1086
chr4	6	46	765
chr4	6	47	553
chr4	6	48	451
chr4	6	49	385
chr4	6	50	339
chr4	6	51	381
chr4	6	52	429
chr4	6	53	481
chr4	6	54	571
chr4	6	55	680
chr4	6	56	689
chr4	6	57	658
chr4	6	58	590
chr4	6	59	517
chr4	6	60	382
chr4	6	61	252
chr4	6	62	137
chr4	6	63	86
chr4	6	64	42
chr4	6	65	21
chr4	6	66	7
chr4	6	67	3
chr4	6	68	2
chr5	6	7	445
chr5	6	8	533
chr5	6	9	544
chr5	6	10	620
chr5	6	11	767
chr5	6	12	847
chr5	6	13	925
chr5	6	14	1002
chr5	6	15	1288
chr5	6	16	1380
chr5	6	17	1658
chr5	6	18	2225
chr5	6	19	2495
chr5	6	20	3185
chr5	6	21	3523
chr5	6	22	4476
chr5	6	23	4672
chr5	6	24	7086
chr5	6	25	6338
chr5	6	26	10258
chr5	6	27	10959
chr5	6	28	15307
chr5	6	29	15869
chr5	6	30	19252
chr5	6	31	21820
chr5	6	32	30138
chr5	6	33	37655
chr5	6	34	33439
chr5	6	35	28926
chr5	6	36	20996
chr5	6	37	15553
chr5	6	38	11427
chr5	6	39	8014
chr5	6	40	6088
chr5	6	41	4161
chr5	6	42	3070
chr5	6	43	2096
chr5	6	44	1545
chr5	6	45	1056
chr5	6	46	763
chr5	6	47	546
chr5	6	48	442
chr5	6	49	355
chr5	6	50	358
chr5	6	51	340
chr5	6	52	455
chr5	6	53	483
chr5	6	54	632
chr5	6	55	647
chr5	6	56	747
chr5	6	57	753
chr5	6	58	652
chr5	6	59	547
chr5	6	60	408
chr5	6	61	289
chr5	6	62	153
chr5	6	63	89
chr5	6	64	47
chr5	6	65	11
chr5	6	66	3
chr5	6	67	1
chr5	6	68	1
chr5	6	70	1
chr6	6	7	423
chr6	6	8	513
chr6	6	9	550
chr6	6	10	598
chr6	6	11	674
chr6	6	12	748
chr6	6	13	909
chr6	6	14	941
chr6	6	15	1121
chr6	6	16	1374
chr6	6	17	1587
chr6	6	18	2226
chr6	6	19	2256
chr6	6	20	2990
chr6	6	21	3223
chr6	6	22	4269
chr6	6	23	4533
chr6	6	24	6701
chr6	6	25	6092
chr6	6	26	9917
chr6	6	27	10489
chr6	6	28	14702
chr6	6	29	15116
chr6	6	30	18457
chr6	6	31	21105
chr6	6	32	28568
chr6	6	33	35797
chr6	6	34	31726
chr6	6	35	27575
chr6	6	36	19548
chr6	6	37	14673
chr6	6	38	10804
chr6	6	39	7437
chr6	6	40	5532
chr6	6	41	3829
chr6	6	42	2836
chr6	6	43	1973
chr6	6	44	1327
chr6	6	45	952
chr6	6	46	682
chr6	6	47	507
chr6	6	48	455
chr6	6	49	344
chr6	6	50	331
chr6	6	51	376
chr6	6	52	399
chr6	6	53	445
chr6	6	54	589
chr6	6	55	709
chr6	6	56	701
chr6	6	57	723
chr6	6	58	700
chr6	6	59	492
chr6	6	60	389
chr6	6	61	264
chr6	6	62	154
chr6	6	63	98
chr6	6	64	51
chr6	6	65	19
chr6	6	66	8
chr6	6	67	2
chr6	6	69	2
chr7	6	7	378
chr7	6	8	457
chr7	6	9	466
chr7	6	10	556
chr7	6	11	593
chr7	6	12	722
chr7	6	13	783
chr7	6	14	868
chr7	6	15	1069
chr7	6	16	1255
chr7	6	17	1430
chr7	6	18	1882
chr7	6	19	2000
chr7	6	20	2605
chr7	6	21	3019
chr7	6	22	3697
chr7	6	23	4069
chr7	6	24	6008
chr7	6	25	5314
chr7	6	26	8566
chr7	6	27	9284
chr7	6	28	12976
chr7	6	29	13372
chr7	6	30	15932
chr7	6	31	18267
chr7	6	32	24895
chr7	6	33	31577
chr7	6	34	27589
chr7	6	35	24158
chr7	6	36	17370
chr7	6	37	12475
chr7	6	38	9296
chr7	6	39	6719
chr7	6	40	4875
chr7	6	41	3337
chr7	6	42	2467
chr7	6	43	1700
chr7	6	44	1220
chr7	6	45	832
chr7	6	46	628
chr7	6	47	493
chr7	6	48	370
chr7	6	49	288
chr7	6	50	301
chr7	6	51	293
chr7	6	52	342
chr7	6	53	443
chr7	6	54	463
chr7	6	55	529
chr7	6	56	573
chr7	6	57	575
chr7	6	58	526
chr7	6	59	459
chr7	6	60	324
chr7	6	61	234
chr7	6	62	127
chr7	6	63	71
chr7	6	64	38
chr7	6	65	10
chr7	6	66	2
chr7	6	74	1
chr8	6	7	374
chr8	6	8	439
chr8	6	9	488
chr8	6	10	522
chr8	6	11	600
chr8	6	12	665
chr8	6	13	745
chr8	6	14	902
chr8	6	15	1028
chr8	6	16	1201
chr8	6	17	1358
chr8	6	18	1896
chr8	6	19	1969
chr8	6	20	2659
chr8	6	21	2861
chr8	6	22	3679
chr8	6	23	3991
chr8	6	24	5779
chr8	6	25	5346
chr8	6	26	8428
chr8	6	27	9133
chr8	6	28	12841
chr8	6	29	13286
chr8	6	30	15897
chr8	6	31	17929
chr8	6	32	24669
chr8	6	33	31514
chr8	6	34	27773
chr8	6	35	24057
chr8	6	36	17294
chr8	6	37	12958
chr8	6	38	9630
chr8	6	39	6448
chr8	6	40	5027
chr8	6	41	3468
chr8	6	42	2555
chr8	6	43	1743
chr8	6	44	1271
chr8	6	45	912
chr8	6	46	586
chr8	6	47	486
chr8	6	48	364
chr8	6	49	321
chr8	6	50	317
chr8	6	51	316
chr8	6	52	351
chr8	6	53	407
chr8	6	54	518
chr8	6	55	573
chr8	6	56	599
chr8	6	57	569
chr8	6	58	554
chr8	6	59	431
chr8	6	60	324
chr8	6	61	206
chr8	6	62	132
chr8	6	63	78
chr8	6	64	34
chr8	6	65	18
chr8	6	66	10
chr8	6	67	1
chr9	6	7	279
chr9	6	8	324
chr9	6	9	384
chr9	6	10	405
chr9	6	11	442
chr9	6	12	540
chr9	6	13	603
chr9	6	14	647
chr9	6	15	798
chr9	6	16	947
chr9	6	17	1050
chr9	6	18	1450
chr9	6	19	1582
chr9	6	20	2013
chr9	6	21	2301
chr9	6	22	2889
chr9	6	23	3140
chr9	6	24	4538
chr9	6	25	4145
chr9	6	26	6539
chr9	6	27	7029
chr9	6	28	9942
chr9	6	29	10368
chr9	6	30	12252
chr9	6	31	14259
chr9	6	32	19312
chr9	6	33	23989
chr9	6	34	21307
chr9	6	35	18137
chr9	6	36	13034
chr9	6	37	9704
chr9	6	38	7084
chr9	6	39	5001
chr9	6	40	3615
chr9	6	41	2571
chr9	6	42	1874
chr9	6	43	1259
chr9	6	44	948
chr9	6	45	591
chr9	6	46	449
chr9	6	47	364
chr9	6	48	291
chr9	6	49	234
chr9	6	50	242
chr9	6	51	264
chr9	6	52	257
chr9	6	53	377
chr9	6	54	393
chr9	6	55	460
chr9	6	56	534
chr9	6	57	443
chr9	6	58	418
chr9	6	59	392
chr9	6	60	247
chr9	6	61	206
chr9	6	62	102
chr9	6	63	57
chr9	6	64	20
chr9	6	65	16
chr9	6	66	2
chr9	6	67	1
chr9	6	69	1
chr10	6	7	359
chr10	6	8	395
chr10	6	9	466
chr10	6	10	455
chr10	6	11	585
chr10	6	12	616
chr10	6	13	720
chr10	6	14	788
chr10	6	15	945
chr10	6	16	1091
chr10	6	17	1317
chr10	6	18	1703
chr10	6	19	1921
chr10	6	20	2390
chr10	6	21	2688
chr10	6	22	3468
chr10	6	23	3667
chr10	6	24	5220
chr10	6	25	4907
chr10	6	26	7810
chr10	6	27	8362
chr10	6	28	11784
chr10	6	29	12255
chr10	6	30	14652
chr10	6	31	16706
chr10	6	32	22739
chr10	6	33	28503
chr10	6	34	25473
chr10	6	35	21427
chr10	6	36	16031
chr10	6	37	11652
chr10	6	38	8485
chr10	6	39	5978
chr10	6	40	4438
chr10	6	41	3192
chr10	6	42	2210
chr10	6	43	1530
chr10	6	44	1149
chr10	6	45	774
chr10	6	46	548
chr10	6	47	398
chr10	6	48	334
chr10	6	49	320
chr10	6	50	246
chr10	6	51	295
chr10	6	52	348
chr10	6	53	438
chr10	6	54	487
chr10	6	55	541
chr10	6	56	573
chr10	6	57	566
chr10	6	58	483
chr10	6	59	459
chr10	6	60	327
chr10	6	61	220
chr10	6	62	125
chr10	6	63	57
chr10	6	64	29
chr10	6	65	15
chr10	6	66	7
chr10	6	67	2
chr10	6	68	4
chr10	6	70	1
chr11	6	7	318
chr11	6	8	372
chr11	6	9	494
chr11	6	10	475
chr11	6	11	547
chr11	6	12	649
chr11	6	13	639
