##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	521
chr1	6	8	602
chr1	6	9	686
chr1	6	10	751
chr1	6	11	893
chr1	6	12	942
chr1	6	13	1068
chr1	6	14	1182
chr1	6	15	1278
chr1	6	16	1551
chr1	6	17	1724
chr1	6	18	2056
chr1	6	19	2276
chr1	6	20	2839
chr1	6	21	3072
chr1	6	22	3724
chr1	6	23	4271
chr1	6	24	5969
chr1	6	25	5428
chr1	6	26	9028
chr1	6	27	10665
chr1	6	28	16187
chr1	6	29	18454
chr1	6	30	22696
chr1	6	31	27867
chr1	6	32	39567
chr1	6	33	50661
chr1	6	34	45046
chr1	6	35	36715
chr1	6	36	26320
chr1	6	37	18530
chr1	6	38	13158
chr1	6	39	8635
chr1	6	40	6792
chr1	6	41	4337
chr1	6	42	3381
chr1	6	43	2091
chr1	6	44	1527
chr1	6	45	1083
chr1	6	46	771
chr1	6	47	651
chr1	6	48	447
chr1	6	49	454
chr1	6	50	461
chr1	6	51	544
chr1	6	52	627
chr1	6	53	748
chr1	6	54	832
chr1	6	55	1045
chr1	6	56	1102
chr1	6	57	1103
chr1	6	58	1005
chr1	6	59	858
chr1	6	60	658
chr1	6	61	436
chr1	6	62	252
chr1	6	63	123
chr1	6	64	66
chr1	6	65	38
chr1	6	66	8
chr1	6	67	1
chr1	6	68	1
chr2	6	7	536
chr2	6	8	605
chr2	6	9	744
chr2	6	10	863
chr2	6	11	966
chr2	6	12	1018
chr2	6	13	1178
chr2	6	14	1240
chr2	6	15	1482
chr2	6	16	1612
chr2	6	17	1794
chr2	6	18	2177
chr2	6	19	2407
chr2	6	20	2936
chr2	6	21	3258
chr2	6	22	3967
chr2	6	23	4637
chr2	6	24	6574
chr2	6	25	5759
chr2	6	26	9359
chr2	6	27	11507
chr2	6	28	17246
chr2	6	29	19818
chr2	6	30	24366
chr2	6	31	29525
chr2	6	32	42271
chr2	6	33	54930
chr2	6	34	49048
chr2	6	35	40008
chr2	6	36	28534
chr2	6	37	19801
chr2	6	38	14568
chr2	6	39	9532
chr2	6	40	7509
chr2	6	41	4667
chr2	6	42	3686
chr2	6	43	2361
chr2	6	44	1697
chr2	6	45	1212
chr2	6	46	828
chr2	6	47	647
chr2	6	48	496
chr2	6	49	470
chr2	6	50	472
chr2	6	51	487
chr2	6	52	575
chr2	6	53	746
chr2	6	54	871
chr2	6	55	1034
chr2	6	56	1112
chr2	6	57	1140
chr2	6	58	1032
chr2	6	59	882
chr2	6	60	666
chr2	6	61	401
chr2	6	62	234
chr2	6	63	155
chr2	6	64	56
chr2	6	65	31
chr2	6	66	14
chr2	6	67	4
chr3	6	7	411
chr3	6	8	495
chr3	6	9	594
chr3	6	10	631
chr3	6	11	745
chr3	6	12	835
chr3	6	13	911
chr3	6	14	1056
chr3	6	15	1204
chr3	6	16	1384
chr3	6	17	1440
chr3	6	18	1767
chr3	6	19	1948
chr3	6	20	2396
chr3	6	21	2727
chr3	6	22	3286
chr3	6	23	3696
chr3	6	24	5352
chr3	6	25	4717
chr3	6	26	7746
chr3	6	27	9586
chr3	6	28	14436
chr3	6	29	16205
chr3	6	30	19882
chr3	6	31	24471
chr3	6	32	34667
chr3	6	33	45423
chr3	6	34	40271
chr3	6	35	33108
chr3	6	36	23640
chr3	6	37	16241
chr3	6	38	12006
chr3	6	39	7711
chr3	6	40	6010
chr3	6	41	3942
chr3	6	42	2907
chr3	6	43	1913
chr3	6	44	1378
chr3	6	45	952
chr3	6	46	707
chr3	6	47	521
chr3	6	48	465
chr3	6	49	407
chr3	6	50	356
chr3	6	51	407
chr3	6	52	466
chr3	6	53	602
chr3	6	54	697
chr3	6	55	849
chr3	6	56	906
chr3	6	57	944
chr3	6	58	819
chr3	6	59	715
chr3	6	60	528
chr3	6	61	361
chr3	6	62	209
chr3	6	63	103
chr3	6	64	45
chr3	6	65	25
chr3	6	66	6
chr3	6	67	3
chr3	6	73	1
chr4	6	7	399
chr4	6	8	516
chr4	6	9	530
chr4	6	10	643
chr4	6	11	690
chr4	6	12	783
chr4	6	13	944
chr4	6	14	996
chr4	6	15	1072
chr4	6	16	1210
chr4	6	17	1377
chr4	6	18	1648
chr4	6	19	1784
chr4	6	20	2269
chr4	6	21	2531
chr4	6	22	3121
chr4	6	23	3420
chr4	6	24	4875
chr4	6	25	4487
chr4	6	26	7101
chr4	6	27	8842
chr4	6	28	13270
chr4	6	29	15136
chr4	6	30	18557
chr4	6	31	22715
chr4	6	32	32631
chr4	6	33	42712
chr4	6	34	37180
chr4	6	35	31112
chr4	6	36	22034
chr4	6	37	15371
chr4	6	38	11209
chr4	6	39	7356
chr4	6	40	5725
chr4	6	41	3651
chr4	6	42	2795
chr4	6	43	1832
chr4	6	44	1330
chr4	6	45	930
chr4	6	46	676
chr4	6	47	495
chr4	6	48	392
chr4	6	49	326
chr4	6	50	327
chr4	6	51	391
chr4	6	52	370
chr4	6	53	499
chr4	6	54	593
chr4	6	55	713
chr4	6	56	783
chr4	6	57	772
chr4	6	58	750
chr4	6	59	632
chr4	6	60	403
chr4	6	61	303
chr4	6	62	169
chr4	6	63	75
chr4	6	64	42
chr4	6	65	25
chr4	6	66	3
chr4	6	67	5
chr4	6	68	1
chr5	6	7	374
chr5	6	8	494
chr5	6	9	516
chr5	6	10	613
chr5	6	11	709
chr5	6	12	796
chr5	6	13	835
chr5	6	14	922
chr5	6	15	967
chr5	6	16	1175
chr5	6	17	1275
chr5	6	18	1548
chr5	6	19	1769
chr5	6	20	2120
chr5	6	21	2419
chr5	6	22	2916
chr5	6	23	3286
chr5	6	24	4801
chr5	6	25	4253
chr5	6	26	6899
chr5	6	27	8451
chr5	6	28	12851
chr5	6	29	14349
chr5	6	30	18137
chr5	6	31	21906
chr5	6	32	31493
chr5	6	33	40941
chr5	6	34	35932
chr5	6	35	29892
chr5	6	36	21300
chr5	6	37	14804
chr5	6	38	10689
chr5	6	39	7085
chr5	6	40	5588
chr5	6	41	3543
chr5	6	42	2706
chr5	6	43	1757
chr5	6	44	1261
chr5	6	45	841
chr5	6	46	679
chr5	6	47	506
chr5	6	48	376
chr5	6	49	340
chr5	6	50	332
chr5	6	51	358
chr5	6	52	434
chr5	6	53	493
chr5	6	54	639
chr5	6	55	777
chr5	6	56	779
chr5	6	57	785
chr5	6	58	755
chr5	6	59	613
chr5	6	60	493
chr5	6	61	287
chr5	6	62	182
chr5	6	63	104
chr5	6	64	41
chr5	6	65	18
chr5	6	66	4
chr5	6	67	2
chr5	6	68	1
chr6	6	7	379
chr6	6	8	453
chr6	6	9	497
chr6	6	10	589
chr6	6	11	654
chr6	6	12	771
chr6	6	13	847
chr6	6	14	880
chr6	6	15	997
chr6	6	16	1124
chr6	6	17	1270
chr6	6	18	1496
chr6	6	19	1713
chr6	6	20	2100
chr6	6	21	2369
chr6	6	22	2804
chr6	6	23	3027
chr6	6	24	4619
chr6	6	25	4080
chr6	6	26	6547
chr6	6	27	8100
chr6	6	28	12147
chr6	6	29	13901
chr6	6	30	17239
chr6	6	31	20825
chr6	6	32	29803
chr6	6	33	38837
chr6	6	34	34029
chr6	6	35	28044
chr6	6	36	20087
chr6	6	37	13742
chr6	6	38	10153
chr6	6	39	6608
chr6	6	40	5112
chr6	6	41	3483
chr6	6	42	2634
chr6	6	43	1651
chr6	6	44	1256
chr6	6	45	823
chr6	6	46	628
chr6	6	47	430
chr6	6	48	385
chr6	6	49	341
chr6	6	50	310
chr6	6	51	370
chr6	6	52	410
chr6	6	53	531
chr6	6	54	624
chr6	6	55	736
chr6	6	56	764
chr6	6	57	765
chr6	6	58	755
chr6	6	59	607
chr6	6	60	429
chr6	6	61	326
chr6	6	62	164
chr6	6	63	91
chr6	6	64	48
chr6	6	65	22
chr6	6	66	9
chr6	6	67	4
chr6	6	68	3
chr7	6	7	306
chr7	6	8	374
chr7	6	9	454
chr7	6	10	536
chr7	6	11	601
chr7	6	12	674
chr7	6	13	737
chr7	6	14	731
chr7	6	15	893
chr7	6	16	1000
chr7	6	17	1161
chr7	6	18	1387
chr7	6	19	1541
chr7	6	20	1813
chr7	6	21	2007
chr7	6	22	2473
chr7	6	23	2676
chr7	6	24	3900
chr7	6	25	3595
chr7	6	26	5717
chr7	6	27	7143
chr7	6	28	10654
chr7	6	29	12044
chr7	6	30	14956
chr7	6	31	18208
chr7	6	32	26002
chr7	6	33	33885
chr7	6	34	29881
chr7	6	35	24419
chr7	6	36	17496
chr7	6	37	12264
chr7	6	38	8902
chr7	6	39	5944
chr7	6	40	4441
chr7	6	41	2979
chr7	6	42	2204
chr7	6	43	1427
chr7	6	44	1073
chr7	6	45	728
chr7	6	46	536
chr7	6	47	396
chr7	6	48	327
chr7	6	49	283
chr7	6	50	302
chr7	6	51	289
chr7	6	52	370
chr7	6	53	434
chr7	6	54	512
chr7	6	55	629
chr7	6	56	679
chr7	6	57	727
chr7	6	58	627
chr7	6	59	526
chr7	6	60	368
chr7	6	61	218
chr7	6	62	160
chr7	6	63	99
chr7	6	64	45
chr7	6	65	24
chr7	6	66	8
chr7	6	67	1
chr7	6	68	2
chr8	6	7	364
chr8	6	8	405
chr8	6	9	424
chr8	6	10	494
chr8	6	11	570
chr8	6	12	609
chr8	6	13	687
chr8	6	14	808
chr8	6	15	909
chr8	6	16	981
chr8	6	17	1039
chr8	6	18	1346
chr8	6	19	1485
chr8	6	20	1801
chr8	6	21	1874
chr8	6	22	2425
chr8	6	23	2741
chr8	6	24	3884
chr8	6	25	3563
chr8	6	26	5852
chr8	6	27	7044
chr8	6	28	10354
chr8	6	29	11947
chr8	6	30	14777
chr8	6	31	18019
chr8	6	32	26109
chr8	6	33	33972
chr8	6	34	29743
chr8	6	35	24857
chr8	6	36	17428
chr8	6	37	12382
chr8	6	38	9026
chr8	6	39	5982
chr8	6	40	4651
chr8	6	41	3023
chr8	6	42	2164
chr8	6	43	1470
chr8	6	44	1088
chr8	6	45	738
chr8	6	46	529
chr8	6	47	413
chr8	6	48	318
chr8	6	49	282
chr8	6	50	271
chr8	6	51	312
chr8	6	52	362
chr8	6	53	447
chr8	6	54	526
chr8	6	55	626
chr8	6	56	679
chr8	6	57	671
chr8	6	58	606
chr8	6	59	473
chr8	6	60	344
chr8	6	61	227
chr8	6	62	149
chr8	6	63	70
chr8	6	64	31
chr8	6	65	16
chr8	6	66	5
chr8	6	67	2
chr9	6	7	249
chr9	6	8	298
chr9	6	9	363
chr9	6	10	381
chr9	6	11	457
chr9	6	12	452
chr9	6	13	496
chr9	6	14	557
chr9	6	15	603
chr9	6	16	715
chr9	6	17	810
chr9	6	18	1047
chr9	6	19	1122
chr9	6	20	1406
chr9	6	21	1607
chr9	6	22	1886
chr9	6	23	2162
chr9	6	24	3079
chr9	6	25	2665
chr9	6	26	4225
chr9	6	27	5416
chr9	6	28	8128
chr9	6	29	9277
chr9	6	30	11363
chr9	6	31	13719
chr9	6	32	20021
chr9	6	33	25210
chr9	6	34	22533
chr9	6	35	18665
chr9	6	36	13139
chr9	6	37	9208
chr9	6	38	6637
chr9	6	39	4298
chr9	6	40	3412
chr9	6	41	2217
chr9	6	42	1555
chr9	6	43	1073
chr9	6	44	801
chr9	6	45	589
chr9	6	46	429
chr9	6	47	319
chr9	6	48	233
chr9	6	49	204
chr9	6	50	212
chr9	6	51	234
chr9	6	52	296
chr9	6	53	350
chr9	6	54	383
chr9	6	55	523
chr9	6	56	524
chr9	6	57	545
chr9	6	58	463
chr9	6	59	401
chr9	6	60	284
chr9	6	61	182
chr9	6	62	97
chr9	6	63	65
chr9	6	64	21
chr9	6	65	9
chr9	6	66	7
chr9	6	67	1
chr10	6	7	294
chr10	6	8	396
chr10	6	9	401
chr10	6	10	417
chr10	6	11	485
chr10	6	12	584
