##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	524
chr1	6	8	591
chr1	6	9	666
chr1	6	10	789
chr1	6	11	850
chr1	6	12	923
chr1	6	13	1076
chr1	6	14	1070
chr1	6	15	1256
chr1	6	16	1347
chr1	6	17	1473
chr1	6	18	1777
chr1	6	19	1932
chr1	6	20	2155
chr1	6	21	2439
chr1	6	22	2844
chr1	6	23	3271
chr1	6	24	4763
chr1	6	25	4188
chr1	6	26	7335
chr1	6	27	8924
chr1	6	28	14053
chr1	6	29	16286
chr1	6	30	20697
chr1	6	31	25424
chr1	6	32	37022
chr1	6	33	48181
chr1	6	34	44444
chr1	6	35	38525
chr1	6	36	28604
chr1	6	37	20842
chr1	6	38	15774
chr1	6	39	10879
chr1	6	40	8414
chr1	6	41	5618
chr1	6	42	4121
chr1	6	43	2793
chr1	6	44	2074
chr1	6	45	1454
chr1	6	46	1007
chr1	6	47	745
chr1	6	48	626
chr1	6	49	513
chr1	6	50	472
chr1	6	51	539
chr1	6	52	529
chr1	6	53	755
chr1	6	54	956
chr1	6	55	1072
chr1	6	56	1160
chr1	6	57	1170
chr1	6	58	1037
chr1	6	59	896
chr1	6	60	698
chr1	6	61	485
chr1	6	62	277
chr1	6	63	150
chr1	6	64	73
chr1	6	65	30
chr1	6	66	8
chr1	6	67	7
chr2	6	7	601
chr2	6	8	679
chr2	6	9	759
chr2	6	10	818
chr2	6	11	954
chr2	6	12	999
chr2	6	13	1129
chr2	6	14	1185
chr2	6	15	1361
chr2	6	16	1457
chr2	6	17	1571
chr2	6	18	1890
chr2	6	19	1956
chr2	6	20	2403
chr2	6	21	2609
chr2	6	22	3149
chr2	6	23	3421
chr2	6	24	5049
chr2	6	25	4436
chr2	6	26	7677
chr2	6	27	9467
chr2	6	28	15186
chr2	6	29	17211
chr2	6	30	21616
chr2	6	31	27321
chr2	6	32	40050
chr2	6	33	52315
chr2	6	34	47688
chr2	6	35	41440
chr2	6	36	31282
chr2	6	37	23149
chr2	6	38	17266
chr2	6	39	11781
chr2	6	40	9120
chr2	6	41	6183
chr2	6	42	4609
chr2	6	43	3134
chr2	6	44	2328
chr2	6	45	1521
chr2	6	46	1069
chr2	6	47	793
chr2	6	48	694
chr2	6	49	521
chr2	6	50	504
chr2	6	51	580
chr2	6	52	634
chr2	6	53	759
chr2	6	54	959
chr2	6	55	1062
chr2	6	56	1220
chr2	6	57	1185
chr2	6	58	1113
chr2	6	59	933
chr2	6	60	666
chr2	6	61	436
chr2	6	62	299
chr2	6	63	151
chr2	6	64	80
chr2	6	65	41
chr2	6	66	17
chr2	6	67	9
chr2	6	68	5
chr3	6	7	446
chr3	6	8	570
chr3	6	9	602
chr3	6	10	708
chr3	6	11	782
chr3	6	12	801
chr3	6	13	879
chr3	6	14	978
chr3	6	15	1055
chr3	6	16	1284
chr3	6	17	1288
chr3	6	18	1505
chr3	6	19	1571
chr3	6	20	1858
chr3	6	21	2186
chr3	6	22	2580
chr3	6	23	2866
chr3	6	24	4086
chr3	6	25	3751
chr3	6	26	6419
chr3	6	27	7841
chr3	6	28	12287
chr3	6	29	14126
chr3	6	30	18003
chr3	6	31	22193
