##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	212
chr1	6	8	237
chr1	6	9	305
chr1	6	10	324
chr1	6	11	406
chr1	6	12	469
chr1	6	13	581
chr1	6	14	645
chr1	6	15	791
chr1	6	16	1000
chr1	6	17	1158
chr1	6	18	1409
chr1	6	19	1599
chr1	6	20	1914
chr1	6	21	2136
chr1	6	22	2573
chr1	6	23	2702
chr1	6	24	3676
chr1	6	25	3433
chr1	6	26	5510
chr1	6	27	6381
chr1	6	28	8996
chr1	6	29	9826
chr1	6	30	11751
chr1	6	31	14273
chr1	6	32	19631
chr1	6	33	24559
chr1	6	34	20491
chr1	6	35	16388
chr1	6	36	10998
chr1	6	37	7626
chr1	6	38	5261
chr1	6	39	3588
chr1	6	40	2300
chr1	6	41	1713
chr1	6	42	1286
chr1	6	43	825
chr1	6	44	648
chr1	6	45	484
chr1	6	46	353
chr1	6	47	298
chr1	6	48	254
chr1	6	49	258
chr1	6	50	233
chr1	6	51	243
chr1	6	52	275
chr1	6	53	280
chr1	6	54	288
chr1	6	55	356
chr1	6	56	369
chr1	6	57	341
chr1	6	58	309
chr1	6	59	249
chr1	6	60	168
chr1	6	61	101
chr1	6	62	79
chr1	6	63	29
chr1	6	64	13
chr1	6	65	3
chr1	6	66	2
chr1	6	67	1
chr2	6	7	224
chr2	6	8	223
chr2	6	9	280
chr2	6	10	354
chr2	6	11	396
chr2	6	12	474
chr2	6	13	530
chr2	6	14	675
chr2	6	15	904
chr2	6	16	1068
chr2	6	17	1145
chr2	6	18	1555
chr2	6	19	1612
chr2	6	20	2064
chr2	6	21	2202
chr2	6	22	2679
chr2	6	23	2790
chr2	6	24	3831
chr2	6	25	3675
chr2	6	26	5786
chr2	6	27	6703
chr2	6	28	9250
chr2	6	29	10374
chr2	6	30	12495
chr2	6	31	15290
chr2	6	32	20742
chr2	6	33	26524
chr2	6	34	21293
chr2	6	35	17614
chr2	6	36	11595
chr2	6	37	8336
chr2	6	38	5635
chr2	6	39	3763
chr2	6	40	2787
chr2	6	41	1778
chr2	6	42	1293
chr2	6	43	940
chr2	6	44	667
chr2	6	45	497
chr2	6	46	362
chr2	6	47	306
chr2	6	48	260
chr2	6	49	249
chr2	6	50	247
chr2	6	51	244
chr2	6	52	275
chr2	6	53	277
chr2	6	54	300
chr2	6	55	367
chr2	6	56	334
chr2	6	57	372
chr2	6	58	309
chr2	6	59	224
chr2	6	60	155
chr2	6	61	112
chr2	6	62	63
chr2	6	63	28
chr2	6	64	15
chr2	6	65	8
chr2	6	66	2
chr2	6	67	1
chr2	6	68	1
chr2	6	69	2
chr3	6	7	175
chr3	6	8	193
chr3	6	9	231
chr3	6	10	251
chr3	6	11	348
chr3	6	12	389
chr3	6	13	458
chr3	6	14	517
chr3	6	15	703
chr3	6	16	848
chr3	6	17	930
chr3	6	18	1271
chr3	6	19	1310
chr3	6	20	1681
chr3	6	21	1711
chr3	6	22	2164
chr3	6	23	2277
chr3	6	24	3248
chr3	6	25	2936
chr3	6	26	4698
chr3	6	27	5464
chr3	6	28	7729
chr3	6	29	8501
chr3	6	30	10260
chr3	6	31	12449
chr3	6	32	17073
chr3	6	33	21594
chr3	6	34	17398
chr3	6	35	14202
chr3	6	36	9561
chr3	6	37	6806
chr3	6	38	4597
chr3	6	39	3140
chr3	6	40	2248
chr3	6	41	1562
chr3	6	42	1040
chr3	6	43	791
chr3	6	44	531
chr3	6	45	416
chr3	6	46	329
chr3	6	47	283
chr3	6	48	218
chr3	6	49	193
chr3	6	50	205
chr3	6	51	179
