##Median	7159.59724001626
##autosomal	2037372.14510266
chr1	171854.980097275	0.0843512956189041	24.0034424194628
chr2	186613.705951163	0.0915952966176242	26.0648329361526
chr3	149079.649461499	0.073172517755212	20.8223513786873
chr4	144146.140862596	0.0707510118900408	20.1332751033728
chr5	138288.023245717	0.0678756817099551	19.3150562259006
chr6	130651.881053453	0.0641276466685321	18.2484959242143
chr7	113159.323449728	0.0555418035540219	15.8052638516117
chr8	113180.196515813	0.0555520486465224	15.8081792483002
chr9	85674.5120343314	0.0420514790291365	11.9663870972352
chr10	101327.653519028	0.0497344845724897	14.1527030253448
chr11	100957.386818878	0.0495527471805063	14.1009868899621
chr12	99960.3713515668	0.0490633837278314	13.9617310863341
chr13	76353.5548558139	0.037476489034833	10.664504202703
chr14	67601.210159828	0.0331805901647986	9.44204092682656
chr15	60481.476587477	0.0296860231121052	8.4476087913766
chr16	56113.0616037968	0.0275418812113824	7.83746064515625
chr17	54761.1907921833	0.0268783446970234	7.64864125123034
chr18	60839.3367609111	0.0298616710291018	8.49759207415597
chr19	26978.2134298111	0.013241671873575	3.76811886554527
chr20	48496.2364982734	0.0238033275436922	6.77359841238265
chr21	26267.694681911	0.0128929291317996	3.66887882115718
chr22	24586.3453715365	0.0120676752308782	3.43404028848426
chrX	99930.048826425	0.049048500572972	13.9574958585517
chrY	395.478014336249	0.000194111819623568	0.0552374667286942
