chrom	loc.start	loc.end	num.mark	seg.mean	FusedLasso	Effective
chr1	860001	14660001	8	0.247892279950369	0.163847904750305	14120000
chr1	16420001	35340001	11	-0.573314826201037	-0.593386722507029	20120000
chr1	37340001	96200001	34	0.0123291906273649	-0.0192345308552394	59920000
chr1	97980001	151940001	15	-0.697675849046446	-0.826327304162934	27480000
chr1	153820001	168800001	9	0.37457295250832	0.286796292558906	16480000
chr1	170660001	207580001	21	-0.377756354587253	-0.543816435596935	37680000
chr1	209280001	227260001	11	0.427883535710958	0.372746331662463	19500000
chr1	229180001	241460001	8	-0.630374527587617	-0.558908470345616	14020000
chr1	243780001	245620001	2	0.883122089053888	0.323224683029173	5020000
chr2	40001	6940001	5	0.86272802298018	0.529779448387175	8220000
chr2	8480001	15420001	5	-0.092577755172729	-0.105594929735442	8480000
chr2	17120001	27520001	7	-0.122713656950126	-0.140591855669639	12160000
chr2	29340001	97420001	34	-0.371239090256218	-0.687887351805514	60840000
chr2	99800001	138420001	21	0.303124169232038	0.369152126851998	36400000
chr2	140160001	140160001	1	-0.170885893179079	-0.0948500574595714	1780000
chr2	141940001	197540001	32	-0.420221966963301	-0.751081029014394	57160000
chr2	199420001	240060001	24	0.0737857405050194	0.0634963798516992	43360000
chr3	120001	19180001	12	-0.563619877174231	-0.668106629939304	20820000
chr3	21100001	40560001	12	-0.408326241627855	-0.493503275925408	21160000
chr3	42340001	49940001	5	-0.226973287553095	-0.199132651751161	9560000
chr3	51920001	72260001	13	-0.167791657409378	-0.230763201682765	21860000
chr3	73940001	79780001	4	1.39563859606761	0.871560270086084	7120000
chr3	81620001	105060001	8	-0.298426182208063	-0.308366344852884	14820000
chr3	106860001	108540001	2	2.47782503575719	1.10294507327343	3580000
chr3	110440001	112240001	2	0.144222934239267	0.031795530544114	3640000
chr3	114080001	124680001	7	0.109979340747451	0.0600382943760427	12200000
chr3	126680001	142840001	10	-0.441581023941379	-0.487634471653392	17640000
chr3	144520001	175720001	18	0.392125879388136	0.505566118261778	32880000
chr3	177600001	177600001	1	-0.31861301867004	-0.137816624040909	1880000
chr3	179480001	193840001	9	-0.676387158860479	-0.693009242642466	18060000
chr4	60001	16700001	10	0.0778368948560087	0.0540467508063468	17040000
chr4	18440001	25340001	5	1.01758378970435	0.784516388258023	8660000
chr4	27140001	28920001	2	-1.61598660979601	-0.857217487468262	3640000
chr4	30780001	63380001	16	0.800232514082688	1.11768540544663	29840000
chr4	65400001	77580001	7	-0.667829973064015	-0.670594682074279	13280000
chr4	79320001	94080001	9	0.640976507455779	0.657642016690906	16560000
chr4	95900001	107240001	7	-0.083842363749333	-0.11440822311467	13060000
chr4	109060001	120440001	7	-0.899028770260293	-0.890787094168811	12780000
chr4	122220001	127680001	4	1.1382476960958	0.784915547945143	7440000
chr4	129660001	150620001	12	0.210580097986688	0.228031266217262	22080000
chr4	152480001	170820001	11	-0.250898593475272	-0.33410241000194	20100000
chr4	172660001	188740001	10	0.372898325248942	0.389923701745476	18120000
chr5	40001	29340001	17	0.721069204581586	1.09507395204182	30020000
chr5	31220001	35180001	3	0.242913213292041	0.124615219487312	5380000
chr5	36940001	36940001	1	0.210997024374623	0.0448657887355981	1780000
chr5	38780001	51000001	5	0.208730962829635	0.142105179428154	9380000
chr5	52820001	52820001	1	0.0690982531151045	-0.00908811668627206	1800000
chr5	54620001	118560001	35	-0.422640114740817	-0.98607324651903	63360000
chr5	120420001	131380001	7	-0.104523445037379	-0.140510662260317	12700000
chr5	133120001	177000001	26	0.216087822936955	0.383587842511528	46660000
chr6	180001	5180001	4	0.361781449784627	0.207339970720515	6720000
chr6	6900001	26540001	12	-0.212004741629231	-0.323409525990055	21560000
chr6	28780001	38980001	6	-0.933960149603809	-0.888869969647897	11220000
chr6	40460001	49060001	6	-0.276243718437256	-0.302386659927318	10380000
chr6	50860001	50860001	1	-0.225467847094132	-0.138139005130736	1700000
chr6	52560001	65260001	5	0.562827122835076	0.402082164630453	8980000
chr6	67200001	74740001	5	-1.09539971116305	-0.947720501162805	9480000
chr6	76680001	76680001	1	-0.140657145767809	-0.107265069445871	1960000
chr6	78680001	88360001	6	0.784404442915612	0.643389383733289	11480000
chr6	90220001	114060001	14	-0.330949066597162	-0.506843108729237	25520000
chr6	115980001	125100001	6	1.1468686523978	0.966597379092823	10820000
chr6	126820001	164400001	22	0.460509905214498	0.730244964314843	39060000
chr6	166140001	167920001	2	-0.974602647173178	-0.557807164745915	4540000
chr7	60001	44260001	25	0.0237349757117141	-0.000132486324950829	44280000
chr7	46200001	100200001	24	0.559904757917584	1.06925913728983	46260000
