##Gender	Female	NULL
chr1	-0.151838850134579
chr2	0.0665881012629697
chr3	0.403706822368351
chr4	0.376471153217843
chr5	0.793932844853636
chr6	0.0145586832281632
chr7	-0.2971772067082
chr8	-0.529977592466198
chr9	0.153535174234736
chr10	-0.425309364462374
chr11	-0.687909938141982
chr12	-0.210885506784425
chr13	1.69654158981292
chr14	0.245277702454561
chr15	-0.36242032631769
chr16	-0.671647356751277
chr17	-0.563209406678722
chr18	-1.00055572001251
chr19	0.509537294473336
chr20	-0.233884847138175
chr21	0.998225597178254
chr22	-0.0212029011524075
chrX	0.075612482561605
