##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	234
chr1	6	8	258
chr1	6	9	286
chr1	6	10	322
chr1	6	11	369
chr1	6	12	450
chr1	6	13	530
chr1	6	14	637
chr1	6	15	697
chr1	6	16	790
chr1	6	17	845
chr1	6	18	1028
chr1	6	19	1100
chr1	6	20	1349
chr1	6	21	1465
chr1	6	22	1765
chr1	6	23	1959
chr1	6	24	2863
chr1	6	25	2615
chr1	6	26	4879
chr1	6	27	5283
chr1	6	28	8089
chr1	6	29	9128
chr1	6	30	11290
chr1	6	31	13747
chr1	6	32	19385
chr1	6	33	24318
chr1	6	34	20851
chr1	6	35	17539
chr1	6	36	11702
chr1	6	37	8241
chr1	6	38	5787
chr1	6	39	3711
chr1	6	40	2549
chr1	6	41	1775
chr1	6	42	1201
chr1	6	43	893
chr1	6	44	627
chr1	6	45	454
chr1	6	46	340
chr1	6	47	278
chr1	6	48	240
chr1	6	49	208
chr1	6	50	197
chr1	6	51	229
chr1	6	52	225
chr1	6	53	272
chr1	6	54	347
chr1	6	55	380
chr1	6	56	353
chr1	6	57	357
chr1	6	58	324
chr1	6	59	264
chr1	6	60	215
chr1	6	61	136
chr1	6	62	49
chr1	6	63	35
chr1	6	64	18
chr1	6	65	3
chr1	6	66	3
chr1	6	67	4
chr2	6	7	255
chr2	6	8	271
chr2	6	9	280
chr2	6	10	364
chr2	6	11	422
chr2	6	12	480
chr2	6	13	559
chr2	6	14	604
chr2	6	15	743
chr2	6	16	773
chr2	6	17	845
chr2	6	18	1057
chr2	6	19	1081
chr2	6	20	1422
chr2	6	21	1519
chr2	6	22	1896
chr2	6	23	2103
chr2	6	24	3164
chr2	6	25	2787
chr2	6	26	4937
chr2	6	27	5692
chr2	6	28	8537
chr2	6	29	9451
chr2	6	30	11872
chr2	6	31	14450
chr2	6	32	20628
chr2	6	33	26492
chr2	6	34	22307
chr2	6	35	18467
chr2	6	36	12544
chr2	6	37	8923
chr2	6	38	5993
chr2	6	39	4087
chr2	6	40	2906
chr2	6	41	1956
chr2	6	42	1380
chr2	6	43	908
chr2	6	44	616
chr2	6	45	496
chr2	6	46	338
chr2	6	47	286
chr2	6	48	272
chr2	6	49	242
chr2	6	50	215
chr2	6	51	230
chr2	6	52	270
chr2	6	53	283
chr2	6	54	325
chr2	6	55	356
chr2	6	56	325
chr2	6	57	378
chr2	6	58	335
chr2	6	59	264
chr2	6	60	192
chr2	6	61	141
chr2	6	62	80
chr2	6	63	44
chr2	6	64	24
chr2	6	65	8
