##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	188
chr1	6	8	219
chr1	6	9	254
chr1	6	10	282
chr1	6	11	306
chr1	6	12	356
chr1	6	13	408
chr1	6	14	485
chr1	6	15	579
chr1	6	16	629
chr1	6	17	717
chr1	6	18	928
chr1	6	19	959
chr1	6	20	1178
chr1	6	21	1177
chr1	6	22	1590
chr1	6	23	1758
chr1	6	24	2483
chr1	6	25	2255
chr1	6	26	3764
chr1	6	27	4186
chr1	6	28	6051
chr1	6	29	6848
chr1	6	30	8252
chr1	6	31	9942
chr1	6	32	13571
chr1	6	33	17603
chr1	6	34	16501
chr1	6	35	14713
chr1	6	36	10783
chr1	6	37	8642
chr1	6	38	6298
chr1	6	39	4392
chr1	6	40	3287
chr1	6	41	2320
chr1	6	42	1643
chr1	6	43	1193
chr1	6	44	874
chr1	6	45	652
chr1	6	46	462
chr1	6	47	366
chr1	6	48	287
chr1	6	49	284
chr1	6	50	285
chr1	6	51	245
chr1	6	52	251
chr1	6	53	315
chr1	6	54	316
chr1	6	55	398
chr1	6	56	427
chr1	6	57	412
chr1	6	58	366
chr1	6	59	257
chr1	6	60	217
chr1	6	61	158
chr1	6	62	80
chr1	6	63	39
chr1	6	64	14
chr1	6	65	8
chr1	6	66	6
chr1	6	67	1
chr1	6	69	1
chr2	6	7	196
chr2	6	8	245
chr2	6	9	265
chr2	6	10	299
chr2	6	11	345
chr2	6	12	359
chr2	6	13	448
chr2	6	14	514
chr2	6	15	599
chr2	6	16	659
chr2	6	17	728
chr2	6	18	996
chr2	6	19	1011
chr2	6	20	1321
chr2	6	21	1380
chr2	6	22	1804
chr2	6	23	1800
chr2	6	24	2741
chr2	6	25	2373
chr2	6	26	3950
chr2	6	27	4290
chr2	6	28	6614
chr2	6	29	7273
chr2	6	30	8848
chr2	6	31	10483
chr2	6	32	14762
chr2	6	33	18717
chr2	6	34	17323
chr2	6	35	15879
chr2	6	36	11919
chr2	6	37	9299
chr2	6	38	6675
chr2	6	39	4899
chr2	6	40	3528
chr2	6	41	2528
chr2	6	42	1897
chr2	6	43	1340
chr2	6	44	911
chr2	6	45	694
chr2	6	46	480
chr2	6	47	437
chr2	6	48	323
chr2	6	49	297
chr2	6	50	278
chr2	6	51	282
chr2	6	52	265
chr2	6	53	309
chr2	6	54	374
chr2	6	55	414
chr2	6	56	459
chr2	6	57	370
chr2	6	58	394
chr2	6	59	315
chr2	6	60	217
chr2	6	61	138
chr2	6	62	66
chr2	6	63	44
chr2	6	64	17
chr2	6	65	11
chr2	6	66	4
chr2	6	67	1
chr2	6	68	1
chr3	6	7	165
chr3	6	8	160
chr3	6	9	208
chr3	6	10	244
chr3	6	11	269
chr3	6	12	332
