##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	115
chr1	6	8	159
chr1	6	9	173
chr1	6	10	213
chr1	6	11	213
chr1	6	12	296
chr1	6	13	331
chr1	6	14	426
chr1	6	15	542
chr1	6	16	650
chr1	6	17	837
chr1	6	18	1084
chr1	6	19	1420
chr1	6	20	1878
chr1	6	21	2433
chr1	6	22	2996
chr1	6	23	3813
chr1	6	24	4590
chr1	6	25	5272
chr1	6	26	5960
chr1	6	27	6299
chr1	6	28	6730
chr1	6	29	6828
chr1	6	30	7055
chr1	6	31	6690
chr1	6	32	6628
chr1	6	33	6521
chr1	6	34	6307
chr1	6	35	5989
chr1	6	36	5522
chr1	6	37	4905
chr1	6	38	4300
chr1	6	39	3866
chr1	6	40	3329
chr1	6	41	2930
chr1	6	42	2506
chr1	6	43	2163
chr1	6	44	1815
chr1	6	45	1476
chr1	6	46	1248
chr1	6	47	1115
chr1	6	48	854
chr1	6	49	771
chr1	6	50	637
chr1	6	51	540
chr1	6	52	471
chr1	6	53	385
chr1	6	54	304
chr1	6	55	245
chr1	6	56	177
chr1	6	57	146
chr1	6	58	95
chr1	6	59	48
chr1	6	60	35
chr1	6	61	14
chr1	6	62	8
chr1	6	63	6
chr1	6	66	1
chr2	6	7	125
chr2	6	8	165
chr2	6	9	193
chr2	6	10	210
chr2	6	11	239
chr2	6	12	288
chr2	6	13	365
chr2	6	14	435
chr2	6	15	525
chr2	6	16	681
chr2	6	17	827
chr2	6	18	1096
chr2	6	19	1523
chr2	6	20	1927
chr2	6	21	2506
chr2	6	22	3301
chr2	6	23	4125
chr2	6	24	4849
chr2	6	25	5547
chr2	6	26	6180
chr2	6	27	6727
chr2	6	28	7237
chr2	6	29	7235
chr2	6	30	7323
chr2	6	31	7115
chr2	6	32	7064
chr2	6	33	6980
chr2	6	34	6450
chr2	6	35	6149
chr2	6	36	5817
chr2	6	37	5218
chr2	6	38	4633
chr2	6	39	4129
chr2	6	40	3530
chr2	6	41	3134
chr2	6	42	2588
chr2	6	43	2218
chr2	6	44	1948
chr2	6	45	1638
chr2	6	46	1423
chr2	6	47	1090
chr2	6	48	965
chr2	6	49	786
chr2	6	50	659
chr2	6	51	573
chr2	6	52	466
chr2	6	53	387
chr2	6	54	318
chr2	6	55	259
chr2	6	56	209
chr2	6	57	148
chr2	6	58	100
chr2	6	59	70
chr2	6	60	33
chr2	6	61	12
chr2	6	62	7
chr2	6	63	1
chr2	6	64	2
chr3	6	7	108
chr3	6	8	124
chr3	6	9	148
chr3	6	10	192
chr3	6	11	232
chr3	6	12	247
chr3	6	13	312
chr3	6	14	315
chr3	6	15	437
chr3	6	16	523
chr3	6	17	737
chr3	6	18	923
chr3	6	19	1218
chr3	6	20	1624
chr3	6	21	2071
chr3	6	22	2623
chr3	6	23	3335
chr3	6	24	3905
chr3	6	25	4632
chr3	6	26	5069
chr3	6	27	5565
chr3	6	28	5873
chr3	6	29	6020
chr3	6	30	5960
chr3	6	31	5797
chr3	6	32	5716
chr3	6	33	5568
chr3	6	34	5375
chr3	6	35	5069
chr3	6	36	4617
chr3	6	37	4242
chr3	6	38	3765
chr3	6	39	3373
chr3	6	40	2796
chr3	6	41	2533
chr3	6	42	2186
chr3	6	43	1852
chr3	6	44	1603
chr3	6	45	1332
chr3	6	46	1072
chr3	6	47	1001
chr3	6	48	825
chr3	6	49	662
chr3	6	50	591
chr3	6	51	490
chr3	6	52	365
chr3	6	53	344
chr3	6	54	248
chr3	6	55	228
chr3	6	56	177
chr3	6	57	111
chr3	6	58	82
chr3	6	59	58
chr3	6	60	27
chr3	6	61	14
chr3	6	62	6
chr3	6	63	1
chr4	6	7	89
chr4	6	8	117
chr4	6	9	127
chr4	6	10	152
chr4	6	11	191
chr4	6	12	231
chr4	6	13	263
chr4	6	14	306
chr4	6	15	371
chr4	6	16	537
chr4	6	17	645
chr4	6	18	830
chr4	6	19	1145
chr4	6	20	1345
chr4	6	21	1917
chr4	6	22	2419
chr4	6	23	3043
chr4	6	24	3553
chr4	6	25	4100
chr4	6	26	4510
chr4	6	27	4849
chr4	6	28	5248
chr4	6	29	5170
chr4	6	30	5361
chr4	6	31	5229
