##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	238
chr1	6	8	226
chr1	6	9	299
chr1	6	10	319
chr1	6	11	384
chr1	6	12	466
chr1	6	13	494
chr1	6	14	550
chr1	6	15	686
chr1	6	16	756
chr1	6	17	871
chr1	6	18	1087
chr1	6	19	1050
chr1	6	20	1317
chr1	6	21	1478
chr1	6	22	1792
chr1	6	23	1891
chr1	6	24	2860
chr1	6	25	2529
chr1	6	26	4481
chr1	6	27	5541
chr1	6	28	8299
chr1	6	29	9519
chr1	6	30	11858
chr1	6	31	14307
chr1	6	32	20321
chr1	6	33	26380
chr1	6	34	22355
chr1	6	35	18337
chr1	6	36	12074
chr1	6	37	8578
chr1	6	38	5725
chr1	6	39	3935
chr1	6	40	2821
chr1	6	41	1926
chr1	6	42	1413
chr1	6	43	944
chr1	6	44	708
chr1	6	45	494
chr1	6	46	386
chr1	6	47	341
chr1	6	48	301
chr1	6	49	271
chr1	6	50	283
chr1	6	51	293
chr1	6	52	296
chr1	6	53	348
chr1	6	54	408
chr1	6	55	508
chr1	6	56	503
chr1	6	57	445
chr1	6	58	481
chr1	6	59	380
chr1	6	60	266
chr1	6	61	170
chr1	6	62	119
chr1	6	63	55
chr1	6	64	21
chr1	6	65	7
chr1	6	66	3
chr1	6	67	1
chr2	6	7	214
chr2	6	8	270
chr2	6	9	316
chr2	6	10	360
chr2	6	11	425
chr2	6	12	465
chr2	6	13	530
chr2	6	14	631
chr2	6	15	703
chr2	6	16	797
chr2	6	17	888
chr2	6	18	1133
chr2	6	19	1186
chr2	6	20	1439
chr2	6	21	1576
chr2	6	22	1941
chr2	6	23	2023
chr2	6	24	2909
chr2	6	25	2672
chr2	6	26	4577
chr2	6	27	5559
chr2	6	28	8828
chr2	6	29	10048
chr2	6	30	12628
chr2	6	31	15389
chr2	6	32	21760
chr2	6	33	28248
chr2	6	34	23742
chr2	6	35	19520
chr2	6	36	12897
chr2	6	37	9165
chr2	6	38	6363
chr2	6	39	4148
chr2	6	40	3018
chr2	6	41	2130
chr2	6	42	1538
chr2	6	43	1064
chr2	6	44	756
chr2	6	45	575
chr2	6	46	453
chr2	6	47	379
chr2	6	48	287
chr2	6	49	275
chr2	6	50	283
chr2	6	51	319
chr2	6	52	314
chr2	6	53	400
chr2	6	54	404
chr2	6	55	487
chr2	6	56	540
chr2	6	57	497
chr2	6	58	415
chr2	6	59	379
chr2	6	60	259
chr2	6	61	185
chr2	6	62	126
chr2	6	63	71
chr2	6	64	31
chr2	6	65	11
chr2	6	66	3
chr2	6	67	2
chr3	6	7	188
chr3	6	8	229
chr3	6	9	215
chr3	6	10	307
chr3	6	11	332
chr3	6	12	387
chr3	6	13	396
chr3	6	14	492
chr3	6	15	535
chr3	6	16	594
chr3	6	17	656
chr3	6	18	885
chr3	6	19	908
chr3	6	20	1154
chr3	6	21	1244
chr3	6	22	1572
chr3	6	23	1680
chr3	6	24	2392
chr3	6	25	2245
chr3	6	26	3817
chr3	6	27	4571
chr3	6	28	7593
chr3	6	29	8065
chr3	6	30	10101
chr3	6	31	12339
chr3	6	32	17931
chr3	6	33	23411
chr3	6	34	19488
chr3	6	35	15953
chr3	6	36	10710
chr3	6	37	7645
chr3	6	38	5146
chr3	6	39	3459
chr3	6	40	2467
chr3	6	41	1648
chr3	6	42	1275
chr3	6	43	851
chr3	6	44	631
chr3	6	45	442
chr3	6	46	374
chr3	6	47	296
chr3	6	48	268
chr3	6	49	250
chr3	6	50	232
chr3	6	51	252
chr3	6	52	271
chr3	6	53	305
chr3	6	54	357
chr3	6	55	411
chr3	6	56	414
chr3	6	57	459
chr3	6	58	388
chr3	6	59	282
chr3	6	60	239
chr3	6	61	146
chr3	6	62	97
chr3	6	63	53
chr3	6	64	26
chr3	6	65	5
chr3	6	66	5
chr3	6	68	1
chr3	6	69	1
chr4	6	7	174
chr4	6	8	212
chr4	6	9	234
chr4	6	10	268
chr4	6	11	297
chr4	6	12	327
chr4	6	13	399
chr4	6	14	470
chr4	6	15	491
chr4	6	16	577
chr4	6	17	670
chr4	6	18	871
chr4	6	19	863
chr4	6	20	1126
chr4	6	21	1116
chr4	6	22	1416
chr4	6	23	1528
chr4	6	24	2292
chr4	6	25	2056
chr4	6	26	3618
chr4	6	27	4217
chr4	6	28	6722
chr4	6	29	7355
chr4	6	30	9452
chr4	6	31	11661
chr4	6	32	16470
chr4	6	33	21531
chr4	6	34	18091
chr4	6	35	15026
chr4	6	36	9817
chr4	6	37	7053
chr4	6	38	4728
chr4	6	39	3303
chr4	6	40	2328
chr4	6	41	1590
chr4	6	42	1191
chr4	6	43	834
chr4	6	44	574
chr4	6	45	395
chr4	6	46	327
chr4	6	47	279
chr4	6	48	246
chr4	6	49	213
chr4	6	50	211
chr4	6	51	237
chr4	6	52	252
chr4	6	53	273
chr4	6	54	312
chr4	6	55	362
chr4	6	56	387
chr4	6	57	341
chr4	6	58	325
chr4	6	59	260
chr4	6	60	195
chr4	6	61	133
chr4	6	62	71
chr4	6	63	50
chr4	6	64	16
chr4	6	65	8
chr4	6	66	3
chr5	6	7	169
chr5	6	8	213
chr5	6	9	248
chr5	6	10	241
chr5	6	11	309
chr5	6	12	336
chr5	6	13	412
chr5	6	14	447
chr5	6	15	490
chr5	6	16	537
chr5	6	17	585
chr5	6	18	834
chr5	6	19	896
chr5	6	20	1029
chr5	6	21	1092
chr5	6	22	1401
chr5	6	23	1437
chr5	6	24	2131
chr5	6	25	1952
chr5	6	26	3411
chr5	6	27	4091
chr5	6	28	6535
chr5	6	29	7233
chr5	6	30	8856
chr5	6	31	11033
chr5	6	32	16064
chr5	6	33	21042
chr5	6	34	17313
chr5	6	35	14478
chr5	6	36	9796
chr5	6	37	6734
chr5	6	38	4719
chr5	6	39	3160
chr5	6	40	2216
chr5	6	41	1553
chr5	6	42	1098
chr5	6	43	750
chr5	6	44	553
chr5	6	45	423
chr5	6	46	308
chr5	6	47	265
chr5	6	48	229
chr5	6	49	223
chr5	6	50	194
chr5	6	51	225
chr5	6	52	212
chr5	6	53	262
chr5	6	54	311
chr5	6	55	343
chr5	6	56	392
chr5	6	57	340
chr5	6	58	325
chr5	6	59	266
chr5	6	60	181
chr5	6	61	103
chr5	6	62	72
chr5	6	63	41
chr5	6	64	18
chr5	6	65	10
chr5	6	66	6
chr5	6	67	3
chr6	6	7	152
chr6	6	8	192
chr6	6	9	218
chr6	6	10	258
chr6	6	11	272
chr6	6	12	278
chr6	6	13	364
chr6	6	14	429
chr6	6	15	475
chr6	6	16	523
chr6	6	17	632
chr6	6	18	786
chr6	6	19	803
chr6	6	20	1022
chr6	6	21	1059
chr6	6	22	1387
chr6	6	23	1467
chr6	6	24	2130
chr6	6	25	1910
chr6	6	26	3409
chr6	6	27	3904
chr6	6	28	6356
chr6	6	29	6945
chr6	6	30	8645
chr6	6	31	10668
chr6	6	32	15356
chr6	6	33	19572
chr6	6	34	16461
chr6	6	35	13793
chr6	6	36	9160
chr6	6	37	6490
chr6	6	38	4240
chr6	6	39	2818
chr6	6	40	2122
chr6	6	41	1494
chr6	6	42	1025
chr6	6	43	703
chr6	6	44	545
chr6	6	45	398
chr6	6	46	293
chr6	6	47	250
chr6	6	48	212
chr6	6	49	218
chr6	6	50	188
chr6	6	51	207
chr6	6	52	208
chr6	6	53	254
chr6	6	54	299
chr6	6	55	322
chr6	6	56	347
chr6	6	57	379
chr6	6	58	289
chr6	6	59	288
chr6	6	60	199
chr6	6	61	146
chr6	6	62	91
chr6	6	63	36
chr6	6	64	19
chr6	6	65	15
chr6	6	66	5
chr7	6	7	124
chr7	6	8	163
chr7	6	9	207
chr7	6	10	211
chr7	6	11	284
chr7	6	12	333
chr7	6	13	319
chr7	6	14	376
chr7	6	15	453
chr7	6	16	498
chr7	6	17	567
chr7	6	18	689
chr7	6	19	753
chr7	6	20	932
chr7	6	21	934
chr7	6	22	1110
chr7	6	23	1220
chr7	6	24	1827
chr7	6	25	1630
chr7	6	26	2908
chr7	6	27	3448
chr7	6	28	5333
chr7	6	29	6034
chr7	6	30	7600
chr7	6	31	9342
chr7	6	32	13508
chr7	6	33	17037
chr7	6	34	14520
chr7	6	35	11885
chr7	6	36	7885
chr7	6	37	5578
chr7	6	38	3725
chr7	6	39	2560
chr7	6	40	1811
chr7	6	41	1337
chr7	6	42	992
chr7	6	43	654
chr7	6	44	460
chr7	6	45	375
chr7	6	46	247
chr7	6	47	196
chr7	6	48	184
chr7	6	49	162
chr7	6	50	150
chr7	6	51	173
chr7	6	52	187
chr7	6	53	210
chr7	6	54	227
chr7	6	55	287
chr7	6	56	308
chr7	6	57	286
chr7	6	58	284
chr7	6	59	231
chr7	6	60	176
chr7	6	61	128
chr7	6	62	70
chr7	6	63	39
chr7	6	64	18
chr7	6	65	10
chr7	6	66	1
chr7	6	67	3
chr8	6	7	123
chr8	6	8	166
chr8	6	9	205
chr8	6	10	194
chr8	6	11	248
chr8	6	12	284
chr8	6	13	300
chr8	6	14	369
chr8	6	15	414
chr8	6	16	497
chr8	6	17	528
chr8	6	18	672
chr8	6	19	713
chr8	6	20	873
chr8	6	21	909
chr8	6	22	1153
chr8	6	23	1180
chr8	6	24	1780
chr8	6	25	1586
chr8	6	26	2820
chr8	6	27	3370
chr8	6	28	5401
chr8	6	29	5733
chr8	6	30	7510
chr8	6	31	9202
chr8	6	32	13057
chr8	6	33	17313
chr8	6	34	14250
chr8	6	35	11961
chr8	6	36	7887
chr8	6	37	5736
chr8	6	38	3830
chr8	6	39	2633
chr8	6	40	1806
chr8	6	41	1221
chr8	6	42	916
chr8	6	43	641
chr8	6	44	471
chr8	6	45	323
chr8	6	46	260
chr8	6	47	227
chr8	6	48	201
chr8	6	49	175
chr8	6	50	144
chr8	6	51	172
chr8	6	52	172
chr8	6	53	217
chr8	6	54	280
chr8	6	55	290
chr8	6	56	310
chr8	6	57	273
chr8	6	58	236
chr8	6	59	204
chr8	6	60	155
chr8	6	61	107
chr8	6	62	66
chr8	6	63	27
chr8	6	64	17
chr8	6	65	6
chr8	6	66	2
chr9	6	7	108
chr9	6	8	111
chr9	6	9	142
chr9	6	10	182
chr9	6	11	196
chr9	6	12	241
chr9	6	13	245
chr9	6	14	256
chr9	6	15	357
chr9	6	16	369
chr9	6	17	422
chr9	6	18	563
chr9	6	19	564
chr9	6	20	666
chr9	6	21	710
chr9	6	22	898
chr9	6	23	1011
chr9	6	24	1350
chr9	6	25	1274
chr9	6	26	2148
chr9	6	27	2689
chr9	6	28	4216
chr9	6	29	4741
chr9	6	30	5799
chr9	6	31	7134
chr9	6	32	10286
chr9	6	33	13208
chr9	6	34	11080
chr9	6	35	9325
chr9	6	36	6067
chr9	6	37	4313
chr9	6	38	2911
chr9	6	39	2061
chr9	6	40	1374
chr9	6	41	973
chr9	6	42	700
chr9	6	43	463
chr9	6	44	362
chr9	6	45	252
chr9	6	46	207
chr9	6	47	157
chr9	6	48	144
chr9	6	49	156
chr9	6	50	124
chr9	6	51	131
chr9	6	52	157
chr9	6	53	174
chr9	6	54	189
chr9	6	55	240
chr9	6	56	228
chr9	6	57	254
chr9	6	58	187
