chrom	loc.start	loc.end	num.mark	seg.mean	FusedLasso	Effective
chr1	860001	20120001	11	0.395083877685968	0.341095427117551	19280000
chr1	22020001	31860001	6	-0.051417115191977	-0.0767953727862231	11520000
chr1	33880001	70780001	22	-0.676180499185424	-0.962923383725513	38420000
chr1	72540001	159820001	33	0.0314338225037956	0.0123868381126595	60320000
chr1	161980001	165300001	3	-0.245418310579647	-0.163828042779071	5020000
chr1	167040001	198160001	18	-0.641822402012778	-0.832418340612174	32640000
chr1	199920001	203600001	3	-0.333067380628126	-0.207998145356938	5220000
chr1	205320001	227260001	13	0.333656435360627	0.309867729438835	22880000
chr1	229180001	245620001	10	-0.484600017934509	-0.486016820143001	19040000
chr2	40001	22140001	14	0.486841699575554	0.497797394826429	23260000
chr2	23740001	77760001	31	0.0892945026705896	0.103858045736448	55580000
chr2	79640001	83100001	3	-0.125553779821556	-0.10870479647033	5260000
chr2	84900001	86760001	2	-0.142380343946098	-0.103913210417584	3780000
chr2	97420001	136700001	21	-0.202809867738595	-0.320461502259398	36480000
chr2	138420001	165080001	16	-0.525076871395522	-0.668741072451543	28140000
chr2	166800001	179220001	8	-0.099530822783904	-0.127756002055413	14120000
chr2	180960001	201140001	12	0.497258179003848	0.468338150216445	22020000
chr2	203020001	231380001	17	-0.438178112349781	-0.581396383120735	30240000
chr2	233360001	240060001	5	0.361973414070024	0.196727293250521	9520000
chr3	120001	12260001	8	-0.483622053053372	-0.478380309309184	13720000
chr3	13940001	35340001	13	0.341690409938407	0.365460010830002	22940000
chr3	37020001	37020001	1	-0.0483866596690741	-0.0501092696102155	1760000
chr3	38780001	45820001	5	-0.213685071752887	-0.189488590138389	8900000
chr3	47680001	60520001	8	-1.25210807492503	-1.18386771899762	14440000
chr3	62180001	73940001	8	-0.00238287426054311	-0.0365919461841544	13400000
chr3	76260001	128220001	24	0.220976218496083	0.316961363586608	43080000
chr3	130360001	146400001	10	-0.578181502138729	-0.627838509489095	17860000
chr3	148220001	170400001	13	0.393518296272224	0.426111780280017	23740000
chr3	172160001	193840001	13	-0.620647635345318	-0.760719530422922	25380000
chr4	60001	4320001	3	1.39803047308693	0.83709856368471	5400000
chr4	5900001	55700001	26	0.460867440466169	0.81136503675902	46100000
chr4	57560001	61540001	3	0.326384281694936	0.168939581960944	5680000
chr4	63380001	65400001	2	-0.0552111844866025	-0.0626639330077884	3920000
chr4	67320001	79320001	7	-0.224934168631379	-0.248783251101402	13140000
chr4	81100001	120440001	22	-0.478459698515928	-0.842395576083325	40620000
chr4	122220001	131520001	6	0.0610504646008795	0.0192737533592519	11260000
chr4	133800001	176240001	24	0.167373099407564	0.260603808651301	43700000
chr4	178020001	188740001	7	0.812976991631016	0.739717401538196	12780000
chr5	40001	27420001	16	0.450557158755715	0.649896819400327	28200000
chr5	29340001	44460001	9	0.0344428231654172	0.00392717471340369	16560000
chr5	51000001	104120001	29	-0.222119091289674	-0.490170309279789	52600000
chr5	106020001	115000001	6	1.12990831706288	1.01699575396613	10680000
chr5	116740001	145700001	17	-0.576590602181101	-0.939294279669648	30540000
chr5	147340001	166640001	12	0.261055048672061	0.308487154275572	20780000
chr5	168240001	177000001	6	-0.585223047897875	-0.580417434625914	11720000
chr6	180001	30940001	18	0.162622194582551	0.195102853791248	32560000
chr6	33520001	49060001	10	-0.99104033740035	-1.19692199464392	17320000
chr6	50860001	52560001	2	0.115416434451041	0.0033576581439418	3500000
chr6	54420001	102940001	24	0.480709688369688	0.801232945699344	44560000
chr6	104880001	167920001	36	-0.0704473236559126	-0.209932268633227	65480000
chr7	60001	28120001	16	-0.0128616841008126	-0.0694566978008355	28760000
chr7	29660001	46200001	10	0.17249141854596	0.173783928051607	17180000
chr7	47860001	49640001	2	0.521428482002371	0.252001316648479	3400000
chr7	51360001	63460001	4	2.28035338280083	1.80998645705039	8860000
chr7	67240001	108620001	21	0.402484436580162	0.703103258626832	39740000
chr7	110520001	155940001	25	-0.3282045886659	-0.717205763377955	46360000
chr8	200001	3740001	3	0.17522095893741	0.10824396017754	5080000
chr8	5420001	10100001	3	-1.86725086007631	-1.35058695263046	5020000
chr8	11660001	11660001	1	-0.941439087740422	-0.4051295207177	1800000
chr8	14180001	17760001	3	1.25144123991499	0.876931880502994	5280000
chr8	19460001	21040001	2	-0.740720328103122	-0.448881127393354	3220000
chr8	22680001	22680001	1	0.370846606128771	0.136019219022174	1720000
chr8	24400001	26120001	2	1.43413529808478	0.819453026321431	3420000
chr8	27820001	29580001	2	-0.850677550658605	-0.513006073957824	3620000
chr8	31440001	34980001	3	0.693320831041735	0.478295631055737	5300000
chr8	36740001	60320001	11	-0.305418803880815	-0.434622505728579	20140000
chr8	62100001	71100001	6	0.765211866602246	0.756032419916772	10800000
chr8	72900001	72900001	1	-2.50287463589029	-1.04902046840837	1760000
chr8	74660001	74660001	1	0.222582853599372	0.074879527257473	1880000
chr8	76540001	76540001	1	2.02543253915004	0.818322696556718	1820000
chr8	78360001	78360001	1	0.191331441467283	0.0619923469968177	1820000
chr8	80180001	87820001	5	0.172304233165212	0.141972774502428	9220000
chr8	89700001	93400001	3	-0.100005645040329	-0.088336024022082	5420000
chr8	95120001	98640001	3	-1.06999458571651	-0.781148447952415	5460000
chr8	100580001	109340001	6	-0.46453046848867	-0.486128914545675	10500000
chr8	111080001	112920001	2	0.918468336914568	0.518725929350451	3660000
chr8	114740001	116600001	2	-2.2557694506352	-1.33242876316504	3540000
chr8	118280001	118280001	1	1.25190963217816	0.499344178217798	1620000
chr8	119900001	123420001	3	-0.455597543537603	-0.34231673946833	5220000
chr8	125120001	125120001	1	-0.662734783865059	-0.290199910872189	1780000
chr8	126900001	128580001	2	-2.37479612173372	-1.40184283844406	3300000
chr8	130200001	133520001	3	-0.721983548957015	-0.532582345988636	4900000
chr8	135100001	135100001	1	-0.52136741670476	-0.231904089362788	1560000
chr8	136660001	141560001	4	-0.221010532362425	-0.199183944216433	6540000
chr8	143280001	143280001	1	1.15428981884645	0.45908858509132	2720000
