##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	187
chr1	6	8	270
chr1	6	9	288
chr1	6	10	315
chr1	6	11	382
chr1	6	12	398
chr1	6	13	493
chr1	6	14	556
chr1	6	15	633
chr1	6	16	764
chr1	6	17	836
chr1	6	18	1051
chr1	6	19	1136
chr1	6	20	1442
chr1	6	21	1583
chr1	6	22	1945
chr1	6	23	2191
chr1	6	24	3194
chr1	6	25	3116
chr1	6	26	4948
chr1	6	27	5945
chr1	6	28	8952
chr1	6	29	10071
chr1	6	30	11798
chr1	6	31	14322
chr1	6	32	19937
chr1	6	33	24187
chr1	6	34	19903
chr1	6	35	15027
chr1	6	36	9486
chr1	6	37	6451
chr1	6	38	4386
chr1	6	39	2965
chr1	6	40	2110
chr1	6	41	1372
chr1	6	42	1047
chr1	6	43	683
chr1	6	44	498
chr1	6	45	378
chr1	6	46	297
chr1	6	47	239
chr1	6	48	228
chr1	6	49	195
chr1	6	50	178
chr1	6	51	220
chr1	6	52	244
chr1	6	53	250
chr1	6	54	287
chr1	6	55	326
chr1	6	56	351
chr1	6	57	312
chr1	6	58	285
chr1	6	59	244
chr1	6	60	178
chr1	6	61	105
chr1	6	62	49
chr1	6	63	33
chr1	6	64	13
chr1	6	65	3
chr1	6	66	1
chr1	6	67	1
chr2	6	7	222
chr2	6	8	293
chr2	6	9	316
chr2	6	10	330
chr2	6	11	442
chr2	6	12	453
chr2	6	13	522
chr2	6	14	609
chr2	6	15	729
chr2	6	16	793
chr2	6	17	865
chr2	6	18	1118
chr2	6	19	1156
chr2	6	20	1516
chr2	6	21	1621
chr2	6	22	1979
chr2	6	23	2166
chr2	6	24	3415
chr2	6	25	3110
chr2	6	26	5156
chr2	6	27	6075
chr2	6	28	9459
chr2	6	29	10399
chr2	6	30	12306
chr2	6	31	14985
chr2	6	32	20799
chr2	6	33	25880
chr2	6	34	21102
chr2	6	35	16264
chr2	6	36	10376
chr2	6	37	7032
chr2	6	38	4670
chr2	6	39	3165
chr2	6	40	2307
chr2	6	41	1556
chr2	6	42	1125
chr2	6	43	795
chr2	6	44	502
chr2	6	45	390
chr2	6	46	287
chr2	6	47	235
chr2	6	48	216
chr2	6	49	199
chr2	6	50	197
chr2	6	51	202
chr2	6	52	205
chr2	6	53	272
chr2	6	54	276
chr2	6	55	343
chr2	6	56	364
chr2	6	57	342
chr2	6	58	268
chr2	6	59	244
chr2	6	60	188
chr2	6	61	113
chr2	6	62	71
chr2	6	63	27
chr2	6	64	16
chr2	6	65	5
chr2	6	66	2
chr2	6	68	1
chr3	6	7	179
chr3	6	8	228
chr3	6	9	238
chr3	6	10	274
chr3	6	11	297
chr3	6	12	352
chr3	6	13	387
chr3	6	14	447
chr3	6	15	541
chr3	6	16	679
chr3	6	17	673
chr3	6	18	862
chr3	6	19	921
chr3	6	20	1182
chr3	6	21	1316
chr3	6	22	1590
chr3	6	23	1868
chr3	6	24	2706
chr3	6	25	2467
chr3	6	26	4188
chr3	6	27	5079
chr3	6	28	7517
chr3	6	29	8571
chr3	6	30	10157
chr3	6	31	12146
chr3	6	32	17103
chr3	6	33	21325
chr3	6	34	16989
chr3	6	35	13214
chr3	6	36	8238
chr3	6	37	5714
chr3	6	38	3759
chr3	6	39	2567
chr3	6	40	1791
chr3	6	41	1235
chr3	6	42	914
chr3	6	43	685
chr3	6	44	468
chr3	6	45	318
chr3	6	46	208
chr3	6	47	182
chr3	6	48	182
chr3	6	49	172
chr3	6	50	147
chr3	6	51	165
chr3	6	52	169
chr3	6	53	221
chr3	6	54	245
chr3	6	55	291
chr3	6	56	293
