##Median	8055.00723881856
##autosomal	2291551.83931773
chr1	192270.007319251	0.0839038436837177	23.8696256401442
chr2	209304.744181693	0.091337555882659	25.9844265779198
chr3	167718.339657048	0.0731898518634353	20.8216249451375
chr4	163409.172226253	0.0713093936704943	20.2866574022125
chr5	154629.835035375	0.0674782182023047	19.196734459801
chr6	147087.412772472	0.0641868144760209	18.2603700296668
chr7	126946.436358288	0.055397584370635	15.7599406921089
chr8	125608.944320342	0.0548139222360948	15.5938958955877
chr9	96761.4163247185	0.0422252792472403	12.0125796856404
chr10	114616.756337446	0.0500170907639477	14.2292555350028
chr11	113687.337615965	0.0496115059085086	14.1138715640236
chr12	111563.948983665	0.0486848898940382	13.8502605492416
chr13	85497.928272693	0.037310056358205	10.6142584032281
chr14	77011.6281065159	0.0336067579991752	9.56071494701863
chr15	68133.0120054738	0.0297322586539256	8.45846688717153
chr16	63631.5617758624	0.0277678910352765	7.89962813058816
chr17	61761.8893448047	0.0269519930926778	7.66751506406634
chr18	68639.1321250928	0.0299531221364509	8.52129986852255
chr19	30800.9352974432	0.0134410816150743	3.82382465766235
chr20	55116.7820955796	0.024052164629184	6.84254904576146
chr21	29806.2270466529	0.0130070053556053	3.700335227883
chr22	27548.3921149381	0.012021718925259	3.42003319155038
chrX	114995.167587584	0.0501822239473411	14.2762339223485
chrY	303.824118106614	0.000132584440331523	0.0377186648129166
