##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	242
chr1	6	8	272
chr1	6	9	363
chr1	6	10	330
chr1	6	11	437
chr1	6	12	521
chr1	6	13	585
chr1	6	14	585
chr1	6	15	704
chr1	6	16	890
chr1	6	17	987
chr1	6	18	1357
chr1	6	19	1337
chr1	6	20	1775
chr1	6	21	1820
chr1	6	22	2354
chr1	6	23	2370
chr1	6	24	3737
chr1	6	25	3216
chr1	6	26	5323
chr1	6	27	5968
chr1	6	28	8752
chr1	6	29	9306
chr1	6	30	11080
chr1	6	31	13153
chr1	6	32	18015
chr1	6	33	22699
chr1	6	34	19506
chr1	6	35	16990
chr1	6	36	11667
chr1	6	37	8829
chr1	6	38	6124
chr1	6	39	4294
chr1	6	40	3065
chr1	6	41	2209
chr1	6	42	1550
chr1	6	43	1089
chr1	6	44	832
chr1	6	45	581
chr1	6	46	482
chr1	6	47	385
chr1	6	48	318
chr1	6	49	268
chr1	6	50	268
chr1	6	51	276
chr1	6	52	271
chr1	6	53	312
chr1	6	54	368
chr1	6	55	480
chr1	6	56	464
chr1	6	57	450
chr1	6	58	369
chr1	6	59	317
chr1	6	60	223
chr1	6	61	159
chr1	6	62	92
chr1	6	63	45
chr1	6	64	22
chr1	6	65	15
chr1	6	66	5
chr1	6	67	1
chr1	6	68	1
chr2	6	7	265
chr2	6	8	296
chr2	6	9	351
chr2	6	10	369
chr2	6	11	446
chr2	6	12	506
chr2	6	13	561
chr2	6	14	667
chr2	6	15	722
chr2	6	16	834
chr2	6	17	981
chr2	6	18	1423
chr2	6	19	1324
chr2	6	20	1872
chr2	6	21	1907
chr2	6	22	2511
chr2	6	23	2522
chr2	6	24	3929
chr2	6	25	3453
chr2	6	26	5601
chr2	6	27	6298
chr2	6	28	9353
chr2	6	29	10006
chr2	6	30	11727
chr2	6	31	13957
chr2	6	32	19194
chr2	6	33	24675
chr2	6	34	21038
chr2	6	35	18158
chr2	6	36	12504
chr2	6	37	9360
chr2	6	38	6635
chr2	6	39	4733
chr2	6	40	3516
chr2	6	41	2354
chr2	6	42	1809
chr2	6	43	1238
chr2	6	44	964
chr2	6	45	651
chr2	6	46	465
chr2	6	47	383
chr2	6	48	332
chr2	6	49	303
chr2	6	50	256
chr2	6	51	264
chr2	6	52	298
chr2	6	53	345
chr2	6	54	392
chr2	6	55	446
chr2	6	56	463
chr2	6	57	439
chr2	6	58	409
chr2	6	59	325
chr2	6	60	238
chr2	6	61	176
chr2	6	62	103
chr2	6	63	62
chr2	6	64	17
chr2	6	65	9
chr2	6	66	3
chr2	6	67	2
chr3	6	7	199
chr3	6	8	248
chr3	6	9	303
chr3	6	10	324
chr3	6	11	403
chr3	6	12	391
chr3	6	13	445
chr3	6	14	515
chr3	6	15	595
chr3	6	16	780
chr3	6	17	842
chr3	6	18	1135
chr3	6	19	1144
chr3	6	20	1467
chr3	6	21	1574
chr3	6	22	2066
chr3	6	23	2191
chr3	6	24	3290
chr3	6	25	2799
chr3	6	26	4549
chr3	6	27	5023
chr3	6	28	7634
chr3	6	29	8105
chr3	6	30	9624
chr3	6	31	11131
chr3	6	32	15685
chr3	6	33	19961
chr3	6	34	17089
chr3	6	35	14638
