chrom	loc.start	loc.end	num.mark	seg.mean	FusedLasso	Effective
chr1	860001	8040001	5	-0.657164769378783	-0.467694238216157	8760000
chr1	10120001	11960001	2	2.16308363817529	0.849887174179468	3600000
chr1	14660001	40960001	15	-0.0509819593451142	-0.0976003140822377	27140000
chr1	42620001	42620001	1	-0.0986974359893955	-0.0688674530082617	1840000
chr1	44460001	55620001	7	-1.10029871955264	-0.887144829740788	12580000
chr1	57240001	60340001	3	-0.297049848423095	-0.189847375574465	4720000
chr1	61960001	65440001	3	0.176107947589545	0.0485970069367963	5260000
chr1	67220001	67220001	1	0.376372966517978	0.069354950979918	1780000
chr1	69000001	77900001	6	0.38471609464106	0.234029132297608	10680000
chr1	79760001	83320001	3	1.71722741664914	0.825232800054282	5220000
chr1	85340001	96200001	7	0.230751098609166	0.137477457571951	12580000
chr1	97980001	153820001	16	-0.502738034152073	-0.625240656563367	29800000
chr1	156200001	158000001	2	-0.231383506456978	-0.135358071847804	3620000
chr1	159820001	179780001	12	-0.0863508416699408	-0.127183034651541	21420000
chr1	181560001	181560001	1	0.124213246986622	-0.00401127524392726	1720000
chr1	183300001	186860001	3	0.268445090239747	0.0951296291351918	5400000
chr1	188700001	192480001	3	1.52242166138959	0.727061876075124	5600000
chr1	194300001	196200001	2	-0.109099497023326	-0.085042184561673	3720000
chr1	198160001	216300001	11	-0.56527575237302	-0.585629203871736	19040000
chr1	217980001	217980001	1	-0.244904156203508	-0.111406504568958	1720000
chr1	219700001	237960001	11	0.358693479307367	0.305979541928904	19480000
chr1	239680001	245620001	4	-0.785819121985184	-0.497421659578228	8660000
chr2	40001	65220001	38	0.285251254203127	0.479002625155925	66260000
chr2	66960001	124400001	27	-0.274742330974566	-0.468650514192017	47560000
chr2	126160001	126160001	1	0.132531771553055	-0.00460090078731261	1700000
chr2	127860001	150620001	13	0.234781391516059	0.207768098047572	22700000
chr2	152420001	179220001	16	0.902686488066718	1.0299660774143	28400000
