chrom	loc.start	loc.end	num.mark	seg.mean	FusedLasso	Effective
chr1	860001	11960001	7	0.632723100283672	0.446909505998364	12360000
chr1	14660001	14660001	1	0.144860190548317	0.00199598212054611	1760000
chr1	16420001	25800001	6	0.118979735718082	0.0446434804307519	10900000
chr1	27920001	48440001	12	-0.547501716048635	-0.591970200423267	21760000
chr1	50100001	79760001	18	0.035588095202808	0.00377873165100608	31440000
chr1	81620001	156200001	26	0.281047220977235	0.376801066047119	47540000
chr1	158000001	176240001	11	-0.716380989684287	-0.731442231517673	19560000
chr1	177880001	203600001	15	0.495784026434206	0.518522920481623	27100000
chr1	205320001	209280001	3	-0.0546020917307783	-0.0676676162575632	5000000
chr1	210900001	245620001	20	-0.290360888278695	-0.417961410647881	36920000
chr2	40001	124400001	65	-0.195933365483502	-0.51388021832825	113820000
chr2	126160001	184540001	33	0.215262074731878	0.323791336621363	58280000
chr2	186440001	227720001	24	0.257569796840807	0.331299568954374	43000000
chr2	229560001	240060001	7	1.34865617484801	1.01731375454476	13300000
chr3	120001	1940001	2	1.69573255052753	0.743955849111831	3480000
chr3	3640001	24640001	13	-0.373016679496474	-0.470928518184957	22560000
chr3	26320001	40560001	9	0.722297272482691	0.668903543475519	15940000
chr3	42340001	44060001	2	0.214510856314584	0.0640584752600947	3480000
chr3	45820001	45820001	1	0.175848049008706	0.0226705774127575	1860000
chr3	47680001	47680001	1	-0.0512506509844566	-0.0510388351134231	2240000
chr3	49940001	62180001	8	-0.930837871939804	-0.888934464698333	13800000
chr3	63780001	65380001	2	-0.051114394959065	-0.0578664948340164	3300000
chr3	67200001	68900001	2	0.452718198726901	0.173398317615287	3400000
chr3	70600001	119200001	22	0.69756859498405	1.02755168174978	39540000
chr3	121200001	144520001	14	-0.269011102642042	-0.361099441520545	24680000
chr3	146400001	153780001	5	1.05086194215896	0.72826963246832	9200000
chr3	155660001	179480001	14	-0.296012289222192	-0.39389047989097	25500000
chr3	181300001	193840001	8	0.54914365273222	0.469721779542361	16240000
chr4	60001	21940001	13	0.676967554749989	0.844075316946206	22280000
chr4	23700001	32620001	6	0.20935980688513	0.150044888234771	10760000
chr4	34560001	84780001	25	-0.112042988101561	-0.236218481104322	46660000
chr4	86560001	147100001	33	0.435482778561799	0.865967639646041	61080000
chr4	148860001	161300001	8	0.0586171819666843	0.025123983963554	14320000
chr4	163200001	188740001	15	-0.412057083270698	-0.609031757089351	27500000
chr5	40001	40001	1	3.15005990875936	1.16238019344462	1780000
chr5	2140001	3740001	2	0.992928885889768	0.498560264979969	3220000
chr5	5360001	19220001	9	0.232952666286293	0.230364258121247	15600000
chr5	21560001	21560001	1	0.7757745255648	0.259610085766084	1820000
chr5	23560001	27420001	3	1.80812047787912	1.15542073532029	5780000
chr5	29340001	31220001	2	-0.926257299622357	-0.53343180052206	3680000
chr5	33080001	67120001	17	0.46752518503429	0.697587726438334	30860000
chr5	70940001	79940001	6	1.07398965820073	0.964915076660798	10780000
chr5	81780001	89060001	5	-0.166790709283102	-0.177169339913468	9020000
chr5	90860001	92720001	2	2.06922509767575	1.0773103409642	3600000
chr5	94540001	104120001	6	0.439451340427476	0.373928346322974	11220000
chr5	106020001	111360001	4	0.207176276413689	0.12218728244387	7100000
chr5	113140001	133120001	12	0.0775061274530382	0.0667258940278107	21760000
chr5	134920001	157860001	14	-0.411194583721149	-0.620360932160332	24320000
chr5	159420001	164880001	4	-0.196164108971827	-0.184535444085039	7220000
chr5	166640001	173180001	5	0.546827412136879	0.429560176995572	8180000
chr5	174820001	177000001	2	-0.850075848863666	-0.492467222246699	5140000
chr6	180001	30940001	18	0.246411620441498	0.324512547020057	32560000
chr6	33520001	33520001	1	-0.0624606314862099	-0.0787989193615617	1800000
chr6	35320001	50860001	10	-0.756311409576235	-0.926707926695808	17220000
chr6	52560001	70980001	8	0.00253808184075788	-0.0534478414549598	14600000
chr6	72820001	95560001	13	0.0303641637110325	-0.0162069351304293	24480000
chr6	97560001	142880001	26	0.385598918706564	0.659692905316727	46980000
chr6	144660001	167920001	14	-0.16688329775618	-0.28337099518697	25780000
chr7	60001	17600001	10	0.35951574802238	0.414787538080642	18480000
