chrom	loc.start	loc.end	num.mark	seg.mean	FusedLasso	Effective
chr1	860001	38960001	21	-0.261408179145769	-0.388688614552244	37840000
chr1	40960001	44460001	3	0.122670239043467	0.0216674677334608	5540000
chr1	46500001	67220001	13	0.468147394536482	0.450954156379446	22300000
chr1	69000001	74400001	4	-0.924458608706905	-0.578096368173934	7140000
chr1	76220001	77900001	2	-0.02383743986055	-0.049959624888869	3540000
chr1	79760001	92520001	8	0.0861941378189667	0.0307808662791029	14320000
chr1	94500001	96200001	2	2.32234234775172	0.915416946367139	3480000
chr1	97980001	107680001	6	0.295726405098021	0.170607738131436	11100000
chr1	109700001	109700001	1	0.0323600023870846	-0.0307361063755937	1700000
chr1	111440001	115160001	3	-0.040069607291158	-0.0603440778782712	5400000
chr1	116860001	159820001	9	-0.660820765895386	-0.616951497726551	17180000
chr1	161980001	167040001	4	-0.212458773971068	-0.163781654914791	6780000
chr1	168800001	196200001	16	0.127743288139254	0.108517065044229	29120000
chr1	198160001	225300001	16	-0.120210603822682	-0.180053073986246	28020000
chr1	227260001	230860001	3	-0.34366465119428	-0.213338561720666	5200000
chr1	232540001	234160001	2	-2.50523170056739	-1.07097254810283	3480000
chr1	236140001	245620001	6	0.0468512539627839	-0.00676122606390199	12200000
chr2	40001	10260001	7	0.356560618130666	0.236576657612496	11740000
chr2	12000001	36540001	15	-0.285494911781536	-0.372908101950281	25980000
chr2	38360001	65220001	16	-0.622333104754102	-0.784453426239265	28540000
chr2	66960001	68580001	2	-0.389306213723852	-0.207781715456392	3520000
chr2	70480001	104940001	15	-0.0706367906350462	-0.12539414448515	26680000
chr2	106580001	127860001	12	0.145166015139241	0.105553190811111	20900000
chr2	129700001	148740001	11	0.185313322593962	0.138790826799007	19060000
chr2	150620001	156100001	4	0.412234129899499	0.201210071326293	7260000
chr2	157940001	165080001	5	1.20339491197374	0.756357176368428	8820000
chr2	166800001	188320001	13	0.00669464536445947	-0.0368417944281362	23320000
chr2	190160001	212220001	13	-0.496092966629705	-0.576052536758015	23700000
chr2	213960001	220920001	5	-0.0610027587339172	-0.0845943829101897	8560000
chr2	222540001	240060001	11	0.26026220963118	0.212728166702988	20320000
chr3	120001	21100001	13	0.38810536597926	0.41977727923432	22620000
chr3	22900001	81620001	34	-0.388469040163733	-0.769602170019946	59740000
chr3	83460001	146400001	30	0.345225443726101	0.579317633734228	53740000
chr3	148220001	173920001	15	-0.00287582498630202	-0.0380194814276387	27300000
chr3	175720001	185060001	6	-0.0898586867326884	-0.105844833317652	11240000
chr3	186980001	193840001	5	-1.01013618181473	-0.767521314206366	10580000
chr4	60001	9940001	6	0.707804985672342	0.589546815081064	10160000
chr4	11560001	23700001	8	-0.883780277720234	-0.934380169121538	13760000
chr4	25340001	30780001	4	-0.380332960939528	-0.30837506187151	7240000
chr4	32620001	40280001	5	-0.247520651941062	-0.233791577960864	9380000
chr4	42080001	57560001	7	0.723859345596356	0.654842265168436	12880000
chr4	59500001	63380001	3	-1.22601046225324	-0.798960551200005	5760000
chr4	65400001	77580001	7	0.792095261621089	0.719829761311032	13280000
chr4	79320001	97620001	11	0.16311971846624	0.160189669568368	20240000
chr4	99580001	107240001	5	-0.60174252773702	-0.518911877959874	9380000
chr4	109060001	129660001	12	0.607092144838075	0.722472598801663	22080000
chr4	131520001	159360001	16	0.0263155786734045	0.00333416655637801	29040000
chr4	161300001	188740001	16	0.391592247451065	0.529290493090087	29400000
chr5	40001	29340001	17	0.282125540438214	0.406932852817955	30020000
chr5	31220001	42420001	7	-0.431003776307301	-0.468946314159251	12820000
chr5	44460001	51000001	2	1.83577612124788	0.951779273060618	3720000
chr5	52820001	67120001	9	-0.410549400756131	-0.503668517972773	16180000
chr5	70940001	76220001	4	0.932340012783105	0.673642595272324	7020000
chr5	78000001	83500001	4	-0.873510839865244	-0.699628015106649	7360000
chr5	85380001	113140001	16	0.526908747120383	0.766020908167883	29180000
chr5	115000001	123980001	6	-0.59937173943588	-0.593595029605437	10720000
chr5	125720001	125720001	1	-0.0556210007863635	-0.0565098862305565	1840000
chr5	127560001	133120001	4	0.0918483332121006	0.034485424495894	7360000
chr5	134920001	136500001	2	0.197188411460189	0.0706716828250211	3420000
chr5	138340001	154280001	10	0.61660609741933	0.706037903799526	17520000
chr5	156040001	177000001	13	0.0625792176432618	0.0504306380194681	23920000
chr6	180001	24660001	15	0.599168632708262	0.788704090298131	26340000
chr6	26540001	132120001	55	-0.251195761288622	-0.734225564191306	100500000
chr6	133860001	149880001	10	0.12722238095365	0.0903940637652557	17920000
chr6	151820001	167920001	10	0.735109452949308	0.790178449523187	18660000
chr7	60001	15820001	9	0.324276052656312	0.347933234706168	16740000
chr7	17600001	55140001	22	0.0789990130523081	0.102501310444598	38840000
chr7	63460001	77760001	6	-0.693177272992681	-0.740395525723711	12280000
chr7	79480001	83060001	3	1.22383043493992	0.815296044484539	5380000
chr7	84880001	103100001	10	-0.374176616445771	-0.530664366399288	19100000
chr7	104900001	110520001	4	0.24442514679773	0.150713241073944	7320000
chr7	112240001	117520001	4	1.19195041300994	0.922942471890744	7080000
chr7	119340001	122860001	3	0.0384987892588086	-0.0213195358491673	5360000
chr7	124700001	135680001	7	-0.279249139834111	-0.349561441658418	12360000
chr7	137440001	141380001	3	-1.8059907346505	-1.32317347612605	5780000
chr7	143780001	151820001	5	-0.551921236295057	-0.551399104556427	9240000
chr7	154200001	155940001	2	0.754160177956311	0.386122066775681	4820000
chr8	200001	15960001	9	0.40098604425928	0.479157992898078	15480000
chr8	17760001	26120001	6	-1.00809984202189	-1.03518772071503	10060000
chr8	27820001	29580001	2	-0.150013823337014	-0.104392405569751	3620000
chr8	31440001	111080001	42	0.204530903946905	0.529695568367364	75960000
chr8	112920001	118280001	4	-0.164747712108906	-0.152781618234149	6980000
chr8	119900001	131880001	8	-0.795546697679886	-0.944802415967029	13620000
chr8	133520001	133520001	1	-0.0411061829069172	-0.0338582197554298	1580000
chr8	135100001	143280001	6	0.504177860967942	0.492362267620346	10820000
chr9	220001	220001	1	3.6023517258656	1.44823576655548	1740000
chr9	1960001	90720001	32	-0.210903472172591	-0.543210217106404	57500000
chr9	92780001	134000001	24	0.287563287599463	0.537278507787288	42280000
chr9	135760001	137560001	2	2.06424933711738	1.16457201356772	5140000
chr10	140001	3480001	3	1.42642032281907	0.882008626514943	5040000
chr10	5240001	31240001	15	-0.0340184552452133	-0.116987681623191	27380000
chr10	33220001	92480001	29	-0.503033789533759	-1.10630320928856	51560000
chr10	94360001	101820001	5	-0.228816209501399	-0.262820959231847	9200000
chr10	103640001	103640001	1	-0.215784485509237	-0.149245483880705	2060000
chr10	105700001	120720001	10	-0.156730140972888	-0.256669567552247	16780000
chr10	122500001	132260001	7	1.07790350136043	1.02835493356064	12520000
chr11	200001	30880001	18	0.194642812361965	0.295380572277235	31780000
chr11	32560001	81080001	23	-0.352792388982012	-0.752364902315746	42640000
chr11	82860001	104140001	12	0.473135245681791	0.633786337388635	21740000
chr11	105940001	119680001	9	-0.681734839251215	-0.899377660321949	15160000
chr11	121160001	132740001	8	0.479961655397035	0.516661075723286	13720000
chr12	180001	15580001	9	-0.494088257689209	-0.649373887874236	16240000
chr12	17300001	88080001	36	0.271194738030032	0.618747319812476	66880000
chr12	89900001	131200001	24	-0.286459928179833	-0.617194662149191	43560000
chr13	19520001	22000001	2	1.6930464655391	1.54847806520994	4040000
chr13	23860001	48740001	15	-0.270947443927142	-0.759634676961991	26500000
chr13	50740001	67640001	10	0.422176546518302	0.838498298727791	18280000
chr13	69460001	74780001	4	-0.000978831351352252	-0.0576123744656196	7060000
chr13	76520001	83700001	5	-0.891750286309767	-1.39277095116859	8980000
chr13	85520001	91240001	4	0.898976056032635	1.14876146921265	7360000
chr13	93040001	108540001	10	-0.415438134106619	-0.936816843610855	17220000
chr13	110260001	111980001	2	1.02209889608486	0.91251080491272	4420000
chr14	20440001	31880001	7	0.827864810734278	1.02514669690566	12980000
chr14	33680001	47160001	8	0.341957153526117	0.425870107072154	15240000
chr14	49020001	56420001	5	0.307925594233595	0.289339814168709	9100000
chr14	58180001	59960001	2	0.169750957925263	0.0696051479293152	3640000
chr14	61820001	69060001	5	-0.786142872530956	-0.909293926019681	8960000
chr14	70800001	79700001	6	0.0373718508646215	-0.00316415219906266	10520000
chr14	81380001	88380001	5	1.01132397636257	1.05996529075066	8740000
chr14	90140001	98560001	6	-0.160552899552379	-0.240701950332019	9960000
chr14	100100001	103700001	3	-0.972307475017428	-0.873143531263691	6760000
chr15	22780001	27460001	3	-0.349562388271713	-0.372442048607334	5340000
chr15	29880001	36620001	4	0.208596368730789	0.11062481693981	6880000
chr15	38320001	44140001	4	1.16309331061348	1.01236968409398	7620000
chr15	46380001	48120001	2	0.034066791482528	-0.0636855368251642	3320000
chr15	49760001	49760001	1	-3.45649202472491	-1.71917431493855	1940000
chr15	51720001	55220001	3	-0.127706099609597	-0.190927469513592	5500000
chr15	57220001	58880001	2	0.021866128496595	-0.0718359114423819	3500000
chr15	60720001	70880001	7	0.869785474932848	1.0005838737121	11880000
chr15	72600001	76540001	3	-0.979607936443316	-0.887921926035677	5480000
chr15	78420001	80180001	2	1.82776964631449	1.13455674195174	3340000
chr15	81840001	100280001	11	-0.0422875598544548	-0.152693419620653	19260000
chr16	100001	100001	1	1.39672146849668	0.733814099266974	2080000
chr16	2260001	2260001	1	0.56356833868289	0.265224037504438	2180000
chr16	4580001	4580001	1	-0.190430262317256	-0.158847166657624	1800000
chr16	6480001	6480001	1	-0.695708805721175	-0.443030824365115	1640000
chr16	8120001	8120001	1	-0.80754811199394	-0.505932571425163	1780000
chr16	9980001	9980001	1	-1.71491031387659	-1.0162600190532	1820000
chr16	11800001	11800001	1	-0.556651139392622	-0.364820663325434	1800000
chr16	13640001	13640001	1	0.487137945440564	0.222237314645987	1920000
chr16	16260001	16260001	1	-1.59964823898839	-0.95143320528031	1760000
chr16	19260001	19260001	1	0.370072265414656	0.156396099783271	1780000
chr16	21200001	25440001	3	-0.75627786697509	-0.788476766164607	5280000
chr16	27080001	27080001	1	-1.55576872119787	-0.926754061416125	1980000
chr16	30020001	47020001	2	-1.73776626342816	-1.43395535319152	4280000
chr16	48880001	48880001	1	-3.13776003244729	-1.81651295413233	1600000
chr16	50480001	50480001	1	2.51601449793833	1.36333773787308	1540000
chr16	52020001	53800001	2	-0.894163628893153	-0.762957441485625	3320000
chr16	55340001	57060001	2	1.16801768087781	0.877292713942048	3580000
chr16	58980001	58980001	1	-1.46555549448978	-0.876015463717537	1820000
chr16	60800001	64300001	3	0.490605000087333	0.426182669628006	5100000
chr16	65900001	73460001	5	-0.540236590065625	-0.731161833138035	9080000
chr16	75440001	77260001	2	0.848455303474569	0.623114171676668	3420000
chr16	78860001	78860001	1	-0.03912186745344	-0.0737468320885489	1480000
chr16	80340001	82100001	2	-0.492958667295852	-0.44384073845847	3260000
chr16	83600001	86940001	3	0.437791762105983	0.374734294208476	6240000
chr17	20001	4600001	3	0.336962208874428	0.236139156485073	6240000
chr17	6500001	8620001	2	-1.43755517578002	-1.16613613410919	3900000
chr17	10400001	13820001	3	-0.421433712837972	-0.46781597141359	5140000
chr17	15880001	31720001	6	0.398483924516014	0.44645352934939	11300000
chr17	33140001	35380001	2	-0.87418171680984	-0.739163794153843	3920000
chr17	37720001	37720001	1	1.93901085007143	0.962492416972899	1880000
chr17	39660001	39660001	1	-2.97160567984083	-1.66913487665639	2140000
chr17	41840001	44020001	2	-1.23086767881584	-1.00949076359488	3900000
chr17	46600001	67940001	12	0.0683249366525987	0.0502060682810568	22140000
chr17	69620001	69620001	1	-0.437383498688609	-0.311030813873853	1660000
chr17	71280001	72880001	2	-1.28179380535817	-1.04808691516793	3780000
chr17	75080001	75080001	1	-0.450169259401135	-0.31788277567049	1840000
chr17	76920001	78760001	2	0.114311592381948	0.0100005382009731	4100000
chr18	160001	22860001	11	-0.290651303738613	-0.804575365898298	19440000
chr18	24560001	35060001	7	0.796848994898599	1.46947762618317	12040000
chr18	36600001	63760001	17	-0.442994737430666	-1.4430156136339	28740000
chr18	65540001	69120001	3	0.509076500917474	0.561618330516987	5340000
chr18	70880001	75940001	4	1.26305367801755	1.77876192156559	7020000
chr19	280001	3000001	2	0.556136365098188	0.447962552355077	4940000
chr19	5420001	5420001	1	-0.114970432822064	-0.0761456004779442	2380000
chr19	7940001	54680001	15	-0.344774590501629	-0.785643166981565	36680000
chr20	80001	3760001	3	-0.73340794573209	-0.765860578401092	5580000
chr20	5700001	9000001	3	0.411031291364399	0.37531783543108	4900000
chr20	10600001	20580001	7	-0.221353132382473	-0.37170140484121	11660000
chr20	22280001	24060001	2	-0.30355805321845	-0.281690222123837	3340000
chr20	29940001	31840001	2	-1.28518932972311	-1.08090511244192	3960000
chr20	33900001	45820001	8	0.0583415644385128	0.0604576069994342	13600000
chr20	47660001	51380001	3	-1.35995994052401	-1.3906273536246	5440000
chr20	53120001	59520001	5	-0.157685515987218	-0.237533409795365	9660000
chr21	15420001	15420001	1	-0.578744858476708	-0.751748372487378	1760000
chr21	17220001	17220001	1	0.180514673383695	0.136274471793795	1940000
chr21	19160001	20960001	2	1.35022623647616	2.15848918818311	3620000
chr21	22780001	22780001	1	-0.590886081857415	-0.765948633751362	1900000
chr21	24680001	24680001	1	2.17108519837728	2.46442713260501	1800000
chr21	26480001	28220001	2	-0.221778826985031	-0.441687280665997	3500000
chr21	30180001	30180001	1	1.7798090539535	2.00679421515029	1740000
chr21	31920001	31920001	1	0.501588815450572	0.511799784152716	1740000
chr21	33680001	44000001	7	-0.368817139299199	-1.21613851443737	12040000
chr21	45980001	45980001	1	0.574097006177707	0.596604685587961	2140000
chr22	17920001	30900001	7	0.434364754669164	0.909195748104822	13160000
chr22	32980001	32980001	1	0.134562768057985	0.0922405539919364	1620000
chr22	34600001	34600001	1	0.0126277604567776	-0.00593578063061385	1680000
chr22	36280001	40200001	3	-1.1374053559207	-1.60228974658262	5960000
chr22	42340001	44280001	2	-0.0524739079186499	-0.0758529084132622	3600000
chr22	46020001	49240001	3	1.01873938271048	1.40459611153454	5120000
