##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	132
chr1	6	8	167
chr1	6	9	170
chr1	6	10	214
chr1	6	11	259
chr1	6	12	290
chr1	6	13	345
chr1	6	14	403
chr1	6	15	489
chr1	6	16	618
chr1	6	17	763
chr1	6	18	1075
chr1	6	19	1444
chr1	6	20	1940
chr1	6	21	2521
chr1	6	22	3271
chr1	6	23	4027
chr1	6	24	4710
chr1	6	25	5485
chr1	6	26	5973
chr1	6	27	6647
chr1	6	28	6836
chr1	6	29	6847
chr1	6	30	6676
chr1	6	31	6535
chr1	6	32	6208
chr1	6	33	5725
chr1	6	34	5499
chr1	6	35	5097
chr1	6	36	4708
chr1	6	37	4211
chr1	6	38	3704
chr1	6	39	3291
chr1	6	40	2697
chr1	6	41	2414
chr1	6	42	2076
chr1	6	43	1826
chr1	6	44	1548
chr1	6	45	1310
chr1	6	46	1032
chr1	6	47	896
chr1	6	48	746
chr1	6	49	702
chr1	6	50	528
chr1	6	51	484
chr1	6	52	407
chr1	6	53	353
chr1	6	54	276
chr1	6	55	247
chr1	6	56	171
chr1	6	57	118
chr1	6	58	86
chr1	6	59	57
chr1	6	60	35
chr1	6	61	8
chr1	6	62	8
chr1	6	63	3
chr1	6	64	1
chr1	6	65	1
chr2	6	7	130
chr2	6	8	176
chr2	6	9	162
chr2	6	10	204
chr2	6	11	281
chr2	6	12	319
chr2	6	13	351
chr2	6	14	441
chr2	6	15	511
chr2	6	16	695
chr2	6	17	849
chr2	6	18	1201
chr2	6	19	1555
chr2	6	20	2038
chr2	6	21	2734
chr2	6	22	3360
chr2	6	23	4269
chr2	6	24	5298
chr2	6	25	5948
chr2	6	26	6465
chr2	6	27	6979
chr2	6	28	7328
chr2	6	29	7548
chr2	6	30	7176
chr2	6	31	7026
chr2	6	32	6696
chr2	6	33	6367
chr2	6	34	5877
chr2	6	35	5485
chr2	6	36	5045
chr2	6	37	4588
chr2	6	38	3875
chr2	6	39	3469
chr2	6	40	3053
chr2	6	41	2630
chr2	6	42	2303
chr2	6	43	1934
chr2	6	44	1663
chr2	6	45	1438
chr2	6	46	1172
chr2	6	47	1028
chr2	6	48	842
chr2	6	49	708
chr2	6	50	613
chr2	6	51	549
chr2	6	52	409
chr2	6	53	341
chr2	6	54	285
chr2	6	55	229
chr2	6	56	195
chr2	6	57	114
chr2	6	58	79
chr2	6	59	46
chr2	6	60	21
chr2	6	61	18
chr2	6	62	4
chr2	6	63	5
chr2	6	64	1
chr2	6	65	2
chr3	6	7	95
chr3	6	8	138
chr3	6	9	147
chr3	6	10	174
chr3	6	11	225
chr3	6	12	227
chr3	6	13	278
chr3	6	14	294
chr3	6	15	455
chr3	6	16	540
chr3	6	17	735
chr3	6	18	957
chr3	6	19	1252
chr3	6	20	1602
chr3	6	21	2212
chr3	6	22	2829
chr3	6	23	3573
chr3	6	24	4227
chr3	6	25	4951
chr3	6	26	5410
chr3	6	27	5681
chr3	6	28	5961
chr3	6	29	6212
chr3	6	30	5762
chr3	6	31	5653
chr3	6	32	5481
chr3	6	33	5221
chr3	6	34	4952
chr3	6	35	4360
chr3	6	36	4030
chr3	6	37	3681
chr3	6	38	3253
chr3	6	39	2947
chr3	6	40	2505
chr3	6	41	2194
chr3	6	42	1834
chr3	6	43	1621
chr3	6	44	1435
chr3	6	45	1223
chr3	6	46	982
chr3	6	47	906
chr3	6	48	634
chr3	6	49	597
chr3	6	50	482
chr3	6	51	432
chr3	6	52	356
chr3	6	53	290
chr3	6	54	232
chr3	6	55	207
chr3	6	56	152
chr3	6	57	140
chr3	6	58	70
chr3	6	59	59
chr3	6	60	22
chr3	6	61	16
chr3	6	62	6
chr3	6	63	2
chr4	6	7	103
chr4	6	8	107
chr4	6	9	156
chr4	6	10	166
chr4	6	11	177
chr4	6	12	237
chr4	6	13	259
chr4	6	14	309
chr4	6	15	413
chr4	6	16	508
chr4	6	17	689
chr4	6	18	917
chr4	6	19	1180
chr4	6	20	1541
chr4	6	21	2049
chr4	6	22	2647
chr4	6	23	3158
chr4	6	24	3830
chr4	6	25	4504
chr4	6	26	4986
chr4	6	27	5236
chr4	6	28	5529
chr4	6	29	5598
chr4	6	30	5509
chr4	6	31	5166
chr4	6	32	5046
chr4	6	33	4626
chr4	6	34	4538
chr4	6	35	4166
chr4	6	36	3781
chr4	6	37	3351
chr4	6	38	3048
chr4	6	39	2623
chr4	6	40	2360
chr4	6	41	2033
chr4	6	42	1731
chr4	6	43	1568
chr4	6	44	1308
chr4	6	45	1076
chr4	6	46	884
chr4	6	47	773
chr4	6	48	635
chr4	6	49	519
chr4	6	50	471
chr4	6	51	427
chr4	6	52	310
chr4	6	53	263
chr4	6	54	209
chr4	6	55	193
chr4	6	56	125
chr4	6	57	94
chr4	6	58	68
chr4	6	59	42
chr4	6	60	19
chr4	6	61	11
chr4	6	62	9
chr4	6	63	2
chr4	6	64	3
chr5	6	7	94
chr5	6	8	128
chr5	6	9	140
chr5	6	10	169
chr5	6	11	172
chr5	6	12	215
chr5	6	13	259
chr5	6	14	309
chr5	6	15	392
chr5	6	16	505
chr5	6	17	622
chr5	6	18	858
