##Chromosome	MAQP	Length	ReadsNums
chr1	6	7	225
chr1	6	8	258
chr1	6	9	321
chr1	6	10	375
chr1	6	11	441
chr1	6	12	507
chr1	6	13	545
chr1	6	14	623
chr1	6	15	724
chr1	6	16	913
chr1	6	17	966
chr1	6	18	1240
chr1	6	19	1254
chr1	6	20	1632
chr1	6	21	1745
chr1	6	22	2256
chr1	6	23	2290
chr1	6	24	3600
chr1	6	25	3228
chr1	6	26	5190
chr1	6	27	5924
chr1	6	28	8709
chr1	6	29	9428
chr1	6	30	11610
chr1	6	31	13549
chr1	6	32	18478
chr1	6	33	23823
chr1	6	34	21310
chr1	6	35	18605
chr1	6	36	13081
chr1	6	37	9967
chr1	6	38	6855
chr1	6	39	4994
chr1	6	40	3550
chr1	6	41	2521
chr1	6	42	1757
chr1	6	43	1246
chr1	6	44	917
chr1	6	45	655
chr1	6	46	445
chr1	6	47	393
chr1	6	48	328
chr1	6	49	311
chr1	6	50	283
chr1	6	51	294
chr1	6	52	339
chr1	6	53	355
chr1	6	54	438
chr1	6	55	484
chr1	6	56	495
chr1	6	57	472
chr1	6	58	444
chr1	6	59	342
chr1	6	60	255
chr1	6	61	180
chr1	6	62	114
chr1	6	63	64
chr1	6	64	27
chr1	6	65	17
chr1	6	66	6
chr1	6	68	1
chr2	6	7	260
chr2	6	8	310
chr2	6	9	350
chr2	6	10	415
chr2	6	11	482
chr2	6	12	529
chr2	6	13	580
chr2	6	14	655
chr2	6	15	763
chr2	6	16	891
chr2	6	17	1027
chr2	6	18	1286
chr2	6	19	1326
chr2	6	20	1743
chr2	6	21	1796
chr2	6	22	2396
chr2	6	23	2590
chr2	6	24	3674
chr2	6	25	3337
chr2	6	26	5629
chr2	6	27	6173
chr2	6	28	8932
chr2	6	29	9948
chr2	6	30	12109
chr2	6	31	14482
chr2	6	32	19919
chr2	6	33	26025
chr2	6	34	23369
chr2	6	35	20108
chr2	6	36	14349
chr2	6	37	10829
chr2	6	38	7526
chr2	6	39	5292
chr2	6	40	3884
chr2	6	41	2716
chr2	6	42	1917
chr2	6	43	1301
chr2	6	44	934
chr2	6	45	729
chr2	6	46	502
chr2	6	47	436
chr2	6	48	334
chr2	6	49	301
chr2	6	50	315
chr2	6	51	290
chr2	6	52	358
chr2	6	53	374
chr2	6	54	412
chr2	6	55	483
chr2	6	56	518
chr2	6	57	468
chr2	6	58	447
chr2	6	59	366
chr2	6	60	248
chr2	6	61	175
chr2	6	62	129
chr2	6	63	57
chr2	6	64	45
chr2	6	65	13
chr2	6	66	6
chr2	6	67	4
chr3	6	7	215
chr3	6	8	298
chr3	6	9	289
chr3	6	10	343
chr3	6	11	361
chr3	6	12	441
chr3	6	13	422
chr3	6	14	551
chr3	6	15	637
chr3	6	16	745
chr3	6	17	783
chr3	6	18	1098
chr3	6	19	1060
chr3	6	20	1390
chr3	6	21	1467
chr3	6	22	1999
chr3	6	23	2126
chr3	6	24	3137
chr3	6	25	2737
chr3	6	26	4684
chr3	6	27	5114
chr3	6	28	7600
chr3	6	29	8351
chr3	6	30	9990
chr3	6	31	12015
chr3	6	32	16397
chr3	6	33	21478
chr3	6	34	19206
chr3	6	35	16728
chr3	6	36	11845
chr3	6	37	8962
chr3	6	38	6263
chr3	6	39	4316
chr3	6	40	3181
chr3	6	41	2303
chr3	6	42	1601
chr3	6	43	1079
chr3	6	44	759
chr3	6	45	584
chr3	6	46	452
chr3	6	47	329
chr3	6	48	285
chr3	6	49	285
chr3	6	50	249
chr3	6	51	255
chr3	6	52	266
chr3	6	53	322
chr3	6	54	370
chr3	6	55	402
chr3	6	56	455
chr3	6	57	436
chr3	6	58	374
chr3	6	59	275
chr3	6	60	208
chr3	6	61	162
chr3	6	62	82
chr3	6	63	50
chr3	6	64	17
chr3	6	65	6
chr3	6	66	6
chr3	6	67	1
chr3	6	68	2
chr4	6	7	192
chr4	6	8	242
chr4	6	9	243
chr4	6	10	286
chr4	6	11	375
chr4	6	12	404
chr4	6	13	441
chr4	6	14	463
chr4	6	15	582
chr4	6	16	748
chr4	6	17	709
chr4	6	18	974
chr4	6	19	1018
chr4	6	20	1287
chr4	6	21	1377
chr4	6	22	1772
chr4	6	23	1957
chr4	6	24	2957
chr4	6	25	2530
chr4	6	26	4250
chr4	6	27	4657
chr4	6	28	6998
chr4	6	29	7555
chr4	6	30	9327
chr4	6	31	11028
chr4	6	32	15304
chr4	6	33	20147
chr4	6	34	17917
chr4	6	35	15739
chr4	6	36	11032
chr4	6	37	8177
chr4	6	38	5868
chr4	6	39	4301
chr4	6	40	3015
chr4	6	41	2015
chr4	6	42	1527
chr4	6	43	1002
chr4	6	44	747
chr4	6	45	534
chr4	6	46	383
chr4	6	47	323
chr4	6	48	254
chr4	6	49	205
chr4	6	50	227
chr4	6	51	240
chr4	6	52	267
chr4	6	53	265
chr4	6	54	340
chr4	6	55	363
chr4	6	56	364
chr4	6	57	375
chr4	6	58	344
chr4	6	59	288
chr4	6	60	198
chr4	6	61	141
chr4	6	62	88
chr4	6	63	35
chr4	6	64	23
chr4	6	65	14
chr4	6	66	5
chr4	6	67	1
chr5	6	7	169
chr5	6	8	221
chr5	6	9	252
chr5	6	10	265
chr5	6	11	348
chr5	6	12	367
chr5	6	13	434
chr5	6	14	483
chr5	6	15	527
chr5	6	16	677
chr5	6	17	757
chr5	6	18	902
chr5	6	19	983
chr5	6	20	1204
chr5	6	21	1373
chr5	6	22	1716
chr5	6	23	1802
chr5	6	24	2762
chr5	6	25	2486
chr5	6	26	4186
chr5	6	27	4494
chr5	6	28	6668
chr5	6	29	7320
chr5	6	30	8891
chr5	6	31	10431
chr5	6	32	14635
chr5	6	33	19141
chr5	6	34	17068
chr5	6	35	14952
